,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600660.SH,X600688.SH,X601991.SH,X600547.SH,X601600.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600027.SH,X601992.SH,X002466.SZ,X600111.SH,X000629.SZ,X600176.SH,X600516.SH,X000709.SZ,X600808.SH,X600299.SH,X002460.SZ,X600352.SH,X600801.SH,X000825.SZ,X002110.SZ,X300072.SZ,X600426.SH,X600339.SH,X600583.SH,X600489.SH,X000786.SZ,X601158.SH,X000553.SZ,X600219.SH,X601699.SH,X000883.SZ,X000932.SZ,X000408.SZ,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.116436980529418,0,0,0,0,0,0,0.162953900897412,0,0,0.013458220770068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658582903650514,0.063043650537016,0,0,0,0,0,0,0,0,0,0.368000801154627,0,0,0.0309753330740038,0,0,0,0,0,0
X600028.SH,0.112904841739435,0,0.102848673986031,0,0,0,0,0,0.188734237794904,0,0,0,0,0.00235614008011988,0,0,0,0,0,0,0,0,0,0,0.0317661835063688,0,0,0,0,0.0543289215506988,0,0,0,0,0,0,0,0,0,0,0,0.0171873659833402,0,0,0,0,0,0,0,-0.0105220165407268,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0459822034553429,0,0,0,0,0.188569751031614,0.137827811812768,0,0,0,0,0,0,0.0130851171009561,0,0,0,0,0,0,0,0,0,0.00923814413945264,0.0189829960181688,0,0,0,0,0,0,0,0,0,0,0.16011122288679,0,0.0328175332142266,0,0,0,-0.0146774291261275,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0693295242907555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881473658113658,0,0,0,0,0,0,0,0,0,0,0,0,0.332681755892093,0,0,0,0,0,0.119807734745428,0,0.19756765331988,0,0,0,0,0,0,0,0,0,-0.0101452068062296,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.0462318466394901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482893883527376,0,0,0.104186205987677,0,0,0,0,0,0,0,0,0,0.157071327546571,0,0.215605348070518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00354608368820026,0.0203537778870586,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852435293852587,0,0,0,0.763872667308502,0,0,0,-0.0354405860347505,0,0.0118083757654511,0.0324039833637191,0,0.00922807659810593,0,0.0719647170587102,0,0,0,0,0,0,0,-0.0574151604518544,0,0,0,0,0,0,0,0.0168449608171327,0,0,0.0178168054621855,0.0297235545506354,0,-0.0400785278241131,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.069183843611272,0,0,0,0,0,0,0,0,0,0,0,0,0.205239257683646,0,0,-0.276825004552463,0,0.109766801388775,0,0,0,0,0,0,0.0844751884564509,0,0,0.181259240098587,0,0,0,0,0,0,0,0,0,0.0404993255680691,0,0,0,-1.0842021724855e-19,0.00433202756007103,0,0.31947050187693,0,0,0,0
X600010.SH,0.143655981178608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165662818770055,0.110910088708696,0,0,0,0,0,0,0,0,0,0,0.0224762006566721,0,0,0,0,0.010271903741431,0,0.0878501908583368,0,0,0,0,0,0.152870104172742,0,0,0,-0.0143587109534873,-0.027868607600039,0,0,0,0,0,0
X601898.SH,0.0880363214850074,0.0874066374879613,0.19565629888697,0,0,0,0,0,0,0,0,0.0507325296345527,0,0.145796011506835,0.174009903734647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131671643121023,0,-0.00805428805521934,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0918900818189723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106076031040469,0,0,0,0.0200148353738077,0,0,0,0,0,0,0.0549006266511241,0,0,0.278449818858698,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0078137766912016,0,0,0,0,0,0,0
