,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X002466.SZ,X601600.SH,X600688.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600886.SH,X600547.SH,X002460.SZ,X600516.SH,X300072.SZ,X000898.SZ,X601992.SH,X600111.SH,X600352.SH,X600176.SH,X600027.SH,X000553.SZ,X000786.SZ,X600299.SH,X000709.SZ,X000792.SZ,X000825.SZ,X000408.SZ,X600426.SH,X002271.SZ,X601158.SH,X601699.SH,X600315.SH,X000830.SZ,X600489.SH,X000883.SZ,X600219.SH,X600808.SH,X600157.SH,X000630.SZ,X600583.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0385932686587918,0.116945698405016,0,0,0,0,0.0467211776376511,0,0,0.043341099550891,0,0,0,0,0,0,0.0100054755515456,0,0.0242956248354673,0,0,0,0,0,0.136085939885111,0,0,0,0,0,0,0,0,0,0.0414804928726677,0,0,0,0,0,0,0,0,0,0,0.0580293265157667,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.096047377319653,0,0.232485150364324,0,0,0,0,0,0,-0.029917439161625,0,0.525226293906003,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0175434179202225,0,0,0,0,0,0,0,-0.0142645406604122,0.124871171740221,0,0,0.09433791950563,0,0,0,0,0,0,0,0,0,0.0283722792314005,0,-0.024548934739485,0,0,-0.173545423967563,0,0,0,0
X601088.SH,0,0.0526363826726973,0,0.262134661505331,0.0334412925062416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427985933402414,0,0,0,0,0,0,0,0,0,0,0,0.00129351429678982,-0.0137638730508516,0,0,0,0,0,0
X600019.SH,0,0,0.170463053111811,0,0,0,0,0.243090438114445,0,0,0,0,0,0,0,0,0,0,0,-0.148049670160274,0,0,0,0,0,0,0,0,0,0,0,0,0.160489447193145,0,0,0,0,0.0472347835090291,0,0,0,0,0,0,0,0,0,0,0,0.028941038761294,0.00981959702941863,0,0,0,0,0,0
X600585.SH,0,0,0.292300219887362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00642519732713858,0.0858282284144488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113438173648147,0,0,0,0,0.23927270119794,0,0,0,0,0.0698318538993585,0,0,0,0,0,0.0594826619855092,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0464533393233431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343711402948415,0,0,-8.67361737988404e-19,0,0,0.356604353038157,0,0,0.0175846344080489,0,-0.108805535238699,0,0,0,0.0716303635322326,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00352705923017019,-0.00171550743574682,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291261675985502,0,0,0,0,0.140772626775108,0,0.00620655662228383,0,0,0,0.0404122395900327,0,0.0529914786824407,0,0.1484640929895,0,0,0,0,0,0,0,0,0,0,0,0,0.123421584485401,0,0,0.0057228213480347,0.00850251257326021,0,0,0,0,0,0
X600188.SH,0,0,0.213022538934336,0,0,0,0,0,0,0.123329091614383,0.0501663426786092,0,0,0,0,0,0,0,0.00401230283369904,0,0,0,0,0,0,0.141193234355114,0,0,0,0,0,0,0,0,0,0,0,0.33702234180851,0,0.0451975258901486,0,0,0,0,0,0,0.23818234538263,0.0361334658693311,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0932031513014565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109783898017171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496304855132508,0,0,0,0,0,0,0,0.0388468884149151,0,0.0048000704667739,-0.00753708541852037,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483097381634874,0.114436703131788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388620274298678,0,0,0,0,0,0,0,0,0,0.0908743446438855,0,0.00155439217953562,-0.00250699099188846,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,-0.165404083181321,0,0,0,0,0,0,0,0.0615957515330769,0,-0.0840405079930187,0,0,0,0,-0.102550930144352,0,0,0,0,0,0,0,0,0,0,0,0,0.631132636481739,0,-0.074253347754422,0,0,0,0,0,0,0,0,0,0.19180972938688,0.00768435131853856,0,0,0,0,0,0
X600688.SH,0,0.345544523611442,0.0604160235748252,0,0,0.0209979535709185,0.0352541513878232,0,0,0,0.0273403164371228,0,0,0,0,0,0,0,0,0,0.0632609466323021,0,0,0,0,0,0,0,0,0,0,-0.0213838640951802,0,0,0,0,0,0,0,0,0,0,0,0,0.0356489875288826,0,0,0,0,0.00590174247753365,0.00196992676568822,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,-0.0606465437534068,0,0,0,0,0,0,0,0,0,0,0,0,0.0290480688612997,0,0,0,0,0,0,0.0970730459912646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110189615977847,0,0,0,0,0,0,0.110706392755635,0,0,0.0253642958027848,-0.0193602100018737,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.104765481673647,0,0,0.00763855248915363,0,0,0,0,0,0,0,0,0,0.0242750630488108,0,0,0,0.0340006909920482,0.0334611278196502,0.0882652069418224,0.158909132509741,0,0,0,0,0,0,0,0,0.0387423189408884,0,0,0,0.00689999004567921,0,0,0,0.0971598744455374,0,0,0,0,0,0.0116357563111427,-0.00468123564298761,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.00307774832640085,0,0,0,0.113516047928915,0,0,0,0,0,0,0,0,0,0,0,0,0.0324662848183454,0.0586704854752006,0.0444805061504767,0,0,0,0,0,0,0,0,0,0,0,0.102234057032216,0,0,0,0,0,0,0,0,0,0,0,0.0160484591436864,0.0084583034288133,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.00994629119594397,0.00907162071262227,0,0,0,0,0,0.108336944707148,0,0,0.0418632102007163,0,0,0,0,0,0,0,0.0802120432231947,0.044525694739321,0.0591777179575467,0,0.0103400510641304,0,0,0,0,0,0.0161123639894223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000760781277486324,0.00644295166413776,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.00198062729665769,0,0,0,-0.0383819062016188,0,0,0,0,0,0,0,0,0,0.0363647095008353,0,0,0,0,0.0906780808805775,0.182163908973134,0,0,0,0,0,0,0,0,0.00959657227830044,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021618297962284,-0.0245061268111579,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0333597632375114,0,0,0,0.00798184859040687,0,0,0,0,0,0,0,0,-0.0229314664578496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730436536881781,0,0,0,0.00473998411638624,0,0,0,0,-0.0049553895614987,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.672264859311467,-0.0968821898958788,0,0,0,0,0,0,-0.256726287142438,0,0,0,0,0,0,0,0.00670666150276487,0,0,0,0,0,0,0,0,0,0,0,0,0.121131086149311,0.128024209056807,0,0,0,0,0,0,0,0,0,0.0206667642212392,0.0424323880988987,0,0,0,0,0,0
X600516.SH,0,0,-0.101184986863607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11432294552027,0,0,0,0.0670091152785376,0,0,0,0,0,0,-0.0394731815844516,0.630301297798397,0,0,0,0,0.00888053025685005,0,0,0,0,0.0444263462509368,0.0103758786963236,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0.186332605849047,0,0,0,0.000602342594012775,0,0,0,0,0,0,0,0.0841883325673739,0.11388040795326,0,0,0.20657713825001,0,0,0,0,0,0.103223398445019,0,0,0,0,0,0.0620199164651522,0,0,0,0,0,0,0,0,0,0,0,0.0728649954159405,-0.125657093516767,0,-0.0361578754461623,-0.0178035594394469,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0.107147793635311,0,0,0,0,0,0,0,0,0,0,0,0.00405448955928805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141369469954172,0,0,0,0.062831814606041,0,0,0,0.146110556583597,0,0,-0.0250581578674154,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00344039086039548,0,0,0,0.223344554422216,0,0,0,0.188817628896718,0,0,0,0.0746885007601661,0,0,0,0,0,0,0.0120603924111485,0.0740118464993313,0,0,0,0,0,0,0,0.0741009931408139,0,0.02044714677538,0.0676194558713754,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0675364928213805,0.0577201959668053,0,0,0,0,0,0,0,0,0,0,0,0.0129461799920916,0.0539177736985081,0,0,0.015868187054437,0,0.0612503745945238,0.0614639805250729,0,-6.93889390390723e-18,0,0,0,0.0486561109030261,0,0,0,0,0,0,0,0.0161004206383203,0,0,0,0,0,0,0,0.309723787326611,0,-0.00890881009974821,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155689296373133,0,0.159984369541281,0,0,0,0,0,0,0,0,0,0,0,0.078841101725292,0,0,0,0,0,0,0,0.12310193285384,0,0.00431601272602792,-0.0294780850599215,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,-0.133665334312267,0,0.193970888723411,0,0,0,0,0,0,0,0,0,0,0.00393149502789131,0,0,0,0,0,0.100800425290551,0,0,0,0.284720670066532,0.204157595376047,0,0,0,0,0.12642277574555,0.271887150908465,0,0,0,0.0784464229702483,0,0,0,0,0,0,0,0,0,0,0.00536534252938918,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.296609985429746,0.08351173158448,0,0,0,-0.0334604564044027,0,0,0.404281355482153,0,0,0,0,-0.0299867287102923,0,0.0397277470719935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137244001968891,0,0,0,0,0,0,0,0,0,0,-0.0398976800455269,0,0,0,0.00169105377164832,0,0,0,0,0,0
X000553.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178447894074434,0.0357988476884945,0,0,0,0.025169322954639,0,0,0,0,0,0,0,0.0373025562575728,0,0,0,0,0,-0.0541694404938423,0,3.46944695195361e-18,0,0,0,0,0,0,0.169826003058373,0.233729839771509,0,0,0.0203302115539976,0,0,0,0,0,0
X000786.SZ,-0.00753937220396899,0,0,0,0.137532737824272,0,-0.162313169146107,0,0,0.158425852064141,0,0,0,0,0,0,0,0,0,0.0604219714021918,0.0947678077500968,0,0,0,0,0.506104634978889,0,0,0,0,0,0,0.106024196615148,0,0,0,0,0,0,0,0.0857742949406196,0,0,0,0,0,0,0,0,-0.0452714718818578,-0.0160825264475656,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194511361085741,0,0,0,0,0,0.0785968230817744,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128548328488994,0,0,0,0,0,0,0,0.0182937999390433,0,-0.0139122247732609,-0.0203835375158643,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0.0297519336217313,0,0.0229127177862925,0,0,0,0,0,0,0,0,0.0207599993816631,0.0531951590217851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020052028267491,0,0,0,0,0.0867650941024095,0,0,0,0,0,0,0,0.100254625044611,0,0.0108230848614733,-0.00559583096038972,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.191878329558366,0,0.0334785613231059,0,0,0,0,0,0,0,0,0.0126323439215317,0,0,0,0.095184113711728,0.017741339261239,0.147995778505896,0,0,0.170803586142473,0,0,0,0,0,0,0.0186047014610578,0,0,0,0,0,0,0,0,0,0,0,0,0.0289929738851905,0,0,0,0,0,0,0,0,0
