,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600886.SH,X600010.SH,X600660.SH,X601600.SH,X600362.SH,X600801.SH,X600188.SH,X600795.SH,X601991.SH,X600352.SH,X002460.SZ,X000786.SZ,X600688.SH,X600111.SH,X000723.SZ,X600176.SH,X600027.SH,X002271.SZ,X601992.SH,X002353.SZ,X002466.SZ,X600516.SH,X600299.SH,X000898.SZ,X600426.SH,X600583.SH,X600489.SH,X000883.SZ,X000709.SZ,X601158.SH,X600219.SH,X600612.SH,X000027.SZ,X000553.SZ,X000629.SZ,X000630.SZ,X000792.SZ,X000825.SZ,X600808.SH,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.137025077170353,0,0,0,0.000479872169338976,0,0,0,0,0,0.196608739815833,0,0,0,0,0.0193548465683056,0,0,0,0.0832693730479135,0,0,0.0446430711976702,0,0,0,0,0.0412449796190105,0,0,0,0,0,0,0,0,0,-0.027432670363104,0,0,0,0,-0.00265391567148526,0,0,0,0,-0.0208134098728735,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0405564067873269,0.0623830247284738,0,0,0,0,0,0,0.114496946806752,0,0,0,0,0,0,0,0.0419272496132236,0,0,0.0111736764485524,0,0.0516956641892318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0212399368700516,0,0,0,0,0.0127901393814466,0,0
X601088.SH,0,0,0,0,0,0.31794793586736,0,0,0,0.060006705226826,0,0,0,0,0,0.0844835356546158,0.139329643319132,0,0,0,0,0,0,0,0,0,0,0,0,-0.0601035487543834,0.0372226974164243,0,0,0,0,0,0,0,0,0,0,0,0,0.0312919328956871,0,0,0,0,0.0307871069831433,0,0,-0.0119014280755195,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.111591259920309,0,0,0,0,-0.00903410306426029,0.00617474975939801,0,0,0,0,0.389222860521112,0,0,0,0,0,0.06969351296327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010366351996432,0,0.010583975276987,-0.0269495600350521,0,0,0,0,0,0
X600309.SH,0,0,0,0.174215164875966,0,0,0.041864008874866,0,-0.0738083345761509,0,0,-0.0840624664413507,0,0,0,0.0588528926593479,0,0,0,0,0,0,0,0,0,0.0574589570388747,0,0.106657362765229,0,0,0,0,0.0491611852908095,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103544605282686,0,0,0,0,-0.0288844769823788,0.0123772790969228,0,0,0,0,0,0
X600019.SH,0,0,0.0995421708775463,0,0,0,0,0,0.0619837616196405,0,0.0293481065875133,0.0581156303245927,-0.0862105630533662,0,0,0.0411626487833264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761391892283309,0,0.00990257243606079,0,0,0,0,0.026708462637517,0,0
X600547.SH,0,0,0,0,0.0860736879024976,-0.0254726714655629,0,0,0,0,0,0,0,0,0,-0.018813073608366,-0.026235946106853,0,0,0,0.0126239299934238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16832560489986,0,0,0,0,0,0,0,0,0,0.203009419101694,0,0,0,0,-0.0181565580609326,0,0,0,0,-0.0376805786807151,0,0
X600011.SH,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.0575712224076149,0,0,0,0,0,0,0,0.0774656608655123,0,0,0,0,0,0,0,0,0,0.121409961135632,0,0,0,0,0,0,0,0,0.0974097141167777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0181850307267943,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.0662614073715521,0.0458122197475605,0.455463105511501,0,0,0,0,0,0,0,0,0,0,0,0,0.0236663909106357,0,0,0,0,0.110303691586811,0,0,0.298300449550329,0,0,-0.00888996723923371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121833771539076,-0.0281251842628539,0,0,0,0,0,0
X601898.SH,0.574617016577272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261313766426942,0,0,0,0,0,0,-0.112023784163309,0,-0.0371636133744743,2.16840434497101e-19,0,0,-2.16840434497101e-19,0.132513031138513,0,0,0,0,0,0,0,0,0,0,0,0,0.0896291309605511,0,0,-0.0122202105924087,0,0,0,0,0,0.0397662383422622,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0.183099001889826,0.0860529193515192,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.230102863669706,0,0.106021994018645,0,0.156084138586513,0,-0.0279565792359054,0.116713240289213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069489585897779,0,0,0.0739511223223758,0,0,0.0137885311662732,0,0,0,-0.0615008659828731,0,0
X600010.SH,0,0,0,0,0,0.138557535555655,0,0,0.159745648646053,0,0,0,0,0,0,0,0.0678181619318647,0,0,0,0,0,0,0,0,0.011750248035255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269613977830281,0,0,0.0399129688899115,0.0319455173823806,0,0,0,0.0111768969472722,0,0
X600660.SH,0,0,0,0,0,0,0,0,-0.0150324924089236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516332030922598,0,0,0.0133675352115422,-0.0281023903385853,0,0,0,0,0,-0.0936653186407141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112093889797547,0,0,0,-0.00330296501522094,0,0
X601600.SH,0,0,0,0,0,0,0.0258097077882065,0,0,0,0,0.0231429627870433,0,0,0,0.0696383709938738,0,0,0,0,0,0,0,0.0255228860415223,0.0462678948721456,0,0,0,0.259259147503796,0,0,0,0,0.0350080454505274,0,0,0,0,0,0,0,0,0.111790285243709,0,0,0,-0.0246562931146285,0,0,0.0596958317632312,0,0,-0.00731501701134016,0,0,0,0.0101060619694873,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0652957629262429,0,0,0,0,0.161204595176195,0,0.00805594725475663,0.086479320129622,0,0,0,0,0,0,0,0.0784878919148037,0,0,0,0.0618564380253356,0,0,0.115484481571602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000807719520370843,-0.00970747427620485,0,0,0,0.000713342208562534,0,0
X600801.SH,0,0,0,0.427242371470617,0,0,-0.0437380448422603,0.0851910713785934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0813271158215,0.0885903943251875,0.0383598531195964,0,0,0,0,0,0.124222278252645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0304470225229949,0,0,0,0,0.0198554794811157,0.0207382371496089,0,0,0,0.0361972223628173,0,0
X600188.SH,0,0,0,0,0,0,0,0,-0.0194475105948923,0.301912031381156,0,0.132989845150259,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.0401110645053567,0.00906257847693164,0,0.0141691020107372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116378256168434,0,0,0.0647690963563401,0,0,0,0.0145322003800874,0,0,0,0,0,0
