,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600660.SH,X600111.SH,X000708.SZ,X600010.SH,X600547.SH,X000301.SZ,X002271.SZ,X601600.SH,X600886.SH,X000877.SZ,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X601699.SH,X600027.SH,X600803.SH,X601991.SH,X000983.SZ,X600995.SH,X000629.SZ,X000786.SZ,X000408.SZ,X600160.SH,X600096.SH,X000723.SZ,X600219.SH,X000807.SZ,X002080.SZ,X600348.SH,X600489.SH,X000933.SZ,X600378.SH,X600688.SH,X600157.SH,X600141.SH,X000831.SZ,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.454872266460848,0,0,0,0,0,0,0,0.00332163969357745,0,0,0,0,0,0,0,0.0455319897603543,0,0,0,0,0,0,0,0,0,0,0.0609496833958406,0.140728951122041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00389019372262318,0,0,0,0,0,0,0
X601088.SH,0.0418331857826381,0,0,0,0.400159804949271,0,0,0,0,0,0,0.0152036495024547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888958459220229,0.0661376830624701,0,0.109978930957358,0.0279674181766512,0,0,0,0,0,0.0381480583538,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318901552815761,0,0,0.00219328134876074,0,0,0,0,0,0,0
X600028.SH,0.564866017824282,0,0,0,0,0,0,0,0.0163177120774599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00576641019091243,0,0,0,0,0.0849202217616036,0.0305564032983592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.024389482414346,0,0,0,0,0,0,0,-0.000560366819167933,0,0.125311462796449,0,0,0,0,0,0.142032968582916,0,0,0.0767606745397509,0.0317481279180711,0.0870321148036913,0,0,0,0,0.170965495244978,0,0,0,0,0,0,0,-0.239113207548886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.697300139304667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052654910600532,-0.0910415147978144,0,0,0,0,0,0,0,0,0,0.0326679987037534,0,0.0981648694644192,0,0,0,-0.0779025081207232,0,0,0,0,0,0,0.0821963159790155,0,0.207051041851269,0.0180346315449998,0,0,0,0,0,0,0,0.0472884313488866,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.413636108447722,0.186127668028403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266432094164249,0.0108606339183363,0,0,0,0.0881546718439023,0,0,0,0,0,0,0,0,0,0,0.0041914437470907,0.0117211531211939,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.106492217836691,0,0,0.170486900377014,0,0,0,0.0139126380275077,0,0,0,0.0147480607991938,0,0,0,-0.00982915408740167,0,0,-4.33680868994202e-19,0,0,0,0.473005821828623,0.0605354287911434,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.00119528859363263,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.323434551223535,0,0,0,0,0,0,0,0,0,0,0,0,0.0944768013008929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351583399251065,0,0,0,0,0.103042507025042,0,0,0,0,0,0,0,0.138246119664244,0.0565727816769786,0,0,-0.0136880094987205,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.161147423345492,0,0,0,0,0,0,0,0.201099645809075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115251713223109,0,0.188627417201344,0,0.0376775058211432,0,0,0.0178319456837863,0,0.0125577314591961,0,0,0,0,0,0.135945424558683,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0.207603074929093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190128644387915,0,0.118164064575571,0,0.0627244990229676,0,0,0,0,0,0,0,-0.0249725358570941,0,0.101111256887697,0,0,0,0,0,0,0,-0.0608230124439279,0,0,0,0,0,0,-0.0235826802058686,0.0640518480843942,0,-0.00329370287742264,0.0313503554113189,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0655950490703774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209288288673139,0,0.431529850978452,0,0,0,0,0,0,0,0,0,0,0,0,0.0892284566661504,0,0,0,0,-0.0119046096101888,0,0,-0.029257365629188,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0446172605020222,0,0,0,0.184202775826425,0,0,0,0,0.33281155567999,0.0389901984968117,0.31856848741098,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.290180254485128,0,0,0,0,0,0,0,-0.0170407582648468,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0982928922747376,0,0,0,0,0,0,0.10289198057252,0,0,0,0.0140647551656275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177738405502732,0,0,0,0,0,0,0,0.133823326706658,0,-0.0211288603366004,0,0,0,0,0,0,0,0,0,-0.0123539181207182,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.116750694111305,0.0812890371095533,0,0.193838856007171,0,0,0,0,0,0,0,0,0,0.093371733039686,0,0,0,0,0,0,0,0,0,0,0.0409074059381584,0,0,0,0,0,0,0,0,0,0.145951001815797,0,0,0,0,0,0,0,0,0.105117616194931,0,0,0,0.0387291861325138,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.0467106380439059,0.229693016947245,0,0,0,0,0,0,0,0,0,0,0.000396077693592731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969507900688923,0,0,0,0,0,0,0,0,0,0,0.013812351222929,0.0280069991340735,0,0,0,-0.0193401580728276,0,0,-0.016458328988856,-0.0679110958837487,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124996449759638,0,0,0,0,-0.0784847897774013,0,0,0,0,0,0.0602451574695791,0,0,-0.00491369157435613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337798256827196,0,0.145716019777883,0,0,0.00787101810099107,0.0603084793750509,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047207604947006,0,0,-0.013843912019725,0,0,0,0,-0.0647874524925598,0.0473577160825273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699339989992991,0,0,0,0,0,0,0,0,0,-0.00941630798796121,0,0,0,0,0,0
X000301.SZ,0,0,0,0.212123560592358,0,0,0,0,0,0,0,0,0,0,0.24873621470156,0,0,0,-0.179707592927916,0,0,0,-0.263407828235499,0.143645962903656,0,0,0,0,-0.0623262310559842,0.0119717114226347,0,0,0.358289352854229,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0.196066355663293,0,0,0,0,0,0,0,-0.0351376499523377,0.0271068486522939,0,0.284083111786754,0,0,0,0
X002271.SZ,0,0,0,0,-0.0216431329913078,0,0,0,0,0,0,0,0,0,0,-0.0717556009032665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978415301272095,0.0683710032285246,0.550577036267264,0,0,0,0,0,0.0177559003382508,0,0,0,0,0,-0.161503743890934,0,0,0,0,0,-0.0275174607488738,0.0416159693049865,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118208895659749,0,0,0,0,0,0,0,0.0106217215805362,0,0,0,0.0569977796246202,0,0,0,0,0.400867442354782,0.133181547024394,0,0,0,0,0,0,0,0,0,0.0674712633202276,0,-0.00225289617193661,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.00688342324132332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1265829622597,0,0,0.0571362440522106,0,0.0150405634674937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0321588902099735,0.0106092283783923,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0.346516788992632,0,0,0,0,0,0,0,0,0,0,0.0830770670830613,0,0,0,0,0,0,0,0,0,0,0,0,0.0255294841700321,0,0,0.0893104456003891,0,0,0,0,0,0,0.0580088121096953,-0.0390405205602277,0,0,0,0,0,0,0,0.334761160136237,0,-0.00418879338784501,0,0,0,0,0,0,0
