,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600660.SH,X600010.SH,X600886.SH,X601600.SH,X600362.SH,X600801.SH,X002460.SZ,X600188.SH,X600352.SH,X002466.SZ,X600795.SH,X601991.SH,X000786.SZ,X600688.SH,X002271.SZ,X600111.SH,X601992.SH,X000723.SZ,X600176.SH,X002353.SZ,X600027.SH,X600583.SH,X600516.SH,X600426.SH,X000898.SZ,X600489.SH,X600299.SH,X600219.SH,X000709.SZ,X601158.SH,X000883.SZ,X600612.SH,X000553.SZ,X000629.SZ,X000027.SZ,X000630.SZ,X000792.SZ,X600808.SH,X000825.SZ,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0776468843986056,0,0,0,0,0,0,0,0,0,0.0230342122426663,0,0,0,0.217418119452841,0,0,0,0.0128343642969502,0.0403604076273854,0,0,0,0.0360519164076357,0,0,0.186409364772253,0,0,0,0,0,0,0,0,0,0,0,0.0214943557498932,0,0,0,-0.00681217711096951,0.00640168985031079,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0265178339553555,0.00722183703170512,0,0,0,0,0,0,0,0,0,0.00973420559862475,0,0,0,0.237291905069459,0,0,0.00822955966708999,0,0,0.0735860714318598,0,0,0,0,0,0.0673815030156664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246815507791975,0,-0.0141437584272491,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.042978468112761,0,0,0,0,0,0,0,0.0736747357871016,0.022389583331406,0.33740340230611,0,0,0,0,0,0.0128168593434453,0,0,0,0.0413310649957498,0,0,0,0,3.50920447106818e-06,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.00201029970628545,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.054115645757649,0,0,0,0,0,0,0,0,0,0,0.396107659994558,0,0,0,0,0,0,0.0220737769780734,0,0.0185231882944968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00287480972409704,0,0,0,0,0.0121297342008593,-0.0115977762788503,0,0,0,0.0172742106521114,0,0
X600309.SH,0,0,0,0.0516127860420302,0,0,0,0,-0.0521939582547769,0,0,0,0,0,0,0.244295085122008,0,0,0,-0.0148044141614818,0,0,0,0,0,0,0,-0.235956971888309,0,-0.0133517214571395,0,0,0.121498594265283,0.190645188982773,0,0,0.0585271774083491,0,0,0,0,0,0,0,0,0,0,0,0.131303514855305,0,6.93889390390723e-18,0.0136623865590393,-0.075449052475813,0,0,0,-0.100848568096062,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0569757919927592,0,0,0.0882750705313577,0,0,0,0,0,0.0306303475243834,0.0919755756708379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555740156485587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115146213830987,0,0.0292565626745889,0,0,0,0,0.00834259305022026,0,0
X600547.SH,0,0,-0.145928789088748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148945236406617,-0.182838408785643,0,0,0,0,0,0,0,0,-0.0236134651329695,0,0,0,0,0,0,0,0.957216284138732,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0358598117527585,0,-0.0333592731135937,0.0442065437582412,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0468992127074337,0,-0.0669013469937794,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,-0.058533449642687,0.0432137972811845,0,0,0,0,0,0.106390573545183,0,0,0,0.225689139768653,0.110567832236537,0.0259219073517694,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0334419503751849,0,0,0,0.00749871315600239,-0.0158505161253601,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0.132790543597911,0,0,0.0318859769525462,0.255838011467038,-0.0751164281638866,0,0.168556243106418,0,0,0,0,0,0,0,0,0.135604174351184,0,0,0,0,0,0,0,0,0.222896475406757,0,0,0,0,0,0,0.0345974030595821,0,0,0,0,0,0,0,-0.0401427343510455,0.041421553936125,0,0,0,0,0,0
X601898.SH,0.052316667673421,0,0,0,0,0.02857030977259,0,0,0.0679725227580187,0,0,0,0,0,0,0,0.0596402940893347,0.489893024854085,0,0,0,0,0,0,0,0,0,0.00695362711703527,0.0465744915007735,0.0756043527827122,0,0,0,0,0,0,0,0,0,0,0,0,0.0847735111900168,0.00499426786930343,0,0,8.67361737988404e-19,0,0,0,0,-0.0353837638968772,0.0205418561536797,0,0,0,-0.0312351675150189,0,0
X600660.SH,0,0,0,0,0,0,0.00841497440530499,0,0,0,0,0,0,0,0,0.0221084621206686,0,0,0,-0.0140315792968235,0,0,0.0128062010410818,0,0,0,0.128918074642454,0,0.0360884843348002,-0.0177273278050612,0,-0.103594651661842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354231865086999,0,0.010772793079762,0.00575147469902242,0,0,0,-0.0104547102907671,0,0
X600010.SH,0,0,0,0,0,0.148899571819019,0,0,0.160189474749596,0.077601922338175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133309124412273,0.0336482570800041,0,0,-0.0927949388980476,0,0,0,0,0,0,0,0,0,0.00873336282741217,0,0,0,0,0,0.24984470489806,0,0,0,0.00744008530118223,0.0227736604821101,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,-0.26742766864544,0,0.0563244508434565,0.218130925594832,0,0,0,0,0,0.0443201395787494,0,0,0,0.048508135635716,0,0,0,0,0,-0.0123130862097861,0,0,0.121648548470989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0689652565170627,0,0,0,0,-0.00745682949564667,0,0,0,0,-0.0501597042990395,0,0
X601600.SH,0,0,0,0,0,0,0.0625259714790983,0,0,0,0,0,0,0,0.0803778035287149,0,0,0,0,0,0,0,0,0,0,0,0.290515511641897,0.028419152876515,0.111091533110608,0,0,0,0,0,0.0199475747687906,0,0,0.161159133650965,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163558540825635,-0.0254313142102116,0,0,0,0,0,0
X600362.SH,0,0,0,-0.0146165078931457,0,0,0,0,0.0770466743767293,0,0,0.0691220118876353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152285055260293,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00687585510459914,0,0,0.300004796854217,0,0,-0.00194598380998548,0,0,0,-0.0042196473103949,0,0
X600801.SH,0,0,0,0.560720732744534,0,0,-0.118335361802974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695573158063181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140607218705079,0,4.33680868994202e-19,0.0227337177604622,0,0,0,0,0,0
X002460.SZ,0,0,0,0,-0.113976366156139,0,0,0,0,0,0,0,0,0,-0.105049999705029,-0.279877871085992,0,0,0,0.2493400132121,0,0,0,0.263702934730131,0.291097891353616,0.0411392317927779,0,0.050428018945914,0,0,0,0.373270510301868,0.21301624865805,-0.132009766539572,0,0,0.0479417814791435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00998110562042674,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.337398499518859,0,0.0938933730252759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422093021150472,0,0,0,0,0,0,0.025786060253138,0,0,0,0.0815186221400019,0,0.131861052009115,0,0,0.0107465927349728,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0.046923473639213,0,0,0,0,0,0,0.112842407626913,0,0,0,0,0,0,0,0,0,0,0.166551104999895,0.076146198844475,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15610061280882,0,0.0433800397960167,0,0,-0.0108577092183381,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.0353723119358067,0,0,0,0.0733685156712672,0,0,0,0.459036094667902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106200145513144,0,0.00282361696199194,0.00997340450412508,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,-0.00326315547877128,0,0,0,0,0,0.0572820100680341,0,0,0.0463156413455884,0,0,0,0,0,0,0,0,0,0,0,0.0511644031642992,0,0,0,0.0708341272193205,0.124918900464462,0,0,0,-0.00136598930719842,0,0,0,0,0,0,0,0,0,0,0.164287580722561,0,0,0,0.0101054584413876,0,0,0,0,-0.00368806673506995,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0637244770140622,0,0,0.0929672616373614,0,0.162856097974813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013336989830344,0,0,0.122252769823704,0,0.062475604017954,0,0.0521758867561975,0,0.0722723067002446,0,0,0,0,0,0,0.0412235554378358,0,0,0,0,0,0,0,-0.0210812716122103,0.0195490373769539,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0021289106417966,0,0.249594861443613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498987536002091,0,0,0.0957578840928119,0,0.0159460734436673,0,0,0,0,0.0297870332121302,0,0
X600688.SH,0.116346066533744,0,0,0,0,0,0,0,-0.0642795283987042,0,0,0.045684798214235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00812697235102447,0.0353233400045219,0,0,0,0,0.0949242480687718,0.111078724190196,0,0,0,0,0,0,0,0.00564012216475305,0,0,0,-0.0116014551710034,0,0,0,0,-0.013673182249418,0.0157132484601547,0,0,0,0.0962366888314952,0,0
X002271.SZ,0,0,0,0.193264913851465,0,0,0.0270494200784964,0,0,0,0,0,0,0,0,0,0.0510985662931196,0,0,0,0,0,0,0,0,0.124897610276464,0,0,0.198828697312335,0,0,0,0.130118172105618,0,0,0,0,0,0,0,0,0,0,-0.202137422418023,0,0,0,0,0,0.0523967337479686,0,0.0359607940759603,0,0,0,0,0.00363654465189304,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.00813687028271065,0,0,0,-0.0735563114474593,0,0,0,0.191866345753784,0,0.157946944004677,0,0,0,0,0,0.0619180751246642,0,0,0.0762619278532131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0454698413255539,0,0,0.0202992021174647,0,-0.00392843308050169,0,0,0,0,-0.0298903151909284,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997805775815751,0,0.273822634517485,0,0,0,0,0,0,0,0,0,0.216134716952689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433356057327322,0,-0.0126461449274914,0.00679399864927693,0,0,0,-0.00562445545214779,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182151744281651,0.41736863580426,0,0.00912806467188031,0.0734486564203261,0,0,0,0,0,0,0.148836664041476,0,0,0,0,0,0.0769383238068848,0.114919729706407,0,0,0,0,0,0,0,0,0,0,0,0,-0.276448917640706,0,0,0,0,0,0.00177901358791539,0,0,0,0.0244807298956581,0,0
X600176.SH,0,0,0,6.93889390390723e-18,0,0.0386617221198217,0,0,0,0,0,0,0.0208072906847632,0,0,0.0454673467726082,0,0,4.33680868994202e-19,0,0,0,0,0,0.165285792639473,0,0,0,0,0,0,0,0.297487876900059,0,0.0999659733452236,-0.135259432996527,0,0,0,0,0,-0.046303011916312,0,0,0,0,0.104957689873311,0,0.00437883357078619,0,0,-0.00251437205396855,0,0,0,0,0,0,0
X002353.SZ,0.0710373095506448,0,0,0,0,0,0,0,-0.187162081318155,0,0,0.13821263372373,0,0,0,0,0,0,0,0.121118844412695,0,0,0.168538544045535,0,0,0,0,0,0,0,0,0,0,0,0,0.283222908579711,-0.176538457328096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316455462191256,0,0,0,0.0441248202177237,0,0
X600027.SH,0,0,0,0,0,0,0,0.186988367725193,0.0193318367470402,0.0226887843095738,0,0,0,0,0,0,0,0,0.166817252716779,0,0,0,-0.0397059369088982,0,0,0,0,0.069507904528008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.0600372289148405,0,0,0,0,0.0284571114883919,0.00373505808178868,0,0,0,0.0250907538856407,0,0
X600583.SH,0,0,0,0,0,-0.156498865680115,0,0,-0.0652433929629192,0,0,-0.0211594962690415,0,0,0,0,0.0964138902159929,0,0,0.0680235780262871,0,0,0,0,0.0754183841067712,0,0,0,0,0,0,0,0,-0.0513062121408061,0,0,0,0,0,0,0,0,0.0613014412630254,0,0,0,0,0,0,0.0846469550940311,0,0.0185290030405456,-0.0085355643481877,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0.0175048527776815,0,0,0,0,0,0.418608260427235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0971175855289473,0,0,0,0,0,0,-0.0401804115399051,0,0
X600426.SH,0,0,0,0,0,0,-0.027515175112797,0.0573535925593065,-0.0197304432995734,0,0,0,0,0,0,0.0529689060954326,0.00317640739338525,0,0,0,0,0,0,0,0.0474712209070459,0,0,0.153314873285266,0.0759936570185508,0,0,0,0,0,0,0,0,0,0,0,0,-0.0927572237972236,0,0,0,0,-0.0605368903520277,0,0,0,0,-0.0185416707392675,0.0187905781673393,0,0,0,0.0101501190568143,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178744742323835,0,0,0,0,0,0,0,0,0,0,0,0.0616036960344446,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0480054771504692,0,0,-0.0419356767311489,0,0,0,0,-0.0162156198213371,0,0.216513642324183,0,0,-0.00275891687634131,0,0,0,0,0.0162892414749387,0,0
