,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X600111.SH,X601992.SH,X600188.SH,X000709.SZ,X000898.SZ,X601158.SH,X600299.SH,X600660.SH,X000539.SZ,X600309.SH,X000883.SZ,X000792.SZ,X600583.SH,X600352.SH,X000027.SZ,X600623.SH,X000630.SZ,X002466.SZ,X600160.SH,X000629.SZ,X600578.SH,X600489.SH,X600547.SH,X002470.SZ,X600098.SH,X600022.SH,X600021.SH,X600808.SH,X000060.SZ,X000959.SZ,X000825.SZ,X600176.SH,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0849268254498663,0.0922777394774236,0.02368039041975,0,0,0,0,0,0,0,0.0526633764229638,0.0363882466780844,0,0.0266130430253829,0,0.0162250302725796,0,0.00038788024242512,0,0,0,0,0,0,0,0,0.0788940593493048,0.0631006229056193,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.108176097111117,0,0,0,0,0,0,0,0,0,0,0,0.151371223679671,0,0,0,0,0,0,0,0,0.00571120732004261,0.101458416149915,0,0,0,0.0346484898433551,0.0380862903265397,0,0,0,0,0,0,0,0,0,0.0377310147540085,0,0,0,0,0,0,0,0.00619794208251257,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.346766940178277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186849877140638,0,0,0,0,0,0,0,0.0489153126077299,0,0,0,0,0,0,0,0,0.0522252564230994,0,0.106243323176402,0,0,0,0,-0.00244104794291058,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0445544784549534,0,0,0,0,0,0,0,0,0,0,0.186251543604603,0,0,0,0,0,0.00693054268583124,0,0,0,0,0,0,0,0,0,0.025737746393337,0,0,0,0,0,0.115931080153593,0,0.070803360387408,0,0,0,0,0,0,0,0,0.00743115611915999,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0322702924658454,0,0,0,0,0,0,0,0.114522849209858,0.268170982409184,0,0.129764990220471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684256038903338,0,0,0.109055545540721,0,0,0,0,0,0,0,0,0.117706712812024,0.0287851292268874,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164907123912351,0,0.159578395746748,0,0.0447619130001715,0,0,0,0,0,0,0,0,0,0.0317270024693264,0,0,0,0,0,0,0,0,0.0580541014355381,0,0.00797088549742373,0,0,-8.67361737988404e-19,0.0303934399837901,0.183755472848473,0,0,0,0,0.0304708969822945,-0.00371941543754042,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11993890207822,0.00846220823076117,0,0,0,0,0,0,0,0.0282569815570868,0.0620325091600351,0,0.016815657374366,0,0.0231189783358929,0.0304991681432204,0,0.0875430410487985,0,0,0,0,0,0,0,0.105746215161208,0,0.0211682896678548,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.101102890870832,0,0,0,0,0,0,0,0,0,0,0,0.0720636692601869,0,0,0,0.218883639260136,0,0,0,0.00380365969232589,0,0,0,0,0.0589802240270539,0,0,0.0584957967638637,0,0,0,0,0.0924832656100164,0,0,0,0,0.041026642127446,0,0,0,0.00123347532535876,0,0.222451710071884,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578955684125353,0.0805349893346908,0,0,0.254090935417669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434219743107378,0.0212263763044378,0,0,0,0,0,0,0,0,0.170050070536889,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802209893723021,0,0,0,0,0,0,0,0,0.00971900577620004,0,0.0619501393619317,0.0278884510255866,0,0,0,0.0582142966251218,0.0297310232216208,0,0,0,0,0,0,0.17650247901676,0,0,0.040755491483481,0,0,0,0,0,0,0,0,0,0,0,0
