,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600188.SH,X600362.SH,X601992.SH,X600623.SH,X600111.SH,X600886.SH,X600157.SH,X002466.SZ,X600299.SH,X600660.SH,X600547.SH,X601158.SH,X000792.SZ,X600352.SH,X000709.SZ,X600583.SH,X600309.SH,X600489.SH,X000539.SZ,X000883.SZ,X000898.SZ,X000027.SZ,X000629.SZ,X000630.SZ,X002075.SZ,X300072.SZ,X600021.SH,X002470.SZ,X000060.SZ,X000959.SZ,X000983.SZ,X600176.SH,X600098.SH,X600022.SH,X600578.SH,X000012.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0329588780332632,0.239631261594056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782888779573986,0,0,0,0,0,0,0,0.0319774588396011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281562313486915,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0696250701254018,0.239174350391984,0,0,0,0,0.0133970589045305,0,0,0,0,0,0,0,0.0167427601931235,0,0,0,0,0,0,0.0455700321003013,0,0,0,0,0,0,0,0,0,0,0,0,0.0154639352535618,0,0,0,0.0237622400557821,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.075423909099904,0,0.308330862093815,0,0,0,0,0,0,0,0.0179818177862654,0,0,0,0,0,0,0,0,0,0,0,0.0510494186219051,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.183789429082876,0,0,0.0400162557979455,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0331007654053503,0.112754225609852,0,0,0,0,0,0,0,0,0,0,0,0.0288011635603001,0,0,0,0,-8.67361737988404e-19,0,0,0.136668184115899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00820647265279856,0,0,0.100597912802926,0,0,0.0484762361572715,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141937397614984,0,0.150377480708465,0,0,0,0,0,0.0312217939212925,0,0.052576708894093,0,0,0,0,0,0,0.0804852758427412,0.0787392716164586,0.13745934519378,0,0,-1.73472347597681e-18,0,0,0.1036826832719,0,0,0.0773074441828283,0,0,0,0,0,0.0177532419467559,0,0,0,0,0,0,0
X600019.SH,0,0,0.104386040030596,0,0,0,0,0,0.0490466741123125,0,0,0,0,0,0,0,0,0,0,0.110311630577947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438275527352594,0,0,0,0,0,0,0,1.73472347597681e-18,0.0897305098720833,0,0,0,0.124797005303287,0,0,0,0,0.0160800899492965,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0113128593916354,0,0,0.0413102747712495,0,0,0,0,0,0,0,0,0,0,0,0.0108835049186746,0,0,0,0,0,0.107294978705297,0,0,0,0,0,0,-3.46944695195361e-18,0,0.115303702600086,0,0,0,0,0,0,0.0369494185048016,0,0,0,0.209806306580869,0,0.0535458144685937,0,0,-0.0441738233634724,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107781119178435,0,0,0.0132745504605448,0,0,0,0,0.0460355528602314,0,0,0,0,0,0,0,0,0,0,0,0.0553565971268924,0,0.139716025031538,0,0,0,0.129102438641166,0,0.220873029438143,0,0,0,0,0,0,0.144736763745318,0,0,-0.0203882876801295,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.129793776154801,0.0610326095546177,0,0,0,0,0,0,0,0.0116102420104385,0,0,0,0,0,0.191515276229154,0,0.00594567919827455,0,0,0,0.00664944629021586,0,0,0,0,0,0,0,0.140324513912228,0,0.151988500600153,0,0,0,0,0,0,0,0.0135833602701478,0,0.101399851629296,0,0,0.0942509119827226,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785597450781421,0,0,0,0,0,0,0,0,0,0,0,0,0.108693498894587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072286117879384,0,0,0,0,0.617250603390297,0,0,0,0,0,-0.0322168389123437,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0215971098443761,0,0,0,0,0,0,0,0,0,0.0109233375510477,0,0,0,0,0,0,0,0,0.0373760072755444,0.0473025373057098,0.0679515174615829,0,0,0,0,0,0,0.174770203096926,0,0,0,0,0,0,0,0,0,0.23566269178293,0,0,0.00232307728927696,0,0,0,0,0,0,0,0,0,0
