,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X601898.SH,X601991.SH,X600188.SH,X600688.SH,X002466.SZ,X600660.SH,X600362.SH,X600547.SH,X300072.SZ,X600795.SH,X002460.SZ,X601992.SH,X600111.SH,X600886.SH,X600516.SH,X000898.SZ,X000786.SZ,X600176.SH,X000792.SZ,X002271.SZ,X600027.SH,X600352.SH,X000709.SZ,X600299.SH,X600157.SH,X000553.SZ,X600489.SH,X000408.SZ,X601158.SH,X000825.SZ,X601699.SH,X600219.SH,X002470.SZ,X000883.SZ,X600549.SH,X000630.SZ,X600315.SH,X600808.SH,X600583.SH,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.209537494148348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117859579926221,0,0,0.0304133861918443,0,0,0,0,0.0973769002620037,0,0,0,0,0,0,0,0,0,0,0,0,0.0158370456650106,0,0,0,0,0,0,0,0,0.0502120452224302,0,0,-0.00452198305804718,0.00393959927822485,0,0,0,0,0,0
X600028.SH,0.250899590109151,0,0.0755577261961244,0,0,0,0,0,0,0,0,0.131231476864926,-0.00576883192160494,0,0,0.209795818788586,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,-0.0327575198579171,0,0,0,0,0,0,0
X601088.SH,0,0.0485743617054736,0,0.317303357783737,0.00184788798580461,0,0,0,0,0,0,0,-0.00340929679902371,0,0,0,0,0,0,0,0,0,-0.0339566937821179,0,0,0,0,0,0,0,0,-0.0967026034439172,0,0,0,0,0,0,0.376979389507483,0,0,0,0,0,0,0,0,0,0,0.0216736716915022,-0.0164683772405351,0,0,0,0,0,0
X600019.SH,0,0,0.194562354722389,0,0.174911040986697,0,0,0,0,0,0.0166694061280049,0,0,0,0,0,0,0,0,0,0,0,0,0.0918699724120081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168297941434182,0,0,0,0,0,0,0,0,0,0,0.00765023611621258,-0.0444056232882996,0,0,0,0,0,0
X600585.SH,0,0,0.276816693290535,0.207980780263901,0,0,0,0,0,0,0.113516532593482,0,0,0,0.0754319509301715,0,0,0,0,0,0,0,0,0,0.172087796098427,0.00436800719397341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201431071256494,0.00973047095572768,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0900672824516825,0,0,0,0,0,0,0,0,0.0459388400560651,0.101632128983956,0,0.0111131500011937,0,1.73472347597681e-18,0,0,0,0,0.083828428438759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090032896037851,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.202833734549256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144420396149769,0.0810646622977589,0,-8.67361737988404e-19,0,0,0.00712179579686623,0,0.0552246677811113,0.215758585883242,0,0,0,0,0.188155239849752,0,0,0,0,0.124025052072345,0,0,0,0,0,0,0,0,0,0,-0.0083918372669181,-0.0151965668029314,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,-0.0113513772910232,0,0,0,0.242638702154741,0,0,0,0,0,-0.298811197414031,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583126027382643,0,0,0.141993982242996,0,0,0,0,0,0,0,-0.463147258341057,0,0,0,0,0,0,0,0,0.120474055163101,-0.229393172090559,-0.437548368188378,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0397620595507454,0,0,0,0.135842231968944,0,0,0,0.28069815256896,0,0,0,0,0,0.00566810743266169,0,0,0,0,0,0.088572118700641,0,0,0,0,0,0,0.0028654957089954,0,0,0,0.0125795712583238,0.0441522707839225,0,0,0,0,0,0,0.0310571829132669,0.0657943184762631,0.0234607775382799,0,0,-0.00364652397284629,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177140303361503,0.0613325892259068,0,0.0750608219420707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909525780364506,0,0,0,0,0,0,0.0547308494083779,0,0,0,-0.000524553268724677,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077604813265278,0,0,0,0,0.224411166910182,0.180908324215992,0.195278337394278,0,0,0,0,0,0,0,0,0,0.0558865325068975,0,0.0772824311415613,0.447413943997429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0.519245365556313,0,0,0,0,0.0363012304318621,0,0,0,0,0,0,0,0,0,0,0,-0.00159413384840754,0,0,0,0,0,0,0,-0.00820313886745593,0,0.0168818546042861,0,0,0,0,0,0,0,0,-0.00882928146079744,0,0,0.0462447194749076,0,0,0,0,0,0.0780974856082131,0,0,0,0.0385806665413923,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,-0.0610580029264441,0,0,0,0,0,0,0,0,-0.0526692310198378,0,0,0.406352661548727,0,0,0,0.201763419890998,0,0,0,0,0,0,0,0,0.0205350997186096,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.00918099500884611,-0.00190022043109042,0,0,0,0,0,0
