,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X601898.SH,X600188.SH,X601991.SH,X600688.SH,X002466.SZ,X600660.SH,X600547.SH,X600362.SH,X600795.SH,X300072.SZ,X002460.SZ,X601992.SH,X600516.SH,X600886.SH,X600111.SH,X600176.SH,X000898.SZ,X000786.SZ,X000792.SZ,X600352.SH,X000553.SZ,X000709.SZ,X600027.SH,X002271.SZ,X600299.SH,X600489.SH,X000408.SZ,X000825.SZ,X601158.SH,X601699.SH,X002470.SZ,X600219.SH,X600157.SH,X600583.SH,X600549.SH,X000883.SZ,X600315.SH,X000630.SZ,X600808.SH,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.324226078103938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129543724249743,0,0,0,0,0,0,0,0.0499506241164285,0,0,0,0,0,0,0,0,0,0.05511262626617,0,0,0,0,0,0.0948177273166133,0,0,0,0,0.00845554025111492,0,0,0,0.0194517031986618,0,0,0,0,0,0
X600028.SH,0.14531663375494,0,0.0885594239175754,0,0,0,0,0,0,0,0,0,0,0,0.186331173001287,0.0776987914931019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0.130639370026309,0,0.147551595023292,0.0452467695663917,0,0,0,0,0,0,0,-0.0161591806416046,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188815862569055,0,0,0,0,0,-0.103940093037999,0,0,0,0,0.392939466668503,0,0,0,0,0,0,0,0,0,0,0,0.0011476468576049,-0.0440245939852307,0,0,0,0,0,0
X600019.SH,0,0.0900141640204113,0.182597714008444,0,0.053009763299014,0,0,0,0,0.0895419320760535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408651789303665,0,0,0,0,0,0,0,0,0,0,0,0,0.0898380909057491,0,0,0,0,0,0,0,0,0,0,0,0.0301449713686455,-0.0594639015774667,0,0,0,0,0,0
X600585.SH,0,0,0.210350167080798,0.46581493410806,0,0,0,0,0,0.0747042401892193,0,0,0.0445152074937666,0,0,0.100964288638804,0,0,0,0,0,0,0,0.0725786233032631,0,0.111106293567842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250339044730257,0,0,0,0,0,0,0,0,0,0.0197772552490298,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0277340723258856,0,0,0,0,0,0,0,0,0,0,0.0130819507079212,0,0.128269182816189,0,0,0.00486183341762382,0,0,0,0,0,0,0,0,0,0.0512676852083036,0,0,0,0,0,0,0,0,0,0,0.0781689250616786,0.0253231517591586,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.101801111532839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228164379447959,0.142382953015279,0,0.0312080120757999,0,0,0,0,0,0.0837695789498054,0,0.262901398255369,0,0,0,0,0,0,0.114947068136746,0,0,0,0,0.0127745053055229,0,0,0,0,0,0,-0.0366947244173195,-0.0151921159669196,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,-0.0616422716058074,0,0,0.139048316300686,0,0,0,0,0,0,0,-0.236142297069725,0,0,-0.137328564463491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.336383631175125,0,0,0,0,0,0,0,0,0,0,0.0220140926986639,-0.177006451678695,-0.288690678005678,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0675883841448549,0,0,0.119278849196694,0,0,0,0,0,0.293995978717484,0,0,0,0,0,0,0,0,0,0.00518033079336187,0.0943126637348352,0,0,0,0,0,0,0,0,0.0225362132849331,0,0.0459552960759941,0,0,0,0.0500870430486236,0,0,0,0,0.0739783762452367,0,0,0.00818361999223448,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826081412888831,0,0,0,0,0.117104402026593,0.158067472788427,0.139985325280857,0,0.0266224271312353,0,0,0,0,0,0,0.103270047156775,0.0443739516304609,0,0.543101626460204,0,0,0,0,0,0,0,0,0,0.0427122232562614,0,0,-0.0239101003439717,0,0,0,0,0,0
