,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X601600.SH,X600585.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X600362.SH,X002460.SZ,X600803.SH,X600160.SH,X600489.SH,X000708.SZ,X600027.SH,X000301.SZ,X002466.SZ,X601991.SH,X000786.SZ,X000807.SZ,X000983.SZ,X600426.SH,X600176.SH,X600219.SH,X002128.SZ,X000408.SZ,X601699.SH,X000630.SZ,X600096.SH,X000877.SZ,X601168.SH,X000933.SZ,X600157.SH,X600985.SH,X002353.SZ,X600299.SH,X600352.SH,X000883.SZ,X600995.SH,X600688.SH,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.154766763138923,0,0,0,0.138945419955243,0,0.139119717262691,0,0,0,0,0,0.0235173674062531,0,0,0,0,0.167696661026651,0,0.0292810436193718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00582548180665081,0,0,0,0,0.0172669070858424,0,0,0,0,0,0,0,-0.028327792594,0.0249164988280582,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.464153829267858,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223051935789293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298596396233649,0,0.0174492099921341,0,0,0,0,0,0,0,0,0,0.00125591439388926,0,0,0,-0.0249874091174251,0,0
X600028.SH,0.425294204442794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398536439422911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185787502461788,0,0.00125377213781586,0,0,0,0,0,0,0,0,0,0,-0.0059237912988888,0,0,0,0,-0.0341199824843725,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101132934526448,0,0,0,0.108495186917359,0,0,0.0274850972933802,0,0,0,0,0.0760240834208897,0,0,0,0,0,0.0988382252576793,0,0.197962372659958,0,0,0,0,0,0,0,0,0.0412797716854351,0,0,0,-0.0313209377478336,0.0230937096292391,0,0,0,0,0,0
X600660.SH,0,0.0920681676975343,0,0,0,0,0,0,0,0,0,0,0,0,-0.0582724140886076,0.035441355163609,0,0,-0.043238966299872,0.0675325504910438,0.173571757023508,0,0,0,0.0456891523004112,0,0,0,0,0,0,0,0,0,0,0.0681847414912921,0,0.0567265074678745,0,0,0,-0.0340533947955506,0,0.0882874756995082,0,0,0,0,0,0,0,0,0.0180592060805565,0,0.218717971764188,0,0,0,0
X601898.SH,0.120440355902057,0.215412204545691,0,0,0,0,0.113374687022678,0,0,0,0,0,0,0,0,0,0,0,0,0.00392947652766077,0,0,0.0618565901041183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918456672197347,0,0,0,0,0,0.0561467422351095,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0222514503350164,0,0
X600019.SH,0.0405857726647613,0,0,0,0,0,0,0,0.246446310770527,0,0,0,0,0,0,0,0,0,0,0.0787669319629555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757205353211018,0,0,0.120028713538288,0,0,0.0718680260948099,0,0,0,0,0,0,0,0,0,0,0.00126202109184349,0,0,0,-0.0121343946484922,0,0
X600188.SH,0,0,0,0.236578399289339,0,0.218201792205223,0,0,0,0,0,0,0,0,0,0,0.0138878678218311,0,0,0,0,0,0,0,0,0,0,0,0,0.108487809705943,0.045670877354665,0,0,0,0,0,0,0,0,0,0,0.0953522527650157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0394734881333735,0,0
X601600.SH,0,0,0,0,0,0,0.136901890711716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103472680761446,0.131213981245208,0,0,0,0.529125860899059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0532749764216352,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137223391699759,0,0,0.0125685465642127,0,0,0,0,0,0.0588711857140698,0,0,0,0,0,0,0,0,0,0,0.261574234253555,0,0,0,0.13040833047585,0,0,0,0,0,0,0,0,0,0.00300647178831695,0,0,0,-5.42101086242752e-20,0,0
