,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600886.SH,X600660.SH,X601600.SH,X600547.SH,X600795.SH,X000792.SZ,X601699.SH,X002466.SZ,X000708.SZ,X002460.SZ,X000301.SZ,X600010.SH,X600111.SH,X600362.SH,X000983.SZ,X600027.SH,X000877.SZ,X600803.SH,X600426.SH,X600160.SH,X000786.SZ,X600489.SH,X601991.SH,X600985.SH,X000630.SZ,X000408.SZ,X000933.SZ,X002271.SZ,X000932.SZ,X000807.SZ,X600176.SH,X600348.SH,X601168.SH,X002128.SZ,X600612.SH,X600219.SH,X600096.SH,X300037.SZ,X000027.SZ,X600157.SH,X601666.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.313113846974165,0,0,0.0713306209169804,0,0,0,0,0,0,0.0270043503622799,0,0,0,0,-0.0142223331697195,0,0,0,0,0,0,0.0736938288458859,0,0,0,0,0,0.061496913703967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00689262763884029,0.0465322105615232,0,0,0,0,0
X601088.SH,0.0382096104450951,0,0,0,0.138350084583976,0.0558623221968419,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153883049743309,0,0,0,0,0.195672126369827,0,0,0,0,0,0,-0.0385451904351066,0,0.168883131220612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000723612396054127,-0.000496884063911664,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0872587158696849,0,0,0,0,0,0,0.0785464155097459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.285907145820381,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00447000651489102,-0.00202166997462309,0,0,0,0,0,0
X600309.SH,0.117064085663717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893002565722379,0,-1.73472347597681e-18,0,0,0,0,0,0.247639188714769,0.0919359808905744,0,0,0,0,0,0,0.0504832613521618,0,0,0,0.00986892344478295,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119767396344882,0,0,0,0,0,0
X600188.SH,0,0.0559910546774727,0,0,0,0.211135014866448,0,0,0,0,0,0,0,0,0,0,0,0,-0.00124305172760647,0,0,0,0,0.300989032465414,0,0.162244253257566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209089254943878,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.00277228715973904,0,0,0,0,0,0
X601898.SH,0.0619291343844786,0.349076205262025,0.0567382420051577,0,0.160334234261595,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0677080981711281,0,0,0,0,0.0350174553230325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0333268021679805,0,-0.0260624111553369,0.0210983891975897,0,0,0,0,0
X600019.SH,0,0,0.0461936004299071,0,0.0435139970984723,0.0951547355264785,0,0.18693275570754,0,0.00679077533119912,0,0,-0.0526727797183425,0,0,0,0,0,0.0379273281827227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639241811426103,0,0,0,0.0932925088960232,0,0,0,0,0,0,0,0,0,-0.000794558871376888,0,0,0,0,0,0,0
X600011.SH,0.127184404914323,0,0,0,0,0,0,0,0,0.0239806389971188,0,0,0,0.0625261975557642,0,0,0,0,0,0,0,0,0,0,0.297399308424635,0,0,0,0,0,0,0.0617964825125367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0060599133153294,0,-0.00204361623563645,0,0,0,0,0,0
X600585.SH,0.0566911884392743,0,0,0.0897744782358706,0,0,0,0,0,0,0,0,0,0,0,-0.020690584935724,0,0,0.104961281586358,0,0,0,0,0,0,0,0,0,0,0.0157571727958904,0,0,0,0,0,0.0920856591481351,0.0318637422408138,0,0,0.0971806820380349,0,0,0,0,0,0,0,0,0,-0.0234576016318644,0,0,0.00874711919144043,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0279214177588367,0,0,0,0,0.0448395851478631,0,0,0.482220966706071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368595020600173,0,0,0.0330080728643854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159592408365623,0,0,0.0477510471543788,0,0,0.00259921525496202,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0341730015844133,0,0,0,0,0,-0.00625845274279889,0,0,0,-0.0813539517476848,0,0,0,0,0.0281826808366068,0,0,0,0.130532482746141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00658904682957345,0,0,-0.00101977303881056,0,0.00438094305241725,0,0,0,0,0,0,0
X601600.SH,0.089954421585086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595329687934047,0.0146348653659353,0,0,0,0.175349956453262,0,0,0.0163767750952788,0,0.239712576426085,0,0,0.172652678197244,0,0,0,0,0,0,0,0,0,-0.00148857061346748,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0.0387721656388098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666495966684355,0,0,0,0,0.0368493805374344,0.00727503693829801,0,-3.46944695195361e-18,0,0,0,0,0.0295594386568249,0,0,0.0218950707314996,0,0,0,-0.108647999705918,-0.0118675472245223,0.00469785840068354,-0.111158529253697,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.0981270476702845,0,0,0,0.180639440803984,0,0,0,0,0,0,0,0.0196852239566446,-0.0125115953328356,0,0,0,0,0,0.220965251804648,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.177435978765125,0,0,0,0,0,0,0,0,-0.00963787738128911,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114643561606049,0,0,0,0,0.316736777723965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101149111201691,0,0.0967797976993583,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00308377618892754,0,0,0,0,0,0
