,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600660.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X002460.SZ,X600362.SH,X000301.SZ,X600489.SH,X002466.SZ,X000708.SZ,X600160.SH,X600027.SH,X600803.SH,X601991.SH,X600176.SH,X000807.SZ,X600426.SH,X000786.SZ,X600219.SH,X000983.SZ,X000877.SZ,X002128.SZ,X601699.SH,X000630.SZ,X000408.SZ,X600157.SH,X601168.SH,X600985.SH,X600096.SH,X000933.SZ,X002353.SZ,X600688.SH,X600352.SH,X600378.SH,X600995.SH,X002271.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.388631756637452,0,0,0,0,0,0,0.00264344487084162,0,0,0,0,0.105683873067914,0,0,0,0.0623688377535606,0,0.113374812209146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666296326967389,0,0.0193355444643547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301862938158022,0,0
X601088.SH,0,0,0,0,0.279699355860157,0.0583453612858191,0,0,0,0,0,0,0,0,0,0,-0.0462036967961286,-0.00790979779935355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490771869479279,0,0,0,0,0,0.132135373234349,0,0,0,0,0,0,0,0,0,0,-0.00493219226401751,0,0,0,0,-0.0248237454328365,0,0
X600028.SH,0.644069779727867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149613784869394,0,0,0,0,0.114613844098677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0307794576324185,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134712061751359,0.0639075840038929,0,0,0,0.0771319784636387,0,0,0,0.110380175953378,0,0.00481284927170067,0,0,0,0,0,0.0989817102491728,0,0,0.244571974717132,0,0.05346212072612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.218030928927844,0.216631255758196,0,0,0.0689266013202696,0,0,0.0106752904557736,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131523270233961,0,0,0.0946274624208654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036993587845308,0,-0.0138788947361242,0,0
X600019.SH,0,0,0,0,0.0654400195815514,0,0,0,0,0.269640506514682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551207819733706,0,0,0,0,0,0,0,0.108710599321128,0,0.00429281160981653,0,0,0.0665175729535037,0,0,0,0,0,0,0,0,0,0.0294277174141098,0,0,0,0,0,0,0,-0.00909687166214439,0,0
X600188.SH,0,0,0,0,0.114172035258555,0,0,0,0,0,0,0,0,0,0,0,0.0868094035988985,0,0,0,0,0.0351017958676952,0,0,0,0.00703756112052022,0,0,0,0,0,0,0,0,0,0.299274193419855,0,0,0.011881450112933,0,0.167038546013386,0,0,0,0,0,0,0.0740832961539556,0,0,0,-0.0332738039066062,0,0,0,0,-0.00527333620951188,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397732165689919,0,0,0,0.147394282595991,0,0,0.202687362109112,-0.0370437370193265,0,0,0,0.0888573551262805,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.237872275483711,0.0532691300112012,0,0,0,0,0,0,0,-0.0243415372784686,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0765940667526451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158591771359055,0,0,0,0,0,0,0,0,0.00891652235211046,0,0,0.240965759772345,0,0,0,0,0,0,0.172336368254586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00410587328337311,0,0
X601600.SH,0,0,0,0,0,0.15116572911394,0,0,0,0,0,0,0,0,0,0,0,-0.109197643293543,0,0,0,0,0,0,0,0,0,0,0.214492235420959,0,0,0.315617916174796,0,0,0,0,0,0,0,0.316737033723661,0,0,0.0383320029560753,0,0,0,0,0,0,0,0,-0.0259151333874156,0,0,0,0,0,0,0
