,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002460.SZ,X600011.SH,X002271.SZ,X600886.SH,X600660.SH,X601898.SH,X600801.SH,X600010.SH,X601600.SH,X600362.SH,X600188.SH,X600489.SH,X600352.SH,X601991.SH,X002466.SZ,X600688.SH,X000786.SZ,X600795.SH,X600126.SH,X600111.SH,X600027.SH,X601992.SH,X600176.SH,X600299.SH,X600315.SH,X600529.SH,X002353.SZ,X002075.SZ,X600426.SH,X000723.SZ,X002080.SZ,X600486.SH,X600612.SH,X600516.SH,X600219.SH,X601158.SH,X000898.SZ,X000932.SZ,X000883.SZ,X000959.SZ,X000027.SZ,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051768836306582,0,0,0.00289530059594582,0.162620892950751,0,0,0,0,0,0,0.00612914590574485,0,0,0,0.058050046676846,0.00245498141325268,0,0.0296202427649282,0,0.033775579375918,0,0,0,0,0,0,0,0,0,0,0,0.00220874580303252,-0.0141575107514461,0,0,0,0,0,0
X600028.SH,0,0,0.0449630122525928,0,0,0,0,0,0,0.0339602824478544,0,0,0,0,0,0,0,0,0,0.00797018519681573,0,0,0.0029165209443734,0.073728309050187,0,0,0.0100272407575348,0,0,0,0.0746552952400599,0,0,0,0.0320560525488589,0,0,0.0696739510725114,0,0,0,0.0596453597378208,0,0,0,0,0,0,0,0,-0.00558431924818148,-0.00325085719210888,0.00491022650819552,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.103387373461542,0,0,0,0,-8.67361737988404e-19,0,0,0.0493457115627871,0,0,0,0,0,0,0,0,0,-0.0388920661037173,0,0,0,0.014068340340853,0,0,0,0.147411410724794,0,0.0596687047171435,0,0,0,0,0,0,0,0,-0.0159352507426644,0,0,0,0,0,0,0,0.0077538048634143,-0.0121594502797249,0.00480056930478955,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.107111353849988,0,0,0.080786317306945,0,0,0,0.507660535786745,0,0,0,0,0,0,0,0,0,0,0,0.0411578760052709,0,0.0680878950977412,0,0,0,0,0,0,0,0,0,0,0,0.0272149088005823,0,0,0,0,0,0,0,0,-0.0103301563177746,-8.67361737988404e-19,-0.00668258234261094,0.00692016226848613,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.035923472698399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644867014074161,0,0.0251208703593244,0,0,0,0,0,0.166429809839985,0,0,0,0.00766519867940722,0,0.258658113481025,0,0,0,0,0,0,0,0,0,0,0,0,0.0817226638048076,0,-0.0104075059021622,0.00909387199224202,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304497259308894,0,0,0.0541394374712442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0954504716237665,0,0,0,0,0,0,0,-0.0351866777629714,0,-0.00109209730371135,-0.000500107384757799,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0478645097636914,0,0,0,0,0,0,0,0,0,0,0,-0.0279815603625756,0.0524882940250024,0,0,0,0,0.0627149379981326,0,0.113742270974526,0,-0.013858584771286,0,0,0.0297891425320613,0,0.0798172294293912,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.00322886494637194,-0.000397439940153626,-0.00254298929167805,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683765397023735,0.0667392149645273,0.16851195083305,0,0,0,-0.121642369149335,0,0.0679960685806807,0,0,0,0,0.0383263949942341,0,0,0,0,0,0,0,0,0,0,0,0.00916744029948493,0,-0.0191178378257781,-0.0196397912276486,-0.0101657559969041,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117652222124271,0,0,0,-0.0299307676705164,0,0,0,0,0.0351153742762031,0.0455158738868137,0,0,0.0377603484494345,0,0,0.211231370398197,0,0,0,0,0,0,0,0,0,0,0.102862539011047,0,-0.00692068474860378,0,0,0,0,0,0,0
X600011.SH,0,0,0.226471998319281,0,0,0.0233206560787537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00379233371163118,0,0.127332790289289,0,0,0.118789599997459,0.0954675329014135,0.0146902624947875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339182303049709,0,0.003849737723416,-0.00449316344187419,0,0,0,0,0,0
X002271.SZ,0,0,0,0.158632123988018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316666024459143,0,1.73472347597681e-18,0,0.0347606074478545,0,0,0,0,0,0.0723345201337808,0.155338494555437,0,0,0,0,0,0.132867488884643,0,0,0,0,0,0,0,0,0,-0.0394358231050795,0,-0.00487671804689469,0,0,0,0,0,0,0
X600886.SH,0,0,0.0710624322171293,0,0.0744109006551835,0,0,0,0.0100657133127864,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201529866859141,0,0,0,0,0,0.0873358866476104,0,0,0,0.00164852040335827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279316439920561,0.0301474077785798,0,-0.00196682281308328,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0204608535603082,0,0,0,0,0.0213853278627357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287683346976206,0,-0.0228966190148686,0,0,0,0,0.0229874664987714,-3.46944695195361e-18,0,0.0692616890292057,0,0,0.137968437572873,0,0,0,0,0,0,0,0,0,0,0,0.00844852143525454,0,0.0214291767319478,-0.0156534744327845,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151015698616758,0.0367784858872661,0,0,1.0842021724855e-19,0,0,0,0.00715805261509543,0.0751591701098423,0,0,0,0,0.0348616616347903,0.0301180133475924,0,0.0276529925570773,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.00234434199112896,0.000316173585113352,0,0,0,0,0,0
X600801.SH,0,0,0,0.349763916631141,0.0635654442750035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0261037724235106,0.0167555688211757,0,0,0,-0.100869165880152,0,0,0.177365404059593,0,0,0.0173898270380456,0,0.0641127483823819,0,0.0397765790851503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140693153757459,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134479841840713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673227266301181,0,-0.0260074276826499,0.0154925088316879,-0.00112370102257819,-0.000369514998915423,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0066283323951447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787931310232339,0,-0.00482893472852514,0,0,0,0,0,0,-0.0685819677216001,0.0134195714599956,0.00265790657897463,0,0.130562082724176,0,0,0,0.114599496999123,0,0,0,0,0,0,0,0,0,-0.00259702786325354,0,0,0,0,0,0,0
