,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X601991.SH,X600795.SH,X601600.SH,X600886.SH,X600010.SH,X600027.SH,X600188.SH,X600362.SH,X600111.SH,X600309.SH,X600688.SH,X600583.SH,X601992.SH,X000898.SZ,X601158.SH,X000709.SZ,X000792.SZ,X000883.SZ,X000539.SZ,X600489.SH,X002353.SZ,X600808.SH,X000831.SZ,X000629.SZ,X600578.SH,X600352.SH,X000630.SZ,X000825.SZ,X600547.SH,X000027.SZ,X600549.SH,X601699.SH,X600008.SH,X000983.SZ,X600307.SH,X600863.SH,X600660.SH,X600315.SH,X000959.SZ,X000937.SZ,X600098.SH,X002470.SZ,X600348.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.660402282897095,0,0,0,0,0,0,0,0,0,0,0,0.0592783484081222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168454003487185,0,0,0,0,0,0,0,0,0.0188602901855934,0,0,0,0,0,0.0274360777742069,0,0,0,0,-0.0277896299702272,-0.0206953268966176,0,0,0,0,0,0
X600028.SH,0.59024382646157,0,0,0,0,0,0,0,0,0,0,0,0,0.0443355396819343,0,0,0,0.167500786357415,0,0,0,0,0,0,-0.0472254461741669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229032024094117,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.187909680219345,0,0,0,0,0,0,0.145643432219418,0,0,0,0,0,0.0529594433484323,0,0,0,0,0,0,0,0,0,0,0,0.0162460024879634,0,0,0,0,0,0,0,0,0.0624908961468274,0,0,0,0,0,0,0,0,0,0,0,-0.0170182529806706,0,0,0,0,0,0
X600011.SH,0.0992135791046094,0.0335715923230273,0,0,0.137630640432285,0,0.00408652388972365,0.180111868224951,0,0,0.0416941269972332,0,0.291630540290771,0.0686129816647433,0,0,0,0,0,0,0,0,0,0,-0.018160217631303,0,0,0,0,0,0,0,0,0,-0.0388659891718025,0,0.0418848840711856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360203490336639,-0.0194884603066471,0,0,0,0,0,0
X600019.SH,0,0,0,0.154368585035772,0,0,0,0,0,0,0,0,0,0.0434501065268336,0,0,0,0,0,0,0.238765875218957,0,0.264246679741686,0,0,0,0,0,0,0,0.0236217076162275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240489130649654,0,0,0,0,0,-0.0420526516830524,-0.0076332038563419,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0429999771015035,0,0,0,0,0,0,0,0.010364266542649,0,0,0,0,0,0,0,0,0,0.02631036638696,0,0,0,0,0,0,0,0.114488414524295,0,0,0,0,0,0.10350095955719,0,0,0,0,0,0.0263405943085984,0,-0.0591319451612371,0.00157040121658237,0,0,0,0,0,0
X601898.SH,0,0,0.0984978045130199,0,0,0,0,0,0,0.275476660082505,0,0,0,0.051885177142403,0,0,0,0,0,0.100651839749613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281579109864712,0,0,0,0,0,0,0,0,0,0,-0.0243668470972726,-0.0208604474402443,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0.00616908520949958,0.000425265716985879,0,0,0,0,0,0,0,0,0,0.116782601114153,0.165776261915077,0,0,0,0,0,0,0.0246327788794534,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0300351380307946,0,0,0,0,0,0
X600795.SH,0,0.0648959882297256,0,0,0,0,0,0,0,0,0,0.0435471047876857,0.221734711908096,0,0,0,0,0,0,0,0.0192258888656085,0,0,0,0,0,0,0.0998814310297516,0.0385765858998352,0,0,0.00880190261248417,0,0,0,0,0,0,0,0,0,0,0.0719547801032755,0,0,0,0,-0.0595862855418606,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.179783358163815,0.0793212579740067,0,0,0,0.0280063823571765,0,0,0.214423078786894,0,0,0,0,0,0.105470064164333,0,0,0,0,0,0,0,0.091381477579896,0,0,0,0,0,0,0,0,0,0,0,0.0201632878835595,0,0,0,0,0.0456677157513422,0,0,0,0,0,0,-0.00723317300653061,0,0,0,0,0,0
X600886.SH,0,0,0,0.0567808607824115,0,0,0,0,0,0,0,0.0948921777636497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0984777421630631,0,0,-0.0376807565066505,0,0.102915287643182,0,0,0,0,0,0.118467514420151,0.0386350722299075,0,0.0549064599955806,0,0,0,0,0,0.0348777109579185,-0.00161110699133956,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.0458192422079908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169483155559405,0,0.181949409107314,0.103872961514562,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15298186522475,0,0,0,0,0,0,0.0524205118704518,0.0668396089404137,0.0315504382229934,0,0,0,0,0.00847245653566634,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.19784569834522,0,0,0,0.13402703213555,0.0794591604006797,0.197913063576527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0517169606516061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438672877201202,0,0,0,-0.00366148817123743,0.000784214634384428,-0.0452714852172172,0,0,0,0,0
X600188.SH,0.177325627929488,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.112601888878125,0,0.254720374946988,0,0,0,0,0,0,0,0,0,0,0,0.0254725039029399,0,0,0,0,0,0,0.0283921222152492,0,0,0,0,0,0,0,0,0,0.522658116484906,0,0.0807638111226184,0,0,-0.0444957694781716,-0.00708234032748598,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.128261998900439,0,0,0.211291376917415,0,0,0,0,0,0,0,0,0.00997313035349905,0,0,0,0,0,0,0,0,0,0,0.0380934502099589,0,0.0612899636756925,0,0.096057220416812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148006833891569,-0.0267505646558314,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0.101135584147176,0,0,0,0,0,0,0,0.0608365346074687,0,0,0,0,0,0,0,0.0184895760251089,0,0,0.0558970891919232,0,0,0,0,0,0,0.293788158385083,0.0358946118602185,0.022614219988528,0,0,0,0,0.0321682610965488,0,0,0,0.0391430221570494,0,0,-0.00472478014059976,-0.0144381248279172,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0301311195293511,0,0,0,0.0115387647200858,0,0,-0.0275332197099894,0,0,0,0,0,0,0.191408726310757,0,0,0,-0.0273827804038404,0,0,0,0,0,0,0,0,0,0,0.211248512710448,0,0,0.0787877858796173,0,0,0,0,0,0,0,0,0,0,-0.0377677789524056,0.0339836880315545,0,0,0,0.00364415614503526,0,0,0,0,0,0
X600688.SH,0,0.103699834721141,0,0,0,0,0,0,0,0,0,-0.0652010326034038,0,0.264061458989303,0,0,0,0,0,0,0,0,0,0,0.0248042096830172,0,0,0.0218869125142513,0.00321823487455063,0,0.0404585745561201,0,0,0,0.0248531090893317,0,0.207653755862106,0,0,0,0,0,0,0,0,0,0,0,0.0218401660191822,0,0,0,0,0.195991433246799,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137232072628267,0.0173497932079082,0,0,0,0,0,0,0,0.070473742940236,0,0,0.00761387354929143,0,0,0,0,0,0,0.0917624904322077,0,0,0,0,0,0,0,0.0812204327249378,0,0,0,0,0.0100422915999534,-0.0342670400226909,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159901152322985,0,0,0,0,0,0,0,0,0,0,0,-0.0335700764069361,0,0,0.00833492544724089,0,0.121982380514654,0.0457625684201215,0,0,0.0577306723757757,0,0,0.108828722169678,0,0,0,0,0,-0.0567489435185809,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.07766792511543,0,0,0,0,0.188669075604795,0,0.140646786530429,0,0,0,0,0,0,0,0,0,0,0.0952334659939119,0,0,0,0,0,0.0401669110285982,0,0,0,0,0,0.0493684122970093,0,0,0,0,0,0,0.11424476707734,0,0,0,0.0984611287350201,0,0,0,0,0,4.33680868994202e-19,-0.0173074375215019,0,0,0,0,0,0
X601158.SH,0,0,0,0,0.0214324885129006,0,0,0,0,0.132209355138904,0,0.0389971158268659,0,0.0342773664037907,0,0,0,0,0,0,0.0553031264752689,0,0,0,0,0,0,0,0,0,0,0,0,0.124439475194909,0,0,-2.16840434497101e-19,0,0,0.0713870530467874,0,0,0,0,0,0.0359247570598689,0,0,0,0,0,-0.0293605949653341,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0.278706451305678,0,0,0,0,0,0,0.0221039327749697,0,0,0,0,0,0,0,0.122375601422698,0.239249987038105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944417682154483,0,0,0,0.178447914399955,0,0,0,0,0,0,-0.00411665399746858,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0.0827239126393697,0.0648592876067795,0,0,0,0,0,0,0,-0.0231274534839168,0,0.0588707610172128,0,0,0,0,0,0.0154997596088275,0.0291882700848579,0,0,0,0,0,0,0,0.0541360567151308,0,0,0.0352353563705123,0,0,0,0,0,0,0,0,0,0,0,0,-0.0683545384995737,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.177434703338988,0,0,0,0,0,0,0,0,0,0.132352588370209,-0.0307070545980946,0,0,0,0,0,0,0,0,0,0,0,0.153000798647986,0,0,0,0.15634962244202,0.00704683417785827,0,0,0,0,0.0758712916005091,-0.271000109827827,0,0.0599883239909715,0,0,0,0.0660126140134413,0,0,0,0,0,0,0
X000539.SZ,0,0,0,0.015625986608256,0.0255749909132342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518708743396449,0,0,0,0,0,0,0,0.0899442915675909,0,0,0.0563267457064032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0571955117191257,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0.0595528640354022,0,0.104925804263872,0,0,0,0,0,0,0,0,0,0.0619837175931932,0,0,0,0,0,0,0,0,0,0,0,0.143548847369819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533917004671057,0.113715189196779,0,0,-0.0283827274547303,-0.0118329737659292,0,0,0,0,0,0
X002353.SZ,-0.0560429018025676,0,0,0,-0.0170141856212672,0,0,0,0,0,0,0,0,-0.00882248768732347,0,0,0,0,0,0,-0.0984563397391459,0,0,0.0673164910907835,0,0,0,0,0,0,0,0,0,0,0,-0.102256724072741,0,0.0226040874759396,0,0.450716547220366,0,0,0,0.0574939689628003,0,0,0,0,0.0945928200600067,0,0,0,-0.0119062048560262,0,0,0,0,0,0
X600808.SH,0,0,0,0,0,0,0,0,0.154749858158193,0.19154493487989,0,0.128398592784697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129957789706816,0,0,0.123868477487896,0,0,0,0,0,0,0.222418910791349,0,0,0,0,0,0,0,0,0,0,-0.0167690146500549,0,0,0,0,0,0
X000831.SZ,0,0,0,0,0,0,0.0190598224081783,0,0,0.132111120755271,0,0,0,0.0546292315696595,0.15802465933292,0.278489913947326,0,0,0,0,0,0,0,0,0,0,0,0,0.03579496943778,0,0,0,0,0.0140888914620179,0,0,0,0.106528747053661,0.0390810452324374,0,0,-0.0449554581424413,0,0,0,0,0,0,0,0,0,-0.00384132245655597,0,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0,0,0,0,0.297890393489644,0,0.108803783243657,0.00592895743744956,0,0,0,0,0,0,0,0.172640723350267,0,0.232416082485698,0,0,0,0,0,0,0,0,0,-0.0871366067450458,0,0.050222717971655,0,0,0,0,0,0,0.0807965300131349,0,0,0,0,0,0,0,0,0,-0.028055854699941,-0.0282180669498732,0,0,0,0,0,0
X600578.SH,0,0,0,0.252175127450859,0,0,0,0.0780170513918351,0,0,0,0,0,0.0208158792734135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140622018926013,0,0,0,0,0,0.0540972054327098,0,0.0839629609556057,0,0,0.149683586518817,0,0,0,0,0,0.042662732011614,0,0.0763393814802698,0,0,0,0.00773780664923133,-0.0375930397649443,0,0,0,0,0,0
X600352.SH,-0.0899115333628561,0,0,0,0,0,0,0,0,0,0.0593780323751772,0,0,0,0,0.0748276849308946,0,0,0.0336674175507685,0.0245038427329414,0,0,0,0,-0.0400310794112975,0,0,0.0853433874783182,0,0.127265558098751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174351468371771,0,0,0,0,0,0,0,0.0613814437622992,0.0214076060031268,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0.0820914469502161,0,0,0,0,0,0,0.10762359256688,0.215389576090412,0,0,0,0,0,0,0.0780948313409539,0,0,0,0,0,0,0,0,0,0.0687228900407653,0,0,0,0,0,0,0,0,0,-0.000880268547697218,0,0,0,0,0,0,0.00350446595035069,0,0,0.00858437177141316,-0.0292518068838273,0.0843451772516172,0,0,0,0,0
