,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X600011.SH,X002466.SZ,X000792.SZ,X601898.SH,X000708.SZ,X000301.SZ,X600111.SH,X601600.SH,X600660.SH,X600010.SH,X002271.SZ,X600547.SH,X000877.SZ,X600886.SH,X600426.SH,X600795.SH,X600362.SH,X601699.SH,X000983.SZ,X600176.SH,X600027.SH,X600803.SH,X601991.SH,X600160.SH,X000786.SZ,X600995.SH,X000807.SZ,X000629.SZ,X000408.SZ,X600489.SH,X600219.SH,X600378.SH,X600096.SH,X000933.SZ,X000932.SZ,X000723.SZ,X002080.SZ,X600141.SH,X600688.SH,X000831.SZ,X600348.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.115057110093433,0,-0.00623855280669114,0,0.188326725499251,0,0,0.00948952469006082,0,0,0,0,0,0,0,0,0,0.02873059961623,0,0,0,0,0,0,0,0,0,0,-0.00312491400771854,-0.0121174715651448,0,0,0,0,0,0.079923238562272,0,0,0,0,-0.0115367336208744,0.014204417623744,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0299323665465841,0,0,0,0,0,0,0,0,0.106268470652184,0,0,0.066288799053511,0,0,0.103257463445465,0,0,0,0,0,0,0,0,0.107258181574735,0,0,0,0,0,0,0,0,-0.0586050813180698,0,0,0.110694689981181,0,0,-0.0117501914278832,0,0,0,0,0.0371890459761884,-0.0144300604569372,0.0137430913932359,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0858098748652022,0,0,0,0.101017210599274,-0.00917025951988093,0,0.0349755995343853,0,0,0,0,0,0,0.0332023803737063,0,0,0,0,0,0,0.118345020727154,0,0,0,0,0,0,0.072498247678677,0,0,0,0,0,0,-0.0482497481477041,0,0.09061831308433,0,0,0,0,0,0,0,0,0,-0.019568455854684,0.0116136320031615,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220855993039053,0,0,0,0.0372401272359346,0,0,0,0,0.279313730979864,0,0,0,0,0,0,0,0,0,0,0,0,0.0638639817195462,0,0,0,0,0,0,0.269460311891635,0,0,0,0,0,0,0,0,0,-0.0064758202093528,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237820296747279,0,3.46944695195361e-18,0.187476471853505,0,0,0.00634866260931412,0,0,0.0404032267378172,0,0.0370369651286002,0,0,0,0,0,0,0.213605826859229,0,0,0,0,0,0,0.137409448324862,0,0,0,-0.00652320331805181,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507497509085522,0,0,0,0,0,0,0,0,0,0,0,0.0587658968755099,0,0,0,0,0,0,0,0,0.0888969495543812,0,0,0,0,0,0,0,0,0.000975637905222744,0.00171378576019446,0.0108004138807598,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.133957739730152,0,0,0,0,0,0,0,0,0,0.108549578667266,0,0,0,0,0.196475569349103,0,0,0,0,0.0497114955224098,0,0.0137687686177476,0,0,0,0,0.0684201077406895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064773130483839,0,0,0.00181710497753371,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0250177077797693,0,0,0,0,0.611110781375325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022270221695051,0,0,0,0,-0.0114594536818467,-0.0366062392207873,0,0,0,0.196314608744687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00741218049057292,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055137577554647,0,0,0,0,0.578770784264331,0.11771129709898,0,0,0.0623723128264882,0,0,-0.119120901107883,0,0,0,0.0843883861603347,-0.000966613022308944,0,0,0,0,0,0,0,0,0,0,-0.0235182159231385,0.040287721427246,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.506404192932942,0,0,0,0,0,0,0.0606811856949546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577820115141331,0,0,0,0,0.0677064601766751,0,0,0,0,0.0556410651196493,0,0,0,0,0,-0.0253872181917431,0,0.00958684392007562,0,0,0,0,0,0
X000792.SZ,0,0,0,0.0170903605293266,0,0,0,0,0.0516526919108925,0.224899134726177,0,0,0,0,0.0135149151478103,0,0,0,0,0,0.0782680716254682,0,0.194215591317787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159297870841767,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.323631788108795,0,0,0,0,0,0,0,0,0,0,0.0217340464837708,0,0,0,0,0,0,0,0,0,0.0513079294389569,0.0817382179297327,0,0.0555844105503717,0,0,0,0,0,0,0.131881825561663,0,0,0,0,0,0.0839965603720126,0,0,0,0,0,0,0.0662065839189627,0,0,0,-0.00656880792482007,0,0,0,0,0,0
X000708.SZ,0,0,0,0.0432057824058065,0,0,0.0995402089737891,0,0,0,0,0,0,0,0,0.0325026799456009,0,0,0.0302213381435709,0,0.134604831704177,0,0,0,0,0.00681638348503565,0,0,0.0531129256048264,0,0.0112540690830926,0,0,0,0,0,0,0,0,0,0.0549143228445012,0,0,0,0,0,0,0.0317507578365839,0,0,0,0,0.0106987863804885,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178843911599312,0,0,0,0,0.405929429735504,0.056407404039296,0,0,0,0,0,0,0.145957950310925,0,-0.158409555278882,0.0401752043078205,0.0222739562874813,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0664659527042208,0,0,0,0.0183241675131614,0,0,0,0,0,0,0,0,0,0,0.0717568026240934,0,0,0,0,0.109857456685248,0,0,0,0,0.0484496644068944,0,0,0,0,0,0.0467840016618129,0.0266960207552375,0,0,0,0,0,0.452774408357689,0,0,0,-0.0190605415264149,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709753118229475,0,0.0399318455518793,0,0,0,0.241075068201577,0,0,0,0.0670199534113632,0,0,0,0,0,0,0.182079289949183,0,0,0.0276788339012478,-0.0711371071621842,0.0417559989073517,0.18440937674724,0,0,0,0,0,0,0,0.100601020716602,0,-0.00942015683376251,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0350661833572083,0.0728070055574037,0,0.176557509754177,0.0203820999205766,0,0,0,0,0,0.0384569767066311,0,0,0,0,0.0475652774124689,0,0,0,0,0,0,0.053982943675092,0,0,0,0.0762969288521231,0,0,0,0,0.0308388961480059,0,0,0,0.0228400164428138,0,0,0,0,0,0,-0.0159684760708941,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410668966133478,0.0501251242270171,0,0,0,0.0454664113557058,0,0.163050323437059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338059648911785,0,0,0,0.0125995255395337,0,0.156079859442289,0,0,0,-0.0163872281678634,0.0128731304041519,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0.137056134608273,0,0,0.154586032069097,0,0,0,0,0,0,0,0,0,0,0,0,0.122760045928314,0,0,0,0,0.0835056504961119,0,0,0,0,0.529105407309413,0,0,0,0,0,0,-0.149399971657154,0,0,0,0,0.0365607020021606,-0.0582984744051595,0,0,0,0,0,-2.16840434497101e-19,0.0043590016212041,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0419330952125362,0,0.013522851399287,0,0.0704834168302469,0,0.152158780180573,0.112116870014697,0,0,0,0,0,0,0,0,0.128724745627206,0,0,0,0,-0.0251071263872176,-0.00808439211069436,0,0,0,0,0,0.0603846779754633,0,-0.0213220235306081,0,0,0.537370665389131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00600565263931973,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.246583174670464,0.0514693011437851,0,0,0,0,0,0.235211215214382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206326942819719,0,0,0.119795110047756,0,0,0,0,0,0.0863628888175622,0,0,0,0.0792484176135164,0,0,0,0,0,0.0010722583438932,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0416819982224118,0,0,0,0.112973909666805,-0.0323169283652058,0,0,0,0,0,0,-0.0674205298769741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750305698857032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0562655616442778,0.0610909776806739,0,0,0,0,0,0
X600426.SH,0,0,0,0,0.0510508440348462,0,0,0,0,0,0,0,-0.328867610707623,0,0,0,0,0,0.201087718818517,0,0,0,0,0,0,0,0,0,0,0.0316167385688795,0,0,0,0,0.289452512527229,0,0,0,0,0,0,-0.257133289815994,0,0,-0.0505245081531715,0,0,0,0,0,0,0.0192021355096694,0.000385096081587236,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.238381256460253,0,0,0,0,0.0720170462062703,0,0,0,0,0,0,0,0,0.0179389383970575,0,0,0.127590324014222,0.118278348666406,0,0.0835724082409676,0.0707646084713273,0.10591560004492,0,0,0,0,0,0.0110345089836372,0,0,0,-0.239585844034979,0,0,0,0,0,0,0,0,-0.0457445290148485,0,-0.0612419388292048,0.0391191511157722,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0922228616527678,0,0,0,0.194820685955606,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.00676846850251331,0,0.24589413226136,0.153986690319663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383282264634681,0,-0.002846692413721,0,0,0,0,0,0,0
X601699.SH,0,0,0,0,0.453981232804211,0,0,0,0,0,0,0,0,0,0,0,-0.119776348610575,0,0,0,0,0,0,0,0,0,0.1714280090933,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0148271238590915,0,0,0,0,0,0,0,0,0,0.169752260551787,0,0,0,0.0973793288230085,0,-0.00888057685723775,0,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0.0332105556856743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392528498277601,0,0,0,0,0,0,0,0,0.173183571120321,0,0,0,0,0,0,0.322090581675775,0,0,0,0,0,0,0,0,0,0.0322913831360754,-0.0430038231659834,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536917502314373,0,0,0.117901195845271,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800287065894116,0,0,0.0852520697639907,0,0,0,0,0,0.125451718210152,0,0,0.136800728210119,0.0116185759255896,0,0,0,0,0,0.0201550232234111,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0.398598212197126,0,0,0,0,-0.0542821070707853,0,0,0,0,0,-0.0834885295915949,0,0,0,0.224494741362516,0,0.0750452772542619,0,0,0,0,0.166227371304345,0,0.0372216376156432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644384765961902,0,0,0,-0.0534185171341658,-0.0048878118255593,0,0,0,0,0,0
X600803.SH,0,0,0,0,0.298378194615363,0,0,0,0.233292597350694,0,0,0,0,0,0.173640222039303,0,0,0,-0.080229646383027,0.18007844999737,0,0,0,0,0,0,0,0,-0.069390603445607,0,0,0,-0.00326093172306947,0,0,0,0,0,-0.0959737860805598,0,0,0,0,0,0,0,-0.241226669903635,0,-0.0155964905632055,0,0,0.016952348688455,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0137651931136508,-0.0832210122864538,0,0,0,0,0,0.0271423839868102,0,0.0564388460237678,0,0,0.0498669307576562,0,0,0,0,0,0,0,0.369410211111814,0,0,0,0,0,0,0.10520456654839,0,0,0,-0.00155816043983111,0,0.0102896016204123,0,0,0,0,0,0,0,0,0,0.0206626121121556,0,0,0,0,0,0,0
