,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X000792.SZ,X002466.SZ,X600111.SH,X002271.SZ,X600660.SH,X000708.SZ,X000301.SZ,X600010.SH,X601600.SH,X601898.SH,X600362.SH,X600188.SH,X600547.SH,X600426.SH,X600219.SH,X600176.SH,X600011.SH,X600886.SH,X000723.SZ,X000786.SZ,X000932.SZ,X000825.SZ,X000408.SZ,X000959.SZ,X600803.SH,X601991.SH,X600795.SH,X000898.SZ,X600399.SH,X000807.SZ,X002080.SZ,X300037.SZ,X600352.SH,X000831.SZ,X601699.SH,X600486.SH,X002409.SZ,X600808.SH,X600489.SH,X000027.SZ,X600516.SH,X002353.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0166723467536001,0,0,0,0,0,0,0,0,0,0.0355807189011596,0,0,0,0.0265896245973263,0,0,0.091146136481901,0,0,0.0408130372431204,0,0.0127227939491999,0,0,0,0,0,0,0,0,0,0,0.0278040667226016,0,0,0,0,0.00485262794534521,0,0.0413271742855044,0,0,0,-0.0170687482323092,0,0,0,0,0,0
X600028.SH,0.175770284512277,0,0,0,-0.0590981277871705,0,0,0,0,0,0,0,0.0454789419722541,0.0638214582194015,0,0,0,0,0.00773379127900043,0,0,0,0.0181974693518795,0,0,0,0,0.00161042166830522,0,0,0,-0.0134181499582074,0,0,0,-0.026961964613476,0.0602243073131349,0,0,0,0,0.0164283158870787,0,-0.00665333186120187,0,0,0,0,0,0,0,-0.017665400512974,0.0521673617544639,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.109182919362508,0.100773806977936,0,0,0.082123750496689,0,0,0,0,0,0,0.19890224022675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0625126488596553,0,0,0,0,0,0,0,0,0,0,0.0534762002441412,-0.0300102010845391,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0456627780748235,0,0,0,0,0,0,0,0,0,0.0409626442019133,0.0521000071948612,0,0.180555784653818,0,0,0,0,0,0.0618579812105522,0.0471412124764814,0.0940443972837855,0,0,0,0,0,0,0,0,0,0.0229733457130232,0,-0.0814415911085755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.178782089512122,0,0,0,0,0.137398657866383,0,0.209291430667585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311552660489671,0,0.239451104743779,0,0,0,0,0,0,0,0,0,0,0,0,0.0863486890664719,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0186136843819479,0,-0.060649416242087,0,0,0,0,0.00218825444612425,0.0715466842935806,0,0,0,0,0,0,0,0.0961236050582509,0,0,0.0239961174104231,0.217524671944454,0,0,0.00931296190520699,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.0588456537663929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113016418067189,0,0,-0.0640036423739101,0,0,0,0,0,0,0,0,0,0.0425395030008404,0,0,0.0701479174586743,0,0,0,0.260238977838077,0,0,0,-0.069486946119168,0,0.01309802691193,0,0,0,0.156967639690942,0,0,0,0,0,0,0,0,0,0,0,-0.0877415900847338,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0.45442670353414,0,0,0,0,0.138001531569383,0.49016018674695,0,0,0,0,0,0,0,0,0,0,0,0,0.0268997791672956,0.236899026301228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.414283320723638,0,0,0,0,0,0,0,0,0,0.360923986237532,0,0,0,-0.0455778641661149,0,0,0,0,0,0,-0.0319641951742923,0,0,0,0,-0.0343596974698116,0,0,0,0,0.177971019697571,0,0,0,0,0.297971191541969,0,0.122721892926822,0,0,0,0,0,0,0,0,0.082615942526048,0.00521330922822921,0,0,0,0,0,0
X002271.SZ,0,0,0.149935127609256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109309751326361,0.141759630960668,0,0,0,0,0.0718405930637086,0,0,0,0,0,-0.0481401596315276,0.106716152335098,0,6.93889390390723e-18,0,0,0,0,-0.010509844468507,0,0.120607061200397,-0.117126994486061,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0695293200096131,0,0,0,0,-0.0364283170806921,0,0,0.0960759591792275,0,0,0,-0.0537870663994988,0,0,0,0,0,0.0798086468786739,0,0,0,0.0753231070425583,0,0,0.0865551487257747,0,0,0,0,0,0,0,0,0.200740669553642,0,0,0,0,-0.0473411165862874,0,0,0,0,0,0,0,-0.00835976514245452,0,0,0,0,0,0,0
