,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X600309.SH,X601898.SH,X601600.SH,X600688.SH,X600795.SH,X600362.SH,X600188.SH,X002466.SZ,X601992.SH,X600111.SH,X601991.SH,X600660.SH,X600547.SH,X300072.SZ,X600886.SH,X600516.SH,X000709.SZ,X002460.SZ,X600027.SH,X600157.SH,X000898.SZ,X600339.SH,X000959.SZ,X600489.SH,X600352.SH,X601158.SH,X002092.SZ,X600808.SH,X000630.SZ,X000883.SZ,X002271.SZ,X600219.SH,X000792.SZ,X000983.SZ,X600176.SH,X000723.SZ,X600299.SH,X600549.SH,X600578.SH,X000408.SZ,X000539.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.10928526482149,0,0,0,0,0,0,0,0.02281096177585,0,0,0,-0.00490782021489551,0,0,0,0.0489394067130042,0.0140645916653423,-0.0388408174349782,0.0043508002139516,0,0.0193577388647913,1.35525271560688e-20,0,0,0,0,-0.00663473533015467,0,0,0,0,-0.0693238817372922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00942537966958153,-0.0180339268316043,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.232566145112606,0,0,8.67361737988404e-19,0,0,0,0,0,0.0827291263777633,0,-0.058135185912619,0,0,0,-0.0843317931800052,0,0,-0.0190689562862145,0,0,-0.0370861473529406,0,0,-0.0322055385267763,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0231625481356756,0,0,0,0,0,-0.0661352366974867,0,0,0,-0.0534713996577594,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244702410461139,0,0,0.0127163381774139,0,0.0034004281147965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00795823036068813,0,0,0,0,0.0841293095411766,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.258074669423825,0,0,0,0,0.0241745128254714,-0.00236557211057307,0,0,0,0.0994631679538128,0,0,0,-0.0875331758643851,0,0,0,0,0.188428535268186,0,0.0455063249026505,0,0,0,0,0.271774311530224,0,0,0.00958055167284648,0,0,0,0,0,0,0,0,-0.0116911670644305,0,0,0,-0.00198633748605486,0.0124062878300349,0,0,0,0,0,0
X600585.SH,0,0,0,0.411861237521135,0,0,0,0.111499375782129,0,0,0,0,0,0,0,0,0,-0.0412197695715201,0.228154592649014,0,0,0,0,0,0.00640475686696507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521677124102537,0,0,0,0,0,0,0,0,0,0.0071529722047862,-0.0202723427860504,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018293818695032,0.0762941421746806,0,0,0,0,0,0,0.161831149129753,0,0,0,0,0,0,0,0,0,0.0243093022709496,0,0,0,0,0,0,0.0433651651788393,0,0,0,0,0,0,0,0,0,-0.00793339120419013,0.0133956000990857,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0652079289836295,0,0,0,0,0,0,0,0,0,0,0,0,0.433424436004887,0,0.0572816938165669,0,0,0,0,0.00670985020390798,0.00518335980184619,0,0,0.064975105163752,0,0,0,0,0,-0.0411423724807131,0,0,0,0,0,0,0.120480512384665,0,0,0,0,0,0.171195521742375,0,0,0.0329775408363429,-0.0596445612183306,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340731228352465,0.0399357648605702,0,0,0,0.161910142796799,0,0.00415654592542274,0,0.0731319781887864,0,0.00717621119647728,0,0,0,0,0,0,0,0,0,0,0,0,0.0504092399467578,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0339356103631727,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238566123372567,0,0,0,0,0,0,0,0,0,0,0,0.176907855553051,0,0,0,0,0,0,0.136852740642442,0,0,0,0,0,0.171252570209894,0.0110309354862721,0,0,0,0,0,0,0,0,-0.0157115304268693,0.0180227795094677,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0688853782796246,0,0.0497874993673305,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504189544094987,0,0.0668371221627829,0.0911314226809992,0,0.138749498268415,0,0,0,0.104394024446966,0,0,0,0.00829601471708913,0.0940610380179138,0,0,0.0337426578378793,0,0,0.223054228874625,0,0,0,0,0,0,0,0,0,-0.0149447222053023,0,0,0,0,0,0,0
