,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X601600.SH,X600547.SH,X600886.SH,X000792.SZ,X600795.SH,X002466.SZ,X002460.SZ,X000708.SZ,X600362.SH,X601699.SH,X600111.SH,X600010.SH,X000301.SZ,X600027.SH,X000983.SZ,X600803.SH,X000877.SZ,X600489.SH,X600426.SH,X600160.SH,X601991.SH,X000630.SZ,X000786.SZ,X000408.SZ,X601168.SH,X002271.SZ,X000933.SZ,X600985.SH,X000807.SZ,X600176.SH,X600612.SH,X600219.SH,X002128.SZ,X000932.SZ,X600348.SH,X600096.SH,X002353.SZ,X600995.SH,X000027.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0383418032697452,0.303378721325373,0,0.134653437293656,0.160620061943506,0,0,0,0,0.0597861742001121,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00516728152170109,0,0.0668098471259565,0,0,0,0,0
X601088.SH,0,0,0,0,0.161850526124488,0.0722343695754778,0,0.0863607485753172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199587372118141,0,0,0,0,0,0,0,0,0,0.0401685532805129,0,0.00603907045856897,0.108622307795655,0,-0.0392041848416159,0,0,0,0,0,0,0,0,0,0,0,-0.00655634654690584,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.181418522075744,0,0,0,0,0,0.12493277340874,0,0,0,0,-0.00684718547712801,0,0,0,0,0,0,0.0542131959953165,0,0,0,0.0555043390257494,0,0,0,0,-0.0404122099163474,0,0.0657260040982807,0,0,0,0,0,0,0,0,0.11892534187509,0,0,0,0,0,0,0,0,0.0204481469066423,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0302079635965964,0,0,0,0,0,0.302139239097803,0.205800381820015,0,0,0.111873785158417,0,0,0.0459434071594553,0,0,0,0,-0.14795665622754,0,0,0,0,0,0.0918386577134796,0,0,0,0,0,-0.00203193413034714,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.174420563651013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424495864025822,0,0,0,0,0.0971749732289311,0,0,0,0,0,0.020762550999491,0,0,0,0,0,0,0,0,0,0,0,0.140957692352625,0,0,0,0,0,0,0,0,0,-0.00887273425177149,0,0,0,0,0,0
X601898.SH,0.103893828766497,0.157468927532852,0,0,0.152759354953276,0,0,0.105519971787726,0,0,0,0,0,0,0,0,-0.0126339013788672,0,0,0,0,0,0,0,0.236283629362146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045521535258711,0,-0.0250252435339917,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.057950155775307,0.0836353833048116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0341683005016743,0,0.112027194599929,0,0,0,0,0,0,0,0,0.0926397915340159,0,0,0,-0.0339202018375658,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.213370348276214,0,0,0,0,0,0,0,0,0.0477555496159266,0,0,0,0,0,0,0,0,0.260806589916435,0,0,0,0,0,0,0.190264612316622,0,0,0,0,-0.000838672496579639,0,0,0,0,0,0,0,0,0.0301311459326772,0,0,0,0,0,0,0.00602826691876217,-0.0106203684569204,0,0,0,0,0,0
X600585.SH,0,0,0,0.25102439836663,0.0548773027053222,0,0,0,0,0,0,0,0,0,0,0,0.0258005082480517,0,0,0,0,0.0594832918421415,0,0,0,0,0,0,0.035086006700205,0,0,0,0.0954793681902761,0,0,0,0,0,0,0.0998982964355913,0,0,0,0,0,0,0,0,0,0,0.0296156794644115,-0.01231885507301,0.00810443143904944,0,0,0,0,0,0
X600660.SH,0.0451519883809207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0521910505449417,-0.0941044589092807,0,0,-0.00159447452357379,0,0,0,0,0,0,0,0,0.146981815135087,0,0,0,0,0.0317902469209782,0,0,0,0,0,0
