,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600111.SH,X600019.SH,X002466.SZ,X002271.SZ,X600660.SH,X000301.SZ,X600010.SH,X000708.SZ,X601600.SH,X601898.SH,X600362.SH,X600188.SH,X600547.SH,X600426.SH,X600176.SH,X600011.SH,X000786.SZ,X600886.SH,X600219.SH,X000408.SZ,X600803.SH,X300037.SZ,X000825.SZ,X601991.SH,X600399.SH,X600795.SH,X000932.SZ,X002409.SZ,X600486.SH,X000959.SZ,X002080.SZ,X000807.SZ,X600352.SH,X000898.SZ,X000027.SZ,X600549.SH,X600489.SH,X600157.SH,X002145.SZ,X000723.SZ,X000830.SZ,X002192.SZ,X000630.SZ,X002407.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,-0.102416905075025,0,-0.0377395314254703,0,0.0775957384915602,0,0,0,0,0,0.0203313242410822,0,0,0.0339525501342426,0,0,0,0,0,0,0,0,0,0,0,0,-0.0610453596987163,0,0,-0.00702697991090805,0,0.0744086369096833,0,0.0382138532061674,0,0,0.0914411820009013,0,0,0,0,0.0869710658498866,0,0.0275411905220887,0,0.017772206382855,0,0,-0.0156667567494486,0,0,0,0,0,0
X600028.SH,0.171482245843084,0,0,0,-0.0503895647113086,0.0468345434318796,0,0,0,0,0,0.0348225560828904,0,0,0,0,0,0,0,0.0440414576707806,0,0,0,0,0,0,0,0,0,0,-0.00218251199688641,0,0.0282977565145888,-0.0340525190067727,0,0,0,0.0850442902536782,0,0,0,0,0,0,0,0,0.0194816335508218,0,0,0,0,0,0.0196473378324062,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.164299980225157,0,0,0.0305591709256817,0,0,0,0,0,0,0,0,0,0.314291257390866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05596622964933,0.0703563073721716,0,0.108371548651395,0.0241480833139747,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00104163961168326,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.079930868476613,0,0,0,0,0,0,0,0,0.0524001218881141,0.00056904441273396,0,0.232012026732813,0,0,0,0,0.0527671845168185,0,0,0,0,-0.0495954804273076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282738589528328,0,0.0143913438741782,0,0,0,0,0,0.00481867771486929,0,0,0,0,0,0,0
X002460.SZ,0,0,0.273324099540253,0,0,0,0.047989934986212,0,0.131314816803642,0,0,0.150209840310881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00268555176222773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326001510900948,0,0.142487939112975,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.118399065106967,0,-0.0290453286956782,0.0197783977573885,0,0.0974437290859797,0.0498712725237684,0,0,0,0,0,0,0,0.193235852174741,0,0.0988479089304464,0,0,0,0,0.0104496096228697,0,0,0,0,0,0,0.0218827261767239,0.0880783294758132,0,0,0,-0.0621661809485697,0,0,0,0,0,0,0,0,0,0,0,0,0.0940269020904458,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0558350367617718,0,0,0,0,0,0,0,0.141009508509767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895792966272527,0.026712228784566,0,0,0,0,0.0886121924275085,0,0,0,0.141030984050657,0,0,0,0.221525885926884,0,0,0,0,0,0.185630248010874,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.087121084331752,0,0.00829509626452379,0.0082558457699849,0,-8.67361737988404e-19,0,0,0,0,0.0284842604028364,0,0,0,0,-0.0694841377620717,0,0,0,0,0.195029995546632,0,0,0,0,0,0,0.349217714997904,0,0.0118378819693968,0,0,-0.00938019699334046,0,0,0,0,0,0,0.0171033615461233,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.193905384140317,0,0,0,0,0,0,0,0,0,0.264757729326762,-0.325633041113982,0,-0.0601991149920377,-0.0195501903417095,0,-0.0111699723862014,0,0,0.09921182214196,0,0,0,0,0.00955467146395028,0,0,0.0520722995950741,0,0,0,0.241843846433557,0,0,-0.0500813634237196,0,0,0,0,0,0,0.37370048635637,0,0,0,-0.256706624485918,0,0,0,0,0,0,0
X002271.SZ,0,0,0.0696310905644419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0886368413168487,0,0,0.033672777163811,0,0.122228605610764,0.114281819964474,0,0.12542612321759,0,0.137869576372014,0.0107553740058926,0,0.0666471254932342,0,-0.197345280853953,-0.00606621475517403,0.162742795871387,0.225032922302802,0,0.083553583307627,0,0,0,0,0,0,0,0,0,-0.00919128746077663,0,0,0,0.0722201820353655,-0.0895212529062276,0,0,0,0,0,0
