,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X000792.SZ,X002466.SZ,X600019.SH,X601898.SH,X600111.SH,X002271.SZ,X600011.SH,X600660.SH,X000877.SZ,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X600547.SH,X600886.SH,X000983.SZ,X600795.SH,X600176.SH,X600362.SH,X600426.SH,X600096.SH,X600803.SH,X000723.SZ,X000408.SZ,X601699.SH,X000786.SZ,X601991.SH,X600141.SH,X600219.SH,X600486.SH,X002353.SZ,X600295.SH,X000807.SZ,X300073.SZ,X600985.SH,X600801.SH,X002192.SZ,X600027.SH,X600157.SH,X002080.SZ,X000683.SZ,X002497.SZ,X601666.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.102460058878908,0,0,0,0,0,0,0.0984762179438168,0,0,0,0,0,0,0,0,0,0,0,0.0662370157556122,0,0,0,0,0,0,0,0,0,0,0,0,0.0230089974270797,0,0.176485511922423,0.129896644292515,0,0,0,0,0,0,0,0,0.0242064521544863,0,0.0444789645314599,0,0,-0.0496306593908134,0,0,0,0,0,0
X601088.SH,0.0809987390420644,0,0,0,0.113047271500307,0,0,0,0,0,0.152648100550529,0,0,0,0,0,0,0,0,0,0,0,0,0.0244542715161875,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0441403245292797,0,0.077299343627337,0.0582231338314111,0,0.0312760609858255,0,-0.0479335408533821,0,0,0,0,0,0.0642262867846673,0,0.0300721825746201,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115458608928188,0,0,0,0,0,0,0.0292818530577555,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0209961937684065,0.0301678669985515,0.0185752435424215,0,0,0,0,0,0,0,0,0.0291560399031001,0,0,0,-0.00308575697786888,-0.0341145536683269,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0577029327731539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110710935599364,0,0,0,0,0,0.173877505904114,0.0945489462734188,0,0,0,0,0.0470613141598338,0,0,0,0,0,0,0,0.00962973988742309,0,0,0,0,0,0,0
X600188.SH,0,0.30195312868333,0,0,0,0,0,0.0212170985627479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290628765954231,0,0,0,0,0,0,0,0.0318930105066632,0,0,0,0.014737145197186,0,0,0,0,0,0.383838892420116,0,0.0492064987425767,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0601684172586584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124574893480359,0,0.0723954900535298,0,0,0,0,0,0,0,0,0,0,0,0,0.426682990124654,0,0,0,0,0,0,0,0,-0.00730906005650037,-0.0074110333318498,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0475498435296591,0,0,0,0.437382373240044,0,0,0.176495035403831,0,0,0,0,0,0,0,0.0207518471535993,0,0,0,0,0,0,0,0,0.023502999582288,0,0,0.0567541258342635,0,0,0,0,0,0,0,0,0,0,0,0.059221709289792,0,0,0,0,0.113814598532611,0,0,-0.044114395475083,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.034146242388213,0,0.180561555119078,0,0.254010588791829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00321995097119174,0.103573707579258,0,0,0,0,0,0.341353364503959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.534268714866367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025288379431641,0,0,0,0,0,0,0,0,0,0,0,0.0297460441649489,0.0553502850366852,0.035162508761897,-0.0922373445811396,0,0,0,0,0,0.103481833642525,0,0,0,0,0.270885858495966,0,0,0.00988047383953137,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0234161853591245,0,0,0,0,0,0,0,0.105407294096519,0,0,0,0,0.149039625868093,0,0,0.00571661103809054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131811649523887,0,0,0.0787043117225894,0,0,0.0918175985999097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
