,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600188.SH,X600795.SH,X601600.SH,X300072.SZ,X600547.SH,X601991.SH,X600157.SH,X600027.SH,X600362.SH,X600309.SH,X601992.SH,X600660.SH,X600111.SH,X600886.SH,X600489.SH,X600623.SH,X002466.SZ,X600299.SH,X601158.SH,X000792.SZ,X002075.SZ,X000723.SZ,X000408.SZ,X000709.SZ,X000898.SZ,X000983.SZ,X600583.SH,X000883.SZ,X600352.SH,X000959.SZ,X600549.SH,X000539.SZ,X000027.SZ,X600176.SH,X600758.SH,X002470.SZ,X000630.SZ,X600021.SH,X601699.SH,X000012.SZ,X600126.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.023301403888042,0,0.0320405038948867,0,0,0,0.00264076812648748,0,0,0,0,0.0544456240789556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328358313859022,0.05735690735644,0,0,0,0,0,0,0.0527471817275139,0,0,0,0.00469976571044172,0.0087874727797585,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0752907701032949,0.0637617729428449,0,0.00975130323722575,0,0,0,0,0,0,0,0,-0.0113535272193145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592901660595842,0,0,0,0.00849187110536013,0,0,0,-0.0108164162854282,0.0507293713300837,0,0,0,0,0.0204398856442389,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0394814036304293,0.0370633813551457,0,0,0.0426059123729471,0,0,0,0,0,0,0.015992790506887,0,0,0,0.0289650617507783,0,0,0,0,0.00254882570641654,-4.33680868994202e-19,0,0,0,0,0.00458336866712158,0,0,0,0,0,0,0,0,0.0704854234476934,0,0,0,0.0696780010470427,0,0.0590875428117298,0,0.0333960652368283,0.0337049300097709,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0098408648935695,0,0,0.124139553808409,0,0,0.103662174223161,0,0,0,0.070243027267037,0,0,0,0,0,0,0,0,0,-0.16568145521062,0,0,0,0,0,0,0,0,0,0,0.157495443140239,-0.0217805115495218,0,0,0,-0.134962384702182,0,0,0,0,0,0,0,0,0.0258381169820355,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168521152930173,0,0,0,0,0,0.120589063338126,0,0,0,0,0.0409405624946596,0,0,0,0,0,0,0,0.0392430906372838,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.0242108377323969,0,0,0,0,0,0,0.261655107520634,0,0,0.0445488029128358,0,0,0,0,0,0,0.149724494924492,0.201265598256114,0,0,0,0,0,0,0,0,-0.110289922641635,0,0,0,0,0,0,0,0.0149643473231039,-0.0088159887070278,0,0,0,0,0.00537543863823714,-0.0618975311228395,0,0,-0.108374894122,-0.0923191108270302,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000557290291378995,0,0,0,0,0,0,0,0,0,0,0.0716687737678849,0,0,0,0,0,0,0,0,0,0.0830610343332561,0,0,0,0,0,0,0,0,0.00824988734022356,0,0,0,0.3542861261326,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336244743806719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708463051615748,0,0,0,0,0,0,0,0,0,0,0.0243226287460232,0.146164716095131,0,0,0.141144107003005,0,0.0813842609965285,0,0.00913236125294291,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0535736287702673,0,0,0,0,0,0,0,0,0.13356852855485,0,0,0,0,0,0,0,0.102098161615626,0,0,0,0,0.629467268156308,0,0,0,0,0.0480247744292156,0,0,0,0,0,0,0,0,0.0662054623206377,0,0,0.0280929472752361,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.014904773198267,0,0,0,0,0.0683271861047902,0,0,0,0,0.082859943164254,0,-0.0114075876514747,0,0,0.0260133732940322,0.0594668531731783,0,0,0,0,0,0.00544876450627495,0,0,0.0431389608361806,0,0,0,0,0.0374613984075382,-0.0115963058223995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0152611538480379,0,0,0,0,0.204558561314351,0.0492330200850299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147834060038917,0,0,0,0,0,0,0.0378684446831304,0,0,0,0.0060168003633554,0.0910062228166887,0,0,0.0371596890358995,0.15780776509467,0.00467614722417266,0,0,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315220703416264,0,0,0,0,0,0,0,0,0,0,0,0,-0.165185149462045,0,0,0,0,0,0,0,0,0.146092363506228,0,0,0,0,0.0820427301665675,0,-0.247337439463519,0,-0.420345976182015,0.264279835341487,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969725412933762,0,0,0,0.56189974770471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183783787609461,0.0701659879447488,0,0,0,0.0648310539799003,0.0506152374249715,0,0,0,0,-0.0695933320357683,0,0.166522168208106,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608153673633094,0,0,0.0233680463780011,0.0312996810603425,0,0,0,0.0248237021219047,0,0.0192286044423239,0.0335292546276018,0,0,0,0,0,0.0144230174141052,0.170916410622461,0,0,0,0.012099167029184,0,0,0,0,0.0355846086524824,0,0,0,0,0,0,0,-0.0286745577503343,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0.12048335226476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106484192847168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204963222097499,0,0,0,0,0.0112590295512562,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.0862567709176348,0,0,0,0,0,0.00367018076588423,-0.0520761375011204,0,0,0,0,0,0,0,0,0.400709466474577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175403078242867,0,0.0383759547893235,0,0,0.00913118436377181,0,0,0,0.0321142170997531,0,0,-0.00413001426914823,0,-0.000335233983040981,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0678682950171547,0,0.117655558871442,0,0,0,0,0,0,0,0,0,0.038315884529259,0,0,0,0,0,0,0,0,0.0989100196002845,0,0,0,0,0,0,0,0,0,0,0.098952283627858,0,0,0,0,0,0.41111308087438,0,0.0636581540093506,0,0,0,0.0166882642779535,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.118094834676637,0,0,0,0,0,0.054827723830197,0,0,0,0,0,0,0,0.0933996562415163,0,0,0,0,0,0,0.301837416968824,0,0,0,0,0,-0.344721956261463,0,0,0,0,-6.93889390390723e-18,0.0583085176196751,0,0,0,0.0985343659007066,0.0825092732490329,0,0,0.157187997182215,0,0.0218541214044562,0,0,0.0839094727375619,0,0,0,0,0,0
