,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X601600.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X601992.SH,X000898.SZ,X002466.SZ,X600176.SH,X600111.SH,X000709.SZ,X600516.SH,X600299.SH,X600352.SH,X002460.SZ,X600489.SH,X601158.SH,X600808.SH,X000629.SZ,X600219.SH,X600801.SH,X000825.SZ,X000883.SZ,X000786.SZ,X000553.SZ,X000539.SZ,X600612.SH,X600583.SH,X000408.SZ,X002470.SZ,X600021.SH,X002110.SZ,X300072.SZ,X600339.SH,X000301.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.12553131867278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515422694910823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187665944749758,0.0591392158058111,0,0,-0.0152303390105833,0.0330232762974284,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0245140317272229,0,0,0,0,0,0,0,0,0.111613061226842,0,0,0,0.0749767893047163,0,0.0757806280236655,0,0,0,0,0,0,0,0,0,0,0,0,0.263444965393024,0.171086522930408,0,0,0.00863892664396647,0.113725466835268,0,0,0,-0.00169069557886879,0,0
X601088.SH,0.0845950602641024,0,0,0.174910918144026,0,0,0.0194925397943061,0,0,0.34716966487738,0,0,0,0,0,0,0,0,0.104980044074741,0,0,0,0.0797384703274652,0,0,0,0,0,0,0,0,0.0885574879757979,-4.33680868994202e-19,0,0,0,0,0,0,0,-0.0689789095303142,0,0,0,0,0,0,0,0,0,0,0.00303583028339228,0.0098859732952491,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.035546969094617,0.162402322472314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409019715460696,0,0,0,0,-0.122354837956035,0,0,0,0,0,0,0,0,0,0,0,-0.0293510282497492,0.0392699725634171,0,-0.0142288372239125,0,0,0,0
X600019.SH,0,0,0,0,0,0.103117033642336,0,0,0,0,0,0,0,0,0,0,0,0,0.121254169645411,0.00953434456428957,0.233068182268012,0,4.33680868994202e-19,0,0,0,0,0,0,-0.0948856983048031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0770672326031679,0,0,0,0,0,0.00142039928104121,0.0404196055138199,0,0,0,0.00896137233158311,0,0
X600011.SH,0,0,0,0.0779381249384392,0,0,0.0555326968733496,0,0,0,0,0,0,0,0,0,0,0.489070244323301,0,0,0,0,0,0,0,0,0,0,0,-0.0754008936947965,0,0,0.153835570115072,0,0,0,0,0,0,0,0,0,0,0.00337823145702309,0,0,0,-0.0661794652163423,0,0,0,-0.00206900408189912,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.256084166778392,0,0,0,0,0,0.148622639660158,0,0,0,0,0,0.121845124186026,0.273729580274942,0,0,0,0,0,0,0,0,0,0.0176831007820585,-0.013056946366592,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355540792712331,0,0,0,0,0,0,0,-0.0360494780226601,0.0943381506295402,0,0,0,0,0,0
X600010.SH,0,0.134341562286274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154931141261788,0,0,0,-0.0162443253877015,0,0.0410989582224383,0,0,0,0,0,0,0,0,0,0.0648660160760517,0.195183530804809,0,0,0,0.202949641897911,0,0,0,0,0,0,0,0,0,0,0,0,0.00235660802440506,0,0,0,0,0.0256814349089554,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294666967031333,0,0,0,0,0,0,0,0.695110312761359,0,0,0.0176945921504397,0,0,0,0,0,0,0,0,0,0,0,0,0.0498776005418349,0.0698357963786854,0,0,0,0,0.000899072000286155,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398025081803418,0,0,0,0.136752034810395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405991525036606,0,0,0,0,0,0,0.0454549260763915,0,0.17846542935714,0.192618552355151,0,0,-0.0136906155866019,0.0308440619089622,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.00949900240695211,0,0,0,0,0,0,0,0,0.00605471195006704,0,0,0.138215218794854,0,0,0,0,0,0,0,0,0,0,0,0,0.0534408310640326,0,0,0.0651429759748607,0,0,0,0,0,0,0,0,0,0,0.035483158870423,0,0,-0.0150065964849083,0,0,0,0,0,0,0
X600660.SH,0,0.0177752961404829,0,0,0,0,0,0,3.46944695195361e-18,-0.0935601155976838,-0.288466587060172,0,0.0510392790236781,0,0,0,0,0,0.246438861187819,0,0,0,0,0,0,0,0,0.530921465135696,0,0.130168597750212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013804520316442,-0.0193687394125399,0.0663253232600039,-0.0460465465724882,0,0,0,0,0
