,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X002271.SZ,X600660.SH,X600547.SH,X601898.SH,X600362.SH,X000786.SZ,X600010.SH,X600111.SH,X000301.SZ,X600176.SH,X600886.SH,X600011.SH,X600188.SH,X601600.SH,X600426.SH,X002466.SZ,X600803.SH,X601991.SH,X600801.SH,X000027.SZ,X000932.SZ,X600352.SH,X600795.SH,X600489.SH,X600219.SH,X600486.SH,X002080.SZ,X000898.SZ,X600688.SH,X000883.SZ,X600299.SH,X600027.SH,X002353.SZ,X600157.SH,X600315.SH,X300037.SZ,X600516.SH,X601992.SH,X601168.SH,X000807.SZ,X600612.SH,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.304908051533437,0,0,0,0.0242826309710572,0,0,0,0,0,0,0.0482688654228872,0,0.0239437162877551,0,0.00231466922926126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196779894113904,0,0.0183970162427682,0,0,0,0,0,0,0.00394859837191622,-0.0157511956076087,-0.00508221243035244,0,0,0,0,-0.010271600740567,0,0
X600028.SH,0,0,0,0,0,0,0.00986642453454492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350481831006334,0.0757037679601463,0.0520977130538174,0,-0.0667362716181935,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0288437904020313,0,0,0,0,0,0,0,0,0,0,0,0.074179053360281,0,0.0240541355330964,0,-0.0288936821887444,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.010501851957395,0.0112631664548849,0,0,0,0,0,0,0,0,0,0,0,0,0.177843335773612,0,0,0.119825575381986,0,0,0,0.0291269294247908,0,0,0,0,0,0,0,0,0,0.0591807001729404,0,0,0,0,0,0,0,0,0,0.0185301997382519,0,0,0,0,0,0,0,0,-0.00977119539840283,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149001482601392,0,0.103694286194656,0,0.00816615831129395,0,0,0,0,0,0.226814623136929,0,0,0,0,0,0,0,0,0,0.0853674489938485,0,0,0,0,0,0,0,0,0.069318250147605,0,0,0,0,0,0,0.151380226922536,0,0,-0.0122763960111753,0,0,0,0.0339561550937716,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0324823672207497,0,0,0,0,0,-0.0183276820528239,0,0,0,0,0,0.0177511659788176,0,0,0,0,0,0.296079159284686,0,0.028099456963556,0,0,-0.0134221054608557,0,0,-0.00483784557463996,0,0,0,0,0,0,0,0.0295515718080447,0,0,0,0.0518049865444434,0,0,0.042179896402336,0,-0.0181917866251056,0,0,0,0,-0.0397724684296746,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0793833081396012,0,0,0,0.28052387606574,0,0,0,0,0,0,0,0,0,0,0.125732457633404,0,0.153692967092916,0,0,0,0,-0.00716097457958412,0,0.151545762655858,0,0,0,0,0,0,0,0,0.0233493560897136,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.00080065222658678,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.183078422750594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.204682149279542,0,0,0.197024770882922,0,0,0.449746774341647,0,0.30137549124281,0,0,0,0,0,0,0,0,-0.129273716656638,0,0,-0.0607998196303058,0,0,0,-0.0729798822921019,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.138094252722262,0,0,0,0,0,0.181708210995552,0.0804213215369208,0.122160617671733,0,0,0,0,0,0.0977146108454247,0,0,0,0,0,0,0,0,0,0.324517909798114,0,0,0,0,0,0,0,0,0,0,0,0,0.348500892913362,0,0,0,0,0,0,0,0,0,-0.0274109291352269,0,0
X002271.SZ,0,0,0,0,0,-0.186504863102712,0,0.0284092321082877,0,0.0497441186173869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0674661089945064,0,0.0860901262289873,0.0956114818275225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166353728492381,0,-0.0166998709829564,-0.0365135669913588,0,0,0,-0.0344486453339632,0,0
X600660.SH,0,-0.00679544165290848,0,0,0,0,0,0.152555628812855,0.0787999895496712,0,0,-0.0798059736032262,0,0,0,-0.00929910877749173,0.0584219031047842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357760277555795,0.117202614461049,0,0,0,0,0,0,0,0,0.037654556969344,0,0,0,0,0,0,0,0,-0.0221648993789519,0,0,0,-0.0426117824399235,0,0
