,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600795.SH,X601600.SH,X600188.SH,X601991.SH,X600027.SH,X600362.SH,X600157.SH,X600489.SH,X600111.SH,X600886.SH,X600623.SH,X601992.SH,X600309.SH,X600660.SH,X300072.SZ,X600299.SH,X002466.SZ,X000792.SZ,X601158.SH,X002075.SZ,X600583.SH,X000723.SZ,X000408.SZ,X000709.SZ,X000883.SZ,X600352.SH,X600549.SH,X000898.SZ,X000983.SZ,X000539.SZ,X000027.SZ,X600176.SH,X002470.SZ,X000630.SZ,X002460.SZ,X002407.SZ,X000060.SZ,X600021.SH,X000012.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0276530785622627,0,0,0,0,0.0295856431613755,0,0,0,0,0.000675255969722155,0.0507566804450546,0,0,0,0,0,0.0155542607339604,0,0,0,0,0,0,0.0118251543160039,0,0,0,0,0,0,0.00496436748816946,0,0,0,0.0770022256839535,0,0,0,0,0.00500027850206566,0,0,0,-0.00123356651757774,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0566325882977459,0.0591791931799713,-0.0327190938163268,0,0,0.0285936893252084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378479906452529,0,0,0.0571105509548801,0,0,0,0.0221044351780689,0,0.0355701695270127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0505914525621577,0,0,0,0,0.10953371234959,0,0,0,0.0197052468543533,0,0.0210134644503153,0,0.0574587941403345,0,0,0,0,0,0.0414172003855237,0.05917476443768,0,0,0,0,0,0,0,0.00536967700544181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366145623623628,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0836276832015124,0.248700911056998,0,0,0,-0.00807905542693373,0,0,0.0745297079914317,0,0,0,0,0,0,0.0425908054333967,0,0,0,0,0,0,0,0.0731411222569175,0,0,0,0,0.141225981686601,0,0,0,0,0,0,0,0,-0.0407639365241958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.108732279384779,0,0,0,0,0,0,0,0,0,0,0.423078676052735,0,0.0103030349910494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05190893866111,0,0,0,0,0,0,0.0503811935795349,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.130021876681748,0,0,0,0,0,0,0,0.107824850473029,0,0,0,0,0,0.020035119826514,0,0.112675360114321,0,0,0,0,0,0,0,0,-0.107719388315268,0,0,0,0,0,0.0909735544253262,0.0535519250993508,0,0.049932210267587,0,0,0,0,0,0,0,0,0,0,0,0,-0.00138974712806295,0.0103327317292976,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.114376631136102,0,0,0,0,-0.00874004783577967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802530727385066,0,0,0,0,0,0,0,0.00533492482721675,0.0438543098803239,0,0.0780863520382008,0.0372165524090784,0,0,0,0,0,0,0,0,0,0,0,0,-0.0467688234625535,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.165617581553905,0,0,0,0,0,0,0,0.0444997920822929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330526679734413,0.151606762297493,0,0.0940663792438781,0,0,0,0,0,0.0236230410245829,0,0,0,0.0234620854235964,0,0,-0.0257268877906725,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0906365570753431,0,0,0,0,0,0,0,0,0,-0.0472147877148294,0,0,0.0360034027464849,0,0,0,0,0,0,0,0,0.0550461225692056,0,0,0,0,0,0,0.0416271888377925,0,0.132369057320321,0,0,0,0.139294383368178,0,0.0673754346131264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462148414794725,0,0,0.162027688914604,0,0,0,-0.0104187177913779,0,0.0599086795814871,0,0,-0.0171794519118196,0,0,0,0,0,0,0,0,0,0,0,-0.00700138020872909,0,0,0,0,0.149963153835534,0,0,0.163960529246384,0,0.0269795836867317,0,0,0,0,0,0,0
