,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X600585.SH,X002460.SZ,X600660.SH,X600019.SH,X000708.SZ,X002271.SZ,X600547.SH,X000786.SZ,X600176.SH,X002466.SZ,X600426.SH,X000301.SZ,X600362.SH,X600011.SH,X600111.SH,X600886.SH,X601600.SH,X601898.SH,X600010.SH,X600486.SH,X600352.SH,X600803.SH,X002353.SZ,X600188.SH,X601991.SH,X600489.SH,X002080.SZ,X600219.SH,X600795.SH,X600801.SH,X600688.SH,X600299.SH,X300037.SZ,X000723.SZ,X600027.SH,X000932.SZ,X000027.SZ,X601168.SH,X600157.SH,X600399.SH,X601992.SH,X002409.SZ,X600315.SH,X600516.SH,X000898.SZ,X300073.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00894675370720271,0,0.00632516623105945,0.0902744163844716,0,0,0,0,0,0,0,0,0,0,0.018885227872493,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559996217355338,0,0,0,0,0,0,0,0,0,-0.00381033845249589,0,0,0,0,-0.00161827233596488,0,0
X600028.SH,0,0,0,0,0,0,-0.024682104531598,0,0,0,0,0,0,0,0.0594307278413044,0,0,0,0,0.0377055145146582,0,0.0223493911883094,0,0,0,0,0,0,0,0,0.00618857837024052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184406147984198,0,0,-0.00104250314352124,-0.0118867569588565,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.0211481612237283,0,0.171642707508183,0,0,0,0,0.159275817816973,0.0182872252513501,0,0,0.0330441313365791,0,0,0,0,0.124609037793946,0,0,0,0,0,0,0.029250210750762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118276068057336,0.00250441132178473,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031343115471574,0,0,0.113773445915949,0,0,0,0,0.0964811628570384,0,0,0,0,0,0.265062484184885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327522640969526,0,0,0,0,-0.0351453774302364,0,0
X600585.SH,0,0,0,0,0,0.0578858924920988,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163776694704576,0,0,0.00752560592280184,0,0,0,0,0,0,0,0,0,0,0,0.126091373991789,0,-0.0208075173382863,0,0,0,0,0,0.0705853013952965,0,0,0,0,0,0,0,0,0,-0.0029336712222051,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.341662317492616,0,0,0,0,0,0,0.361947089217738,0,0.10109932831246,0,0,0,0,-0.0531724468018728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427162362399426,0.136385645498944,0,0,0,0.13882900684914,0,0,0,0,0,0,0,0.458286516181561,0,-0.0289578634888542,0,0,0,0,-0.00995796186758497,0,0
X600660.SH,0,0,0,0,0,0.0749590388164235,0,-0.0513791040052261,0,0.00976716718831794,0,0,0,0,0,0.0414544053220388,0.108447415821459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0777628959852127,0,0,0,0,-0.199102133537747,0,0,0,0,0,0.184219057279489,0,0,0,0,0,0,0,-0.00767027637608127,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.16565376402567,0,0,0,0,0,0,0,0.0463952104620255,0,0.231172913044857,0,0,0,0,0,0,0,0,0,0,0,0.104074892655413,0.0494657747541572,0,0,0,0,0,0,0,0,0,0,0,0.0233692346840837,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,-0.0192625275036393,0,0
X000708.SZ,0,0,0,0,0,0,0,0.0765290114099953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132208161597998,0,0,0,0,0,0,0,0,0,0.0071326778009821,8.67361737988404e-19,0,0,0,-0.023897246787013,0,0
X002271.SZ,0,0,0,0,0,0.000719537681060561,0.285752985922013,0,0,0,0,0,0.106071602711713,0,0.064949886098906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0.0182369596193972,0,0,0,0,0,0,0,-0.033785852254074,0,0,0,0,0.0273316774179828,0,0
