,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X600547.SH,X601898.SH,X000792.SZ,X601600.SH,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X002271.SZ,X000301.SZ,X000877.SZ,X600795.SH,X600027.SH,X600362.SH,X600426.SH,X601991.SH,X000983.SZ,X600803.SH,X600176.SH,X600489.SH,X601699.SH,X000807.SZ,X000786.SZ,X000408.SZ,X600160.SH,X600219.SH,X000539.SZ,X600995.SH,X000932.SZ,X300037.SZ,X002409.SZ,X600688.SH,X600612.SH,X000629.SZ,X002080.SZ,X000933.SZ,X000027.SZ,X600096.SH,X600348.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.565871153269621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0897811627238582,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0872412142857626,0,0.032269853323501,0.165838177535911,0,0,0.00711173624156402,0,0,0.00625112199492326,0,0,0,0,0,0
X600028.SH,0.67154380315819,0,0,0,-0.0928098365773129,0,0,0,0,-0.0470431747447276,0.0737435802936978,0.0498133471747171,0,0,0,0,0,0,0,-0.0266121960743323,0,0,0,0,0,0,0.0386883662629275,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0101042440518306,0,0,-0.0213639484628152,0,0,0,0,0,0,0,0,0,0,0.00212084192188574,0,0,0,0,0,0,0
X601088.SH,0.151480147457844,0,0,0,0,0,0,0.0383342426763685,0,0,0,0.30845016029016,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0942127082024897,0,0,0,0,0,0,0.101624058682581,0,-0.0127232744873949,0,0,0,0.0146417572286145,0,0,0,0,0,0,0.168522816081497,0,0,0,0.056456637631961,-0.00102093981613971,-0.049180713009381,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.150149327060797,0.0376252743105254,0,0,0,-0.0172235353903364,0,0,0,0,0,0,0,0,0,0,0,-0.0175575245275279,-0.0105740791603554,0,0.166515526054915,0,0,0,0,0,0,0,0,0,0.0434322856608623,0,0,0,0,0,-0.00690465817012218,0,0,0,0.0505857181014626,0.0585668168662154,0,0,0,0,0,-0.0239325437015944,0,0,0,0,0,0
X600188.SH,0.0564862593164009,0,0,0,0,0,0,0,0,0.0592211948238474,0,0.203349921543763,0,0,0,0,0,0,0,0,0,-0.021176159324874,0,0,0,0,0,0.277732396725984,0,0,0,0.110318024310557,0,0,0,0,0,-0.0740396351688853,0,0,0,0,0,0,0,-0.00188856580599402,0.0796127679005711,0,0,0.0868675042955482,0,-0.0746273276763024,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0586935524242141,0,0,0,-0.216170281707606,0,0,0,0,0,0,0,0,0,0,0,0.454623702361597,0,0,0.0786405383226233,0,0,0,0.0758116564362681,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.0413300554247449,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.095302969209013,-0.0905721310080369,0,0,0.06024734534567,0,0,0,0,0,0,0,0,0,0,0,0.0318173395418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156447914023797,0,0,0,0.0102189809569809,0,0,0.0282071477649841,0,0,0,0.045514070898524,0,0.0522135432560346,0,0,0,0,-0.0401537588835971,0,0,0,0,0,0,0
X600019.SH,0,0.0590587962868501,0,0,0.0878684499922132,0,0,0,0,-0.0234289113854059,0.0542750378913093,0,0,0.135659998308336,0,0,0,0,0,0,0,0,0,0,0,0.0510074781613778,0.0178218242321421,0,0,0,0.0299926134082633,0,0,0,0,0,0,0,0,0,0,0,0,-0.0371265633711069,0,0,0,0,0,0,0.0306817366230225,0.0529204130805553,0,0,0,0,0,0,0
X002460.SZ,-0.00252401508220083,0,0,0,0,0,0,0,0,0.53695582834048,0,0,0,0,0,0,0,0,0,0,0,0.210095836573665,0,0,0,0,0,0,0,0,-0.0723743336311193,0,0,0,0.037102293822845,0,0,0.00824421274249412,0,0,0,0,0,-0.0236315765948345,0,0,0,0,0,0,0,0.00325905406256955,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.0237686990286606,0,0,0,0.509275004194931,0,0,0,0.276987282477186,0,0,0,0,0,0,0,0,0,0,-0.0235922632795727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116726342565478,0,0,0,0.102821338162839,0.157302658165993,0,0,0,0,0,0,0,0,0,0,0,0
