,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600886.SH,X601600.SH,X600547.SH,X000792.SZ,X002466.SZ,X600795.SH,X601699.SH,X002460.SZ,X000708.SZ,X600010.SH,X600111.SH,X600362.SH,X000301.SZ,X000983.SZ,X600027.SH,X000877.SZ,X600426.SH,X600803.SH,X600160.SH,X600489.SH,X601991.SH,X600985.SH,X000408.SZ,X000786.SZ,X000933.SZ,X002271.SZ,X000807.SZ,X000630.SZ,X600176.SH,X601168.SH,X002128.SZ,X000932.SZ,X600612.SH,X600348.SH,X600219.SH,X600096.SH,X601666.SH,X600995.SH,X000027.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.257633219189397,0.0957744937484436,0.149733917135197,0.0347519244710586,0,0,0.0285181284440694,0,0,0,0.142799434780119,0,-0.0678307950727892,0,0,0,0,0,0,0,0,0,0.1436027699955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049129407425,0,0.152105495213563,0.0925337139804258,0,0,0,0
X601088.SH,0.00229425504914734,0,0,0,0.155337826277996,0.0539426556632861,0,0.0571296503779576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0898736988691754,0.00142873260861771,0,0,0,0,0,0,0.224338678093824,0,0,0,0,0,0,0,0.0379611302561416,0,0,0,0,0,0,0,0,0,0,0,-0.0265277822384877,0.0290433989516607,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0738685807290442,0,0,0,-0.0947475773416419,0,0,0.0287929594870978,0,0,0,0,-0.053821918691194,0,0,0,0,0,0,0,0,0,0,0,0.0529557965513745,0.077288212879359,0,0,0,0,0,0,0,0,0,0,0.163031933672126,0,0,0,0,0,0,0,0,0,0,0.00328467623308668,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728618569775766,0,0,0,0.272443342188262,0,0.149051068365388,0,0,0,0,0.100796066226475,0,0.00200071376764882,0,0,0.0127728780094704,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.00289043382160508,-0.00527819548012842,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.203140258750302,0,0,0,0,0,0,0,0,0,0.0486021385000259,0.11635945209258,-0.0203804460891742,0,0,0,0,0,0.190155770394361,0,0.0677366107993089,0,0,0.0272301949765539,0,0,0,0,0,0,0,0,0,0,0,0.0753361331838355,0,0,0.182943123498877,0,0,0,0,0,0,0,0,-0.00132553707953124,0,0,0,0,0,0
X601898.SH,0,0.18421340499528,0.169726170634879,0,0.258360305498159,0,0,0,0,0,0,0.0186279721961117,0,0,0,0,0.0424291520146786,0,0,0,0,0,0,0.21056199748723,0.238510636676667,0,0,0,-0.109649013052989,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.00517735951266624,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228998337314124,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.100951484626092,0,0,0,0,0,0.0758700238028216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0778450519478966,0,0,0,0,0.111153576576072,0,0.128259497027131,0,0,0,0,0,0,0,-0.0417536892375215,0,0,0.00747317793826142,0,0,0,0,0,0
X600011.SH,0.0144455961842787,0,0,0,0.0451001696032348,0.0541957464826016,0,0,0,0,0.0355174391020321,0,0,0,-0.00200826363014239,0,0,0,0,0,0,0,0,0,0.292461557593952,0,0,0,0,0,0.145543241356415,0,0,0,0,-0.00667423497728433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00245942646615306,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0644543694469322,0,0,0,0,0,0,0,0.087849309805634,0,0,0,0,0,0.0420527170250019,0,0.0742947049213292,0,0,0,0,0,0.0571447631103716,0,0,0,0,0,0,0,0.0096035590760641,0,0.0764922858157514,0,0.0454532865784075,0,0,0,0,0,0,0,0,-0.00565162477274893,0,0,0,0,-0.0256210017237141,0.0289291320329043,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,-0.0224420278095009,0,0,0,0,-1.0842021724855e-19,0,0.0549452660598308,0,0,0,0,0,0,0,0,0,0,0,0.0519978813522107,0,0,0,0.0621451899462165,0,0,0,0,-0.0262583702209141,0,-0.0908641148101776,0,0,0,0,0,0,0,0,0,0,0,0.0961501405012902,0,0,0,0.0121242934605571,0,0.0354751768006863,0.0677092964199926,0,0,0,0
X600886.SH,0,0,0,0,0.0969793543835096,0.0475740478565918,0,0,0,0,0,0,0,0,0,0.322084662722367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204667717448608,0,0,0,0,0,0,0,0.0724688029708233,0,0,0,0,0,0,0.0967115511395557,-0.00265129905566337,0,0,0,0,0,0,0
X601600.SH,0.127319293711623,0,0,0,0,0,0,0,0.0561234402317825,0,0,0,0.0693281624110897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264325017902073,0.0655747791569574,0,0.236605312436106,0,0,0,0,0,0,0,0,0,0,0,-0.00253296252147656,0,0.0619194314994835,0,0,0,0,0
X600547.SH,0,0,0,0.0372842750646568,0,-0.0417108018732583,0,0,0,0.0425600223811953,0,0,0,0,-8.67361737988404e-19,0,0,-0.0114165525353799,0,0,0,0,0,0,0,0,0,0,0,0.67485029797498,0,0,0,0,0.0639038171142956,0,0,0,0,0,0,0,0.0476391220966515,0,0,0,0,0,0,0,-0.108801996585751,-0.00407671717771687,0,-0.0764396005715171,0,0,0,0,0
X000792.SZ,0,0,0,0.0398328337996043,0,0,0,0,0,0,0,0,0,0,0.0425553868228855,0,0,0,0,0,0.35822364225605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189204122560932,0,0,0,0,0,0,0,0,0,0,0,0.0290443228541764,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0918286645441348,0.0950385404752327,0,0,-0.00358755824077621,0.799502806959767,0,0,0,0,0.134411613684531,0,0,0,0,-0.306046511514669,0,8.67361737988404e-19,0,0,0.109300765966881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187130025748365,0,0,0.0036484676746254,0.016157719991504,-0.0322862042860718,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0381877254345138,0.246437371238343,0,0,0,0,0.10343840872442,0,0,0,0,0,0,0,0.0121671263801897,0,0,0,0,0,0.164324357197454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117758737407491,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.00208583232932427,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0.192029873418113,0,0,0,0,0,0,0,0,-0.0383927904001584,0,0,0,0,0,0,0,-0.250018523383515,0,0,0,0,0,0,0,0,0.44194534491966,0,0,0,-0.0424796648283571,0,0,0,0.0555495367093836,0,0,0,0.134021007934877,0,0,0,0,0,0,0,0,0.00408069003628919,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6927028326231,0,0,0,0,0,0,0,0,0,0,0,0.133638974376874,0,0.0266123918480829,0,0,0,0,0,0,0.018737753867064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00710254820317843,0,0,0,0,0,0
X000708.SZ,0.102155509022682,0,0,0,0,0,0,0,0,0,0,0,0.00182945688661555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015087569745408,0,0,0,0,0,0,0,0.0386734927152005,0,0,0,0.0670611459854286,0,0,0,0,0,0.0234894853233756,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104221789805544,0,0,0,0,0,0.137204298288984,0,0,0,0,0.115279750998492,0.034933547196241,0,0,0,0,0,0,0.0663483229095792,0,0.00567515570943556,0,0,0,0,0,0.00167760204166088,0,0,0,0,0,0,0,0,0,0.0197950350281452,0,0,0,0,0,0,0
