,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X600188.SH,X601898.SH,X600688.SH,X601991.SH,X002466.SZ,X600362.SH,X600660.SH,X600795.SH,X600547.SH,X300072.SZ,X601992.SH,X002460.SZ,X600111.SH,X600516.SH,X000898.SZ,X600886.SH,X000786.SZ,X600176.SH,X000792.SZ,X000553.SZ,X000709.SZ,X600352.SH,X000825.SZ,X600027.SH,X600299.SH,X002271.SZ,X000408.SZ,X601699.SH,X601158.SH,X600489.SH,X600219.SH,X600808.SH,X000883.SZ,X000630.SZ,X600583.SH,X600426.SH,X600157.SH,X002470.SZ,X600315.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.318552859719594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131190604943166,0.0237981769517142,0,0,0,0,0,0,0.0382868651539855,0,0,0,0,0.0433852631769241,0,0,0,0,0.00970779549292174,0,0,0,0.0611754903484745,0,0,0.0492548871810594,0,0,0,0,0,0,0.00517835749237231,0.0201909868212371,0,0,0,0,0,0
X600028.SH,0,0,0.300234760545015,0,0.0326223766257285,0,0,0,0,0,0.00520182267920099,0,0,0,0,0,0.160228780776304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566326209145133,0,0,0,0,0,0,0.0361442259738339,0,0,0,0,0,0,0
X601088.SH,0,0.091186692776017,0,0.25850324998604,0,0,0,0,0,0,0,0,-0.00227162172674821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133938624867899,0,0,0.394166957224281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242485633404274,4.33680868994202e-19,0,0,0,0,0,0
X600019.SH,0,0,0.417823057797153,0,0,0,0,0,0.139169278209268,0,0,0,0,0,0,0,0,0,0,0,-0.152050560804423,0,0,0,0,0,0,0,0,0,0.0507844230250354,0,0,0,0,0,0,0,0,0.0995593098422804,0,0,0,0,0,0,0,0.122364343828537,0,0.019844506949908,0,0,0,0,0,0,0
X600585.SH,0,0,0.448441933253085,0.0455318359868922,0,0,0,0,0.062892816938016,0,0,0,0,0.0216195035582595,0,0,0,0,0,0,0,0,0,0,0.0813496745469996,0.0621071492799356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120113596905545,0,0,0.0135938721460713,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131510718869848,0,0.120688692393371,0,0,0,0.0149524572674299,0,0,0.0635648646535899,0.0295448734662606,0,0,0,0,0,0,0,0.0232904343311332,0,0,0,0.0808666928950706,0,0,0.0212943702043466,0,0,0,-0.010284153324692,0.00015250335588645,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.185170391861417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126026470019563,0.0531981819180592,0.134129757065789,0,0,0,0,-0.00429115213748869,0.0757066990866078,0,0,0,0.331050751678881,0,0,0,0.158425878625696,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263874436429376,-0.0208198447983569,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.755687691486387,0,0,0,0,0,0,0,0,-0.40269164550217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.270594544841915,0.0379333476812354,-0.444323494009065,0,0.0127240440947946,0,0,0,0,0,0,0
X600188.SH,0,0,0.199402448017618,0,0,0,0,0.0244706555384238,0,0,0,0,0,0,0,0,0,0,0,0.0860030279786613,0,0,0.271404105331854,0,0,0.288059595356376,0,0,0,0.102506001188506,0,0,0,0,0,0.259992191688078,0,0,0,0,0,0,0,0.0910853280110369,0,0,0,0.0781062987736573,0,-0.00663058766374584,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0798950562696101,0,0,0,0,0.302659613156322,0,0,0,0,0,0,0,0,0,0,0.0221878740339547,0,0.0801438024392871,0,0,0.0273836553388752,0.0391111239374188,0,0,0,0,0.0345235205493629,0,0,0,0.00602536164676213,0,0,0.0961308218732133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0.387347777107539,0.0303285621272099,0,0,0,0.0175232193509607,0,0,0,0,0,-0.0244057158190487,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244792129051945,0,0,0,0,0.108783808030136,0,0,0,0,0,0,0,0,0,0,0.116926391038756,0,0,0.0118135585182549,0,-4.33680868994202e-19,0,0.0159801077079904,0.0521304359155027,0,0.123817785609621,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0150882117267335,0,0,0.0417191082295808,0,0,0,0,0,0,0,0.0432859542567022,0.0495929260661129,0,0.0664531748995294,0.105798146927261,0,0,0,0,0,0,0,0,0.0327089071109303,0,0,0.0380476580812314,0,0,0,0,0,0,0,0,0,0.0459826822636382,0,0,0,0,0,0,-0.0042538475637055,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.0287375337190473,0,0,0,0,0,0,0,0,-0.121764356126948,0,0,0.425517487522526,0.0251686221372009,0.0979806111340541,0,0,0,0,0,0,0,0,0.0208017919925764,0,0.0398642868083511,0,0,0,0,0,0,0,0,0,0,0,0,0.0469428480855451,0,0,0,0,-0.00168840979133627,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.157925293425544,0,0,0,0,0,0,0.181661503935937,0.00706896403490551,0.0312719699776099,0,0,0,0,0,0,0,0,0,0,0.125463177385491,0,0,0,0,0,0.374827642456752,0,0,0,0,0,0,0.0140269468281282,0,0,0,0,0,0,0.0409564306919244,0.0680105382849635,0,0,0,0,0,0
X600660.SH,0,0,0,-0.0675338859973717,0,0,0,0,-0.0697457851951382,0,0,0,0,0,0,0,0,-0.0442917606277778,0,0,0,-0.00526390363975991,0,0,0.129106548409925,0.216511533117481,0,0.103220194398029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203394060648982,0,0,0,0,0,0.0209537739695142,-0.0476345257019769,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.066526335518134,0.0300507987589106,0,0,0,0,0,0,0,0,0.0314507199263455,0,0,0,0,0,0,0,0.0313687175617847,0.0752547825801993,0,0,0,0,0,0,0,0,0,0,0,0.0583035962189782,0,0,0.0499706724923558,0,0,0.0329733286787135,0,0.0182014156888078,0,0,0.00188622375874141,0,0,0,0,0,0
X600547.SH,0,0.123558163855647,0,0,0,0,0,0,0,0,0,0,0,0.0277026707694074,0,0,0,0,-0.0253167879339437,0,0,-0.0578655145373062,0,0,0.0299622998972672,0,0,-0.0519983147759591,0,0,0,0,0,0,0,0,0,0.967734139793112,0,0,0,0,0,0,0,0,0,0,0,-0.00945962426692687,0.0151208105100843,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,-0.0767012880152494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765804765078592,0,0.00867125215832095,0,0,-0.0277298743326976,0,0,0,0.0275348493440961,0,0,0,0,0,0,0,0,0.226975811196063,0.346799835995367,0,0,0.113731324380439,0,0,-0.14324597473023,0.0531710637448274,0.136554392164838,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226172830840849,0,0,0.0845010266772847,0,0,0,0,0,0.131587505434322,0,0,0,0.121660834978445,0,0,0,0,0,0,0,0,0,0,0,0.113021163811986,0.00356772951510229,0,0.0595862385494325,0,0,0,0.0106014840477384,0.0438672410901575,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,-0.0843358635055675,-0.0588767799142062,0,0,0,0,0.726798263978623,0,0,0,-0.188322654516928,0.205818683738377,-0.0615298389255417,0,0,0,0,0,0,0,0,0,0,0,0.126912693011975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471467420772057,0,0,-0.0292910354059916,0.0167096314518626,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177756869682656,0.0594792819581217,0,0.0537681334187143,0,0,0,0.170894591413341,0.137580751419455,0.053090301437124,0,0.0614220515550736,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.111573820404071,0,0,0,0,0,0,-0.0338629836050895,0.0205270935906165,0,0,0,0,0,0
X600516.SH,0,0,-0.0963256321123371,0,0,0,0.080820621354435,0,0,0,0,0,0.0116760255925294,0,0,0,0,0,0.102555861620816,0,0.119833378659081,0,0,0,0,0,0.0905390313461913,0.458033836248321,0,0,0,0,0,0,0,0,0,0,0.0165999008894234,0,0,0,0,0.229970910992574,0,0,0,0.191057947582515,0,0.017038184330441,0.0803178118787811,0,0,0,0,0,0
X000898.SZ,0,0,0,0.110503918743515,0,0,0,0,0.128348708556506,0,0,0,0,0,0,0,0,0,0,0,0.157912890931259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456677114790658,0,0,0.0863368885365024,0,0,0,0,0.0137923580162998,0,0.0154800488493021,-0.0267295249887738,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0.152555061347677,0,0,0,0,0,0,0,0,0.0868994396900332,0,0,0,0,0,0,0,0,0,0,0,0.00372651606454014,0,0,0,0,0,0,0,0,0,0,0,0.0328886810754204,0,0,0,0,0,0,-0.032524362675592,0.00155704047091101,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346345282172322,0,0,0,0.0156646104318379,0,0,0,0.223574044106424,0,0.0917659410552104,0,0,0,0,0,0,0,0,0,0,0,0.163556884746801,0,0,0.0663061067606484,0,0,0,0,0,0
