,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600362.SH,X600795.SH,X600188.SH,X601992.SH,X600027.SH,X000898.SZ,X002466.SZ,X600111.SH,X600516.SH,X600352.SH,X002460.SZ,X600176.SH,X000709.SZ,X000990.SZ,X000786.SZ,X600299.SH,X002271.SZ,X600219.SH,X000629.SZ,X600801.SH,X600808.SH,X601158.SH,X000825.SZ,X600489.SH,X000553.SZ,X000883.SZ,X600157.SH,X000723.SZ,X002110.SZ,X000630.SZ,X600985.SH,X600339.SH,X600583.SH,X000539.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0654404144713769,0,0,0,0.0184891515590047,0,0,0.0582557768494785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500067276615205,0,0,0,0,0,0,0,0,0,0,0,0,0.00986216356620314,0,0.0116979902831798,0,0.0592334008229201,0.0626798518691309,0.101835918036903,0,0,0,0,0.0036153069372081,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0349217794429118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145118785647737,0,0,0,0,0,0,0,0.121117594557126,0,0,0.0656291251961315,0,0,0.0869465574579986,0.000430813177938279,0,0,0,0,0.0329917137198806,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0757814166482564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920972480181389,0,0.0273532572105245,0.0983064842892258,0.0174027599618696,0.0138040594782924,0,0,0,0,0,0,0,0,0,0,0.078511553684778,0,0,0,0,0,0,0,0,-0.00541136754642798,0.0315607657941657,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512888352332449,0,0,0,0,0.515080189767841,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0398950796904847,0,0,-0.0122404011184436,0.0134315004004582,0,0,0,0.0206467619875313,0,0
X600019.SH,0,0,0,0,0,0.0114843809170619,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101220967047751,0,0,0,0.141489110546311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564500291882628,0,0.168404472760174,0,0,0,0,0,0,0,0.00725107858359936,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375654231681,0,0,0.161548172608765,0,0,0,0.11124938367503,0.193959709489798,0,0.134154510191584,0,0,0.141824340374628,0,0,0,0,0,0,0,0.0533257784065856,0,0,0,0,0,0,0,0,-0.0342888110735739,0.055347359406767,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390458889754989,0,0,0.535014103818326,0,0,0,-0.0844134108986163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747055079414001,0,0.0196416524048525,0,0,0,0,0,0,-3.46944695195361e-18,0.017549667605338,0,0,0,-0.0460366595477931,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155882396653213,0,0,0.054254693871823,0,0,0,0.302903488904648,0.0194011288684717,0,0,0,0,-0.0149553048990585,0,0,0,0.344286406391916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.00945820450290725,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168749310827677,0,0,0,0,0,0.00105300165259394,0.142237720396915,0,0,0.0426758891028439,0,0,0.00655257446977655,2.16840434497101e-19,0,0,0.0583322746807145,0,0,0,0,0,0,0.034780282760535,0,0,0,0,0,0.00643595238844028,0,0.123397778780361,0,0.14619553097385,0,-0.0240696758464818,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10139794997909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84644838554847,0,0,0.0250815537292948,0,0,0,-0.0899260770083443,0,0,0.0638240037270158,0,-0.0738206028637892,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.132533010430084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706164088379112,0,0,0,0,0.0536908841052506,0.136455097857506,0,0,0,0,0,0,0,0,0.00572770936595052,0,0,0,0.0316239627246892,0,0,0,0.167987426790436,0,0,0.0247431669798414,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0598256086131106,0.129692083147684,0,0,0,0,0,0,0.0118756425026165,0.137767509452967,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0171778731444332,0,0,0,0,0,0,0,0,0,0,0,0.0143467986638017,0,0,0,0.0917980543674014,0.031820245876374,0,0.0424900990855387,0.106759690950021,0,0,-0.00174531878441792,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0400800168249722,0,0.00048540264058386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830706199091884,0.0754289944970658,0,0,0,0,0.0363060894176123,0.0436013840782596,0.137978207298103,0,0,0.145618611828142,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,-0.00383204923617208,0.0114026137431955,0.021324465049667,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0.0506275700610003,0,0,0,0,0,0,0,0,0,0.003577140440545,0,0,0,0,0,0,0,0,0,0,0,0.0968851470289432,0,0,0,0,0,0.0119407686066368,0,0,0,0,0,0,0.0555817781098033,0,0,0,0,0.0388097816784069,0,0.205207393599753,0,0,0,0,0.00268275412577095,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0281743938689042,0,0,0.0334608278847396,0.0442171919476581,0,0,0.0433568271441333,0,0,0,0,0.0670226982264474,0,0,0,0.0598488464237131,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.0949054049522925,0,0,0.0325264260600244,0,0.0302940257916125,0,0,0,0.0569330602983073,0.0101100917586441,0,0.0109865728593251,-0.0418685080164784,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.229751912535462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488863071340626,0.105189230374306,0,0,0,0,0,0,0,0,0,0.0730587201637304,0.00243202814384845,0,0,0,0,0,0,0,0.0453185284025594,0,-4.33680868994202e-19,0,0,0.119745838029346,0,0,0,0,-0.0197317355631161,0,0,0,0,-0.000566281153604352,0,0
X600795.SH,0,0,0,0,0,0,0.00924662806044071,0,0.0649050218972983,0,0,0.192953097497743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593448280374719,0,0,0.148726102347357,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0327549722943318,0,0.15991114515912,0,-0.0170123989914044,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.102659261958445,0,0.0270601929377333,0,0,0,0,0,0,0,0.00470778488083617,0,0,0,0,0,0.00976265513149895,0.0371322812492414,0,0,0.0745914687853334,0,0,0,0.0458683984699144,0,0,0.0365786829066666,0,0,0,0,0,0,0,0,0.0138695000190163,0,0.145261328560952,0,0,0,0,0,0,0,0,-0.014098629316086,0,0,0,0,0,0
X601992.SH,0,0,0.120462823059952,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371053570636897,0,0,0,0,0,0.24786757882757,0,0.322621022954355,0,0,0,0.0558830831809062,0,0,0,0.0872447257225108,0,0,0.137855020198308,0,0,0,0.086493300973663,0,0,0,0,0,0,0,0,0,0,0,0.026741845462474,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,-0.157766606837472,0.324348722008309,0,0,0,0,0,0,0,0.12463156848819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226742259552003,0,0,-0.0814497289289788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236336424481275,0,0,0.00921270967332356,-0.0168839438401643,0,0,0,0.0497313643577441,0,0
X000898.SZ,0,0,0,0,0.197818327794746,0.0318570269650735,0,0,0.0348798249910246,0,0,0,0,0,0,0.0109887980622174,0,0.183132996287011,0,0,0,0,0.0882918415322344,0,0,0.0365635812819631,0.107133442385855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00799382062028417,0.0641296428351564,0,0,0,0,0,0,0,0.0114602412970946,-0.0144494834758049,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119898686207552,0,0,0,0,0,0,0,0,0,0.624053124599188,0,0,0,0.0883852060452789,0,0,0,0.0636508544212237,0,0,0,0,0,0,0,0.0410272446393068,0,0,0,0,0,0,0,0,-0.0189692171979004,0.0206499038909703,0.00350156761730839,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.308597496938541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197843842520618,0,0.256084128001431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240771105454168,0,0,0,0,0,0,0.0946298366824952,0,4.33680868994202e-19,0.00850986064750134,0,0,0,-0.0646701108458335,0,0
X600516.SH,0,0,0,0,0,0.0164361722156716,0,0,0,0,0,0,0,0,0,0,0,0,0.070878193444763,0,0,0,0.0648731209138219,0,0,0.319479285843237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242055512414151,0,0.0517669985638696,0,0.102681292255828,0.0709350441648695,0,0,0,0,0,0.0284805447584209,0,0,0,0,0,0
