,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600688.SH,X600188.SH,X600660.SH,X600795.SH,X601992.SH,X300072.SZ,X002466.SZ,X600362.SH,X600547.SH,X601991.SH,X002460.SZ,X600886.SH,X600111.SH,X000898.SZ,X000709.SZ,X600516.SH,X600157.SH,X000786.SZ,X600176.SH,X600027.SH,X000792.SZ,X000553.SZ,X000408.SZ,X600808.SH,X600219.SH,X600352.SH,X600489.SH,X000959.SZ,X600339.SH,X002271.SZ,X000723.SZ,X600299.SH,X601158.SH,X601699.SH,X000983.SZ,X000883.SZ,X002092.SZ,X000825.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.445616482782923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139001417403538,0,0,0,0.0101870416791531,0,0,0,0,0.0114127821467384,0,0,0,0,0.00841562515458925,0,0,0,0,0,0,0.00284517593048427,0,0.0479635378383824,0,0,0,0,0,0,0,0,0,0,-0.011221659251695,0.00817603593419365,0,0,0,0,0,0
X600028.SH,0.472124926727912,0,0,0,0,0,0,0,0,0,0,0,0,0.0217119517950669,0,0,0,0,-0.0493231349774423,0,0,0,0,0.0152497198839996,0,-0.00290382543158851,0,0,-0.0352117425754003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520351917277341,-0.0232737666089565,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.15229438321833,0,0.381694771253776,0,0,0,0,0,0,-0.0337893731605076,0,0,0,0,0,0,0.0808075378337425,0,0,-0.0170798568504295,0,0,0,0,0,0,0,0,0,0,0,0,0.0219960070275147,0,0,0.062623012249389,0.223745339128146,0,0,0.0114889380369552,0,0,0,0,0,0,0
X600019.SH,0,0,0.0973648587388819,0,0,0,0,0,0,0,0,0,0.121761871982991,0,0,0,0,0,0,0,0,0,0.0454225775229587,0.0367912900990784,0,0.0208695160545271,0,0,0,0,0,0,0,0.211681419510466,0,0,0,0.164539003148755,0,0,0,0,0,0.0703737950703863,0,0,0,0,0,-0.091285145233121,0,-0.0166078680443284,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211317684345242,0,0,0,0,0,0,0.163861251008104,0,0,0,0,0.027738675115127,0,0,0,0,-0.121828016823883,0,0,0.141802621702755,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105126644796594,0,0,0.0297848199471741,0,-0.15494811387793,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0257800420790554,0,0,0,0,0,0
X600010.SH,0,0,0,0,-0.00601020992042515,0,0,0,0,0,0,0.0657863488335781,0,0,0,0,0.0175503626204027,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.024751518379126,0,0,0.0171432160082653,0,0.26496747853081,0,0,0,0,0,0,0,0,0,0,0.0250108971500573,0,0.122094545204892,0,0,0,0,0.00618027549660439,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.175814080048501,0,0,0,0,-0.0630647848924576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418645646026041,0,0,0.551010583036309,0,0,0,0.0163011649722032,0,0,0,0,0,0,0
X600011.SH,0,0,0.0106015175504523,0,0,0,0,-0.0166392718277584,0,0,0,0.0792876276589806,0,0.061130699607559,0,0,0,0,0,0,0,0,-0.0322483354631053,0,0,0,0,0.00687645709476154,0,0,0,0,0,0,0,0,0,0,0,0,0.0338324617154046,0.0635762644100148,0,0,0,0,0,0.0242068871199111,0,0,0.0142721018677867,0.00121469791593998,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.279865863436785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022102416401902,0.00395657119640891,0,0.0868831168696846,0,0,0,0,0,0,0,0,0,0,0.0970774892743487,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0.00713946833790501,0.0157713758165636,0,0,0,0,0,0,0,0,0,0,0,0,0.0614333825009136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564248414531078,0.0339752216778188,0,0,0,0,0,0,0,0,0,0,0,0,0.0173564434570914,0,0.0860716916616655,0.00123534792157776,0,0,0.0326958431252582,-0.015431174399977,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113236537396778,0,0,0,0.00929896320990165,0,0.141747287361385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309502731596288,0,0.177164996196588,0,0,0.329362614489516,0,0,0,0,0,0.00200977708354288,0.00627000997919922,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.0816638318467802,-0.0186176173129577,0,0,0,0,0,0,0.228652161102321,0,0,0,0,0,0,-0.070596896467246,-0.0491391993382109,0,0.0562851760043089,0,0.0177946575331805,0.0808592493472763,0,0.0581142129782529,0,0,0,0,0,0,0,0,0.144140649457362,0,0,0,0,0,0,0,0.0689794817836593,0,0,-0.0294669427421892,0.0363212910482663,0,0,0,0,0,0
X600795.SH,0,0,0,0.0802514792604696,0.16176611274405,0,0,0,0,0,0,0,0,0,0,0,0,-0.16556619077124,0,0.016141651299984,0,0,0,0.000530298481020552,0,0,0,0,0,0,0,0,-0.139496972151081,0,0.0966011889031669,0,0,0,-0.157509181264308,0,0,0,0,0.336424039128257,0,0,0,-0.0230648056723994,0,0,0,-0.0359313341948697,0,0,0,0.297363556096607,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558321514575349,0,0,0,0,-0.01720082509469,0.0932319376969935,-0.036983459074414,0,0,0,0.180080747226566,0.0313195580405539,0,-0.0441564000970076,0,0,0,0,0.194514164578533,0,0,0,0,-0.0480763974936224,-0.0199710856709029,0,0,0,0,0,0,0
