,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600660.SH,X601898.SH,X600188.SH,X600688.SH,X601991.SH,X601600.SH,X002466.SZ,X600362.SH,X600795.SH,X600886.SH,X600547.SH,X600516.SH,X300072.SZ,X002460.SZ,X600111.SH,X600027.SH,X000553.SZ,X600352.SH,X000898.SZ,X601992.SH,X000825.SZ,X600176.SH,X600299.SH,X000792.SZ,X000786.SZ,X000709.SZ,X000408.SZ,X600426.SH,X600808.SH,X000883.SZ,X600315.SH,X000830.SZ,X601699.SH,X601158.SH,X600339.SH,X000932.SZ,X600219.SH,X002110.SZ,X002271.SZ,X600583.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122938633959518,0,0,0,0,0,0.0305075294297619,0,0,0,0,0,0.0253505450836219,0,0,0,0,0,0,0,0.143798288665082,0.110732722326976,0,0.0914694914410126,0,0,0,0.0145880548304742,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.134980456096864,0,0.332932656780356,0,0,0,0,0,0,0,0,0,0,0,-0.114443954930353,0,0,0,0,0,0,0,0,0,-0.063081528359594,0,0,0,0,-0.0526070241048003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00192260794822259,0,0,0,0,0,0,0
X601088.SH,0,0.240199247951236,0,0.0607302442793617,0,0,0,0,0,0,0.381673134866979,0,0,0,0.0606483009098277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420310888093446,0,0,0,0,0,0,0,0,0.00825872771797281,0,0,0,0,0,0,0.0429595457145947,0,0,0,0.009538513563242,-0.0297564124905944,0,0,0,0,0,0
X600585.SH,0,0,0.112906890651167,0,0,0,-0.0209118386236363,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370920930922918,0,0,0.238311364486751,0,0,0,0.054286916996717,0,0,0,0.226446868016295,0,0,0.0238307557507611,0,-0.145645905022687,0.00905778562728706,-0.00505876484887567,0.0304652023345476,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.334332918482288,0,0,0.14408783631403,0,0,0,0,0,0,0,0,0,0,-0.0216732565016915,0,0,0,0,0.0644809865114499,0,-0.0160663874603102,0,0,0,0,0,0,0,0,0,0,-0.0212982886045616,0.0904324376114179,0,0,0,0,0,0,-0.00123644221954871,0.066345257203573,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576930644968081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596234362535969,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426355263262648,0.0548789106360077,0,0.0782933429929692,0,0.186807658281788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333744370488425,0,0,0,0,0,0,0,0.00797749400558328,-0.0296047646491825,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.00129725351661925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113476996828301,0,0,0.08042111199314,0,0,0,0.25189250616284,0,0.11964865436576,0,0,0.0895208732651846,0,0,0,0,0,0,0,0.111227621758657,0.078245252305536,0,0.0373541292466563,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.017503181858858,0,0,0,0,0,0,-0.206623482620569,0,0,0,0,0,0,0,0,0,0,0,0.191924074367203,-0.109133964071069,0,0,0,0,0.00571697367238645,0,0,0,0,0,0,0,0,0,0,0.00833242749833139,0.136812240206186,0,0,0.00907754892530859,-0.0119856528018486,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0958582454985667,0,0,0,0,0,0,0,0,0,0,0.0693950635154167,0,0,0,0,0,0.0803539526007769,0,0,0,0,0,0.255611823137652,0,0,0,0,0,0.0657043973067261,0,0,0,0,0,0,0.0391899598311343,0,0,0,-0.00190792945535587,0,0,0,0,0,0,0
X600188.SH,0,0,0.442754246024474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130246360783481,0,0,0,0,0,0,0,0,0,0,0.640867035459806,0,0,0,0,0.0878318503125073,0,0.0494984718658472,0,0,-0.0273859824603115,0,0,0,0,0,0,0
X600688.SH,0,0.108467966811324,0,0,0,0,0,0.053519634813672,0,0,0,0,0,0,0.0780781482838744,0,0,0,0,0.0428665903858014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439735505173695,0.0505595507274227,0,0,0,0,0,-0.0014639031100993,0.107100841492931,0,0,0.0103559203210215,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0766421270392571,0.0740102944359801,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089930145715375,0,0,0,0,0,0,0,0.129883089607319,0,0,0,0,0,0,0,0,0,0.0480776642986052,0,0,0.106520103097046,0.0798993086328234,0,0,0,0,0,0,0.0187897836734519,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.127902948969932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118680289523059,0,0,0,0,0,0.0520242308829244,0,0.256639558717151,0,0,0,0,0,0,0,0,0,0,0,0,0.214422568443459,0,0,0,0,0,0,0.125755430399456,0,0,-0.00885594636979689,-0.00961861777387062,0,0,0,0,0,0
