,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X601898.SH,X600585.SH,X600795.SH,X601600.SH,X601991.SH,X600157.SH,X600688.SH,X600362.SH,X600111.SH,X600886.SH,X600027.SH,X600188.SH,X600583.SH,X000883.SZ,X601158.SH,X000027.SZ,X601992.SH,X000709.SZ,X000539.SZ,X600021.SH,X600352.SH,X600309.SH,X000898.SZ,X600307.SH,X000060.SZ,X000792.SZ,X000629.SZ,X600098.SH,X600808.SH,X000825.SZ,X600489.SH,X600008.SH,X600863.SH,X002075.SZ,X002470.SZ,X600547.SH,X600660.SH,X600578.SH,X002353.SZ,X600219.SH,X000831.SZ,X600549.SH,X601699.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.264103031977659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0858152705385828,0,0,0.0191977942778344,0.00622250207536211,0,0,0,0,0.0648104347093626,0,0,0,0.0141704422847824,0,0,0,0,0.0265177672215716,0,0,0,0,0,0,0,0,0,0,0,0,0.00268914493173328,0,0,0,0,0,0
X600028.SH,0.522485841506836,0,0,0,0,0,0.0461204927172307,0,0,0,0,0.0379240208975786,0.0298459131738016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00896714706623672,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.247056973405827,0,0,0.0416390695304299,0,0,0,0,0,0,0,0,0.0780353224501278,0,0,0,0,0,0,0,0,0,0,0,0.196503536600151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943456146085668,0,0,-0.00703394022562873,0.002895010339522,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0571263801607154,0.0281646466379272,0.0776098784506481,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0913120403251763,0,0.0309534268147427,0,0,0,0,0,0,0.0710689651578958,0,0,0,0.0496929161945942,0,0,0,0,0,0,0,0,0.104489704253127,0,0,0.22612540501741,0,0,0.109492824294177,0,0.00729323590558002,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.116832120355994,0.0303009672466834,0,0,0,0.11287954293879,0,0,0,0,0.0363823231548814,0.038628896166857,0,0,0,0,0,0,0,0.0476912400762408,0.0387283925407249,0,0,0,0,0.0582553132440436,0,0,0,0,0.0943692945710131,0,0,0,0,0,0,0,0.214233411986639,0,0,0,0,0,0,0,-0.00185653656489493,0.0025876471400712,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.11641408778296,0,0,0.0736632351113952,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158070283478874,0.0743726425870619,0,0,0,0.17386463108313,0,0.0437405184189049,0,0,0,0.0472155431217611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117015966751975,0,-0.00206982256688672,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.254685462682948,0,0,0,0.0080226287972704,0.218894156277092,0.0100078521635836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014158885909802,0,0.0523679913669574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00409251568005061,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254728262044777,0,0,0,0,0,0,0.0520850138221871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114422000259093,0,0,0,0,0,0.0828766421716645,0,0,0,0,0,0.00621515744475456,0.0113874116684057,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.130868543107777,0.0620866861703161,0.0477960280776163,0,0,0,0.0761531874800645,0.190232501796622,0,0,0,0,0,0,0,0,0.0839621913525169,0,0,0,0,0,0,0,0.0261211237483721,0,0,0,0,0.203734409016829,0,0,0,0,0,0,0,0,0,0,0.0737015782085815,0,0,0.0135834783766548,0,0,0,0,0,0
X601600.SH,0,0.0157027634941982,0.0392166002010778,0,0,0,0.284858488418713,0,0,0,0,0,0.0163325675344154,0,0,0,0,0,0,0,0,0,0.10807282740446,0,0,0,0,0,0,0,0,0,0,0,0.120756425350781,0,0,0,0,0,0,0,0,0,0,0,0.105927840536215,0,0,0,0,0,0.0216786185750438,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.379355185264427,0,0.274619326539437,0,0.0220997374271623,0,0,0,0,0,0,0.0361940721068985,0,0,0.0816697356735916,0,0,0,0,0,0,0.122545704628349,0,0,0,0,0,0,0,0.0868523377404077,0,0,0,0.0959581477052918,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.00698406689706875,-0.00970810509373459,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0.0390905951093696,0,0,0,0,0,0,0,0,0,0,0,0,0.129372354466884,0,0,0.12146206665504,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0180212061362617,0,0,0,0.284177204651572,0,0,0,0,0,0,0,0,0,0,0,0,0.0022231693197854,0.0312982479713751,0,0,0,0,0,0
X600688.SH,0,0.473124895932609,0,0,0,0,0.0719608371920776,0,0,0,0,0,0,0,0,0,0,0.0114321838258805,0,-0.0158630902530553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166363587632098,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.0017527964555519,0.0187189524705067,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0572672900343159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127434782452457,0,0.0191694648693607,0,0.0329503512448763,0.181711348404075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00467281806513382,0.0101483683622913,0,0,0,0,0,0
X600111.SH,0,0,0,0.096127206196004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760548033521402,0.0830290664004431,0,0,0.0902928003492774,0,0,0,0,0,0,0,0,0.014106266970797,0,0,0,0,0,0,0,0,0.0220540598223924,0,0,0,0,0,0.0550989576761848,0.353230575686974,0.0244657192073776,0,0,0,-0.00686185193774078,0.00642532101865544,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0.0817475884307746,0,0.333549527838482,0,0,0,0,0,0,0,0.0169519267902087,0,0,0,0.110880206800556,0,0.127413289864968,0.0392143452935358,0,0,0,0,0,0,0,0.0760391888632629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0010525301112243,0.00500504443491836,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.193109383152937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0932761105405663,0,0,0.0160470804701071,0,0,0.0926203784065988,0.0660904796178216,0,0,0,0,0,0,0,0,0,0,0,0,0.402429528451581,0,0,0,0,0.0168225348151105,0,0,0,0,0,0,0,-0.000909519112634295,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0441498704960622,0,0,0,0.00434948651374477,0,0.0454089848637523,0,0.240822954367312,0,0,0,0,0,0,0,0,0.105528164900069,0,0,0,0,0,0,0.0986729621207235,0,0,0,0,0.263727101815198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00182494111621877,0,0,0,0,0,0,0
X600583.SH,0,0,0,0.0442151981899095,0,0,0,0,0,0,0,0.14747366154298,0,0,0,0,0.369675918026466,0,0,0,0,0.0268537585642161,0,0,0,0,0,0,0,0,0.0682639491049687,0,0,0,0,0,0,0,0.0497410899732956,0.04330634260464,0,0,0,0,0,0,0,0,0,0,0,0.00559585785769182,0,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0.00464819419995852,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0886899443561404,0,0,0,0,0.0514281633815106,0,0,0,0,0,0,0,0,0,0.0254593383025277,0,0,0,0,0.0991837721513084,0,0,0,0,0,0,0,0,0,0,-0.0223865389479896,4.33680868994202e-19,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0.0130115139744397,0.0353473213527204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154502607720823,0.103534693201511,0,0,0,0.119138663008814,0,0,0,0,0,0,0.329658682243306,0,0.146641001881647,0,-0.0183581733713826,0,0,0,0,-0.0488855245062285,0,0,0,0,-0.0016747425814999,0.0231399129731454,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0.30913620234281,0,0,0,0,0,0,0,0.0788994841576995,0,0,0,0,0,0,0,0.28390992897816,0,0,0,0,0,0,0,0,0,0,0,0,0.098528388980467,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0.0100930793715795,0,0,0,0,0,0,0,0,0,0,0.166299723712683,0,0,0.0938185490174962,0,0.149437966476619,0,0.0899074225058803,0,0.0369336625402025,0,0,0,0.0957483462030658,0.0390605042147697,0,0,0,0.0046966263736771,0,0,0,0,0,0,0,0,0,0,0,-0.00729478072455961,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0.0878889024163853,0,0,0,0,0,0,0,0,0,0,0,0,0.112715115197293,0,0,0.100545124504523,0,0,0,0,0,0,0.171394586916312,0,0,0,0,0,0.135101052229199,0,0,0,0.0770404452313967,0.0056036549393446,0,0,0,0,0,0,0,0,0,0.300496493269621,0,0.0140487050769428,0.0143737237161267,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0,0.170811331384213,0,0,0,0,0.0619166929324914,0.122879205782983,0,0.0333979161557519,0,0,0.102175592606387,0.0818287858876918,0,0,0.040733559746974,0,0,0,0,0.0827372887028715,0,0,0,0,0,0,0.078037761964255,0,0,0.124779583028247,0,0,0.0265334422988702,0,0,0,0,0,0,0,-0.00502543435052433,0,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0,0,0,0.439279739513354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681047840863505,0,0,0,0,0,0.0186899907640527,0,0,0,0,0,0,0,0,0,0,0,0,0.193814372674929,0,0,0,0,0,0.0624675630646083,0,0,0.012802391166202,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0.0147743743959478,0,0,0,0,0,0.0758771921452639,0,0,0,0,0,0,0,0,0,0.0536741065987915,0,0,0.102586826224241,0,0,0,0,0.237874665894759,0,0,0,0,0.103695378057747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
