,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600011.SH,X600886.SH,X600585.SH,X600547.SH,X600660.SH,X601600.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600027.SH,X600803.SH,X601991.SH,X002460.SZ,X000301.SZ,X600160.SH,X600426.SH,X002466.SZ,X000983.SZ,X601699.SH,X000786.SZ,X600219.SH,X600176.SH,X002128.SZ,X000807.SZ,X000630.SZ,X600985.SH,X000877.SZ,X601168.SH,X000408.SZ,X000933.SZ,X600096.SH,X000883.SZ,X000932.SZ,X000027.SZ,X002353.SZ,X600995.SH,X002271.SZ,X600801.SH,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,1.73472347597681e-18,0.243877883117265,0,0,0,0.127021256729844,0,0,0,0,0,0,0,-0.0762054418071307,0.0335173098629288,0.00984118398652034,0,0,0,0,0,0,-0.0357363927717599,0,0,0,0,0,0,-0.0344735801832184,0,0,0,0,0,0,0,0.275328598663897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0811324519520611,0,0
X601088.SH,0,0,0.23535092164206,0,0,0,0.218024051694845,0,0,0,0,0,0.0729387485371909,0,0,0,0,0,0,0,0,0.0775443900248448,0,-0.00629035559900917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180591682312682,0.0543282104587471,0,0,0,0,-0.0906270410400276,0,0,0.00181900275353901,0,0,0,0,0,2.16840434497101e-19,0,0
X600028.SH,0.471344624277313,0.0899223353890733,0,0,0,0.0605551094538783,0,0,0,0,0,0,0.0819042928791972,0,0,-0.00945984332924925,0,0,0,0,0,0,0,-0.0649284994674499,0,-0.0238742178341866,0,0,0,0,-0.0420175342224563,0.0269851649768438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813280490105758,-0.0698699002431088,0,0,0,0.00807392643810282,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190693263175326,0,0,0,0,0,0,0,0,0.13958278098159,0,0,0,0,-0.112687699499754,0,0,0,0,0,0
X601898.SH,0,0.00107662707157128,0,0,0,0,0.121278563487344,0,0.106282991728738,0,0,0,0.169158733722171,0,0,0,0,0,0,0,0.019288538086657,0,0,0,0,0,0,0,0,0.267895450070684,0,0,0,0,0,0,0.0363610910435399,0,0,0,0,0,0.0230818000315606,0,0,0,0,0,0,0,0,0.017503591543561,0,0,0,0,-0.00421744047093142,0,0
X600019.SH,0,0.144232058276805,0,0,0.164341400418532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582653623237514,0,0,0,0,0.28147947420262,0,0,0,0.0656303422747728,0,-0.0190303260187757,0,0.0188870314770516,0,-0.0402312984620218,0,0,-0.016957725358761,0,0
X600188.SH,0,0.0400048614592897,0,0,0.210102210357111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326788728563223,0.389634484697997,-0.152551879008512,0,0.00151192905151406,0,0,0,0,0,0,0,0,-0.106164588515855,0,0,0,0,0,0,0,0,0,-0.0513776858587929,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27696594780712,0,0.289020586309389,0,0,0,0,0,0,0,-0.0155210161630976,0,0,0,0,0,0,0,0,0,0.00728137058789645,0,0.124219980615926,0,0,0,0,0,0,0,0,0,0.0237162141468102,0,0,0,-0.0694608716019371,0,0
X600886.SH,0.141987972299052,0,0,0,0,0,0,0,0,0,0,0,0,0.151390399135164,0,0.0328452600043793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.272838094112477,0,0,0,0,0,0,0,-0.0260167829722735,0,0.170461041278681,0,0,0,0,0,0,0,-0.0908493324947043,0,0,0.0520721272174595,0,0,-0.0296887283362021,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524310874344864,0.0916231282228565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194206573230422,0,0,0,0,0,0,-0.021552309084742,0,0,0,0,0,0,0,0,0.0673445718668847,-0.0910270433667171,0,0,0,0,0,0,0.0264127110116652,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.569005696056819,0.104632973186007,0,0.0386373526330056,0,0,0,0,0,0,0,0,0,0,0,-0.0626331044777065,0,0,0,0,0,0,0,0.0690822004450211,0,0,0,0,0,0,0.064093591997741,0,-0.0813922285718111,0,0,0.0021066172131039,-0.0669164246005131,0,0,0,0,0.033344983090526,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468914205205541,0,0,0,0,0,0.028659241124369,0,0,0,0.145890989906914,0,0.236271997199539,0,0,0,-0.133806714838771,-0.0413155552398359,0,0.013649395714589,0,0.134728164785049,0,0,0,0,0,-0.0735187767458169,0,0,0,0,-0.0163937203367939,-0.0372224672031723,0,0,-0.0119596664835205,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651799952119101,0,0,0,0,0,0,0,0.137026424259189,0.116769073522738,0.181245559356606,0,0,0.215602386696296,0.0226957953637743,0.227556259206486,0,0.19811467921422,0,0,0,0,0,0,0,0,0,0.0312315900309371,0,0,0,0.0151534257092006,0,0
X600795.SH,0.0158669053934198,0,0,0,0,0,0,0.121168114546942,0.0273926610655202,0,0,0,0,0,0,0,0,0,0,0,0.241277536038572,0,0,0,0,0,0,0,0,0,-0.0212149268113008,0,0,0,0,0,0,0,0,0,0,-0.0615463128649877,0.308538857900132,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149490303117138,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873396936591225,0,0,0,0,0,0,0,0.268038451176729,0,0.0295243706540512,0,0,0,0,0,0,0,0,0,0,0.00752220380120727,0,0.0570851388574295,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,-0.0440698481040772,0,0,0,0,-4.33680868994202e-19,0,0
X600489.SH,0,0,0,0,0,0,-0.0623392105387281,0,0,0,0.7562849444538,-0.0813364874502052,0,0,0,0,0,0.0844265725420017,0,0,0,0,0,0,0,-0.101942352617699,0,0,0,0,0,0,0,0,0,0.102439679566837,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0646244179873694,0,-0.0194667258365541,0,0,0,0,-0.0426071807781584,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110918624833788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438945741532151,0.0251850390710345,0,0.223505415462305,0,0.0675341560170852,0,0,0,0,0,0,0,0,0.0582650343371416,0,0,0,-0.0289373798965535,0,0,0.0186386190141642,0,0
X600010.SH,0,-0.0229573756284259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696863984822106,0,-0.0153056305956727,0,0,0,0,0,0,0,0,0,0,0.0373293704267619,0,0,0,0,0,0.0271403022174291,0,0,0,0,0,0,0,0,0,0.0639639857519854,0,0,0,-0.0158597409595688,0,0,0,0,0.023834103117739,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.124901529991247,0,0,0,0,0,0.00524518881121873,0,0,0,0,0,0,0.270834778801006,0,0,0,0,0,0,0,0,0.0694885584238827,0,0,0,0,0,0,0,0,0.0121633028072462,0,0,0,0,0.13511860772734,0,0,0.0800699633582317,0,-0.0261769070155179,0,-0.0384570117914481,0,0,0.0244286880514298,0,0
X000708.SZ,0,0,0,0,0,0,0.0383389041127903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896525590471109,0.0207695138949438,0,0,0,0,0,0,0,0,0,0,0.0480824998145528,0,0,0,0.112804925656791,0.226211953711072,0,0.0164245699145571,0,0.0697852401947112,0,0,0,0.0770794602222941,0,-0.0262477663094152,0,0,0,0,0.0495490369048203,0,0
X600027.SH,0,0,0,0,0.139135745912072,0,0,0.814651222163037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396216036862113,0,0,-0.0834624934603202,0,0,0,0,0,0,0,-0.0491273945963703,0,0,0,0,0,0,0,0,0.0276347357157637,0,0
X600803.SH,0,0.0147850362508513,0,0,0,0,0,0,0,0,0,0,0,0.21523236854279,0,0,0,0,0,0,0.0442508050096992,0,0,0,0,0.0102757756267735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166669355321527,0,0,0,0,0,0,0,0,-0.0196151275770992,0,0,0.0261473975814084,0,0,0,-0.0277592043656216,0,0
X601991.SH,0,0,0,0,0,0,0,0.116791873226838,0,0,0,0,0.0929281279093837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244888421303144,0,0,0,0,0,0,0,0,0,0,0,0.291957565718752,0,0,0,0.0722727093552911,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.0133374139199324,0,0
X002460.SZ,0,0,0,0,0,0,0,0,-0.00842555251138976,0,0,0,0,0,0.114138900726938,0,0,0,0,0,0,0,0,0,0,0,0,0.878303951392559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560636630343608,0,0,0,-0.0414449991893694,0,0,0,0,0,0,0
X000301.SZ,0,-0.043745032891624,0,0,0,0,0,0,-0.0123746727299598,0,0,0,0,0,0,0.061290344692861,0,0,0,0,0,0,0,0.0968891384922889,0,0,0,0.225028462369924,0,0,0,0,0,0,0,0,0,0.181723388423093,0,0,0,0,0,0.0614533246491188,0,0,0,0,0,-0.0215175931950064,0,-0.0231617591382829,0,0,0,0,0,0,0
X600160.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365656766877695,0,0.216385811800763,0,0,0,0,0,0.00131075048350927,-3.46944695195361e-18,0,0,0,0,0.0788737775053436,0,0.0808112995936425,0,0.131481472645546,0,-0.152527791822912,0,0,0,0,-0.0473821857190678,0,0
X600426.SH,0,0,0,0.161249884322918,0,0,0,0.00492540019897633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209396474738174,0,0.176967851378672,0,0,0,0,0.0371632568818723,0,0.168476238763518,0,0,0,0,0,0,0,0.0948433019341265,0,-0.0344525700293885,0,0,0,0,-0.0142216495349467,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.691642920573013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485031641489746,0,0,0,0,0,0,0,0,-0.00515198001664684,0,0
X000983.SZ,0,0,0,0,0,0,0,0,0,0,0.0178747979704949,0,0.0129874318285895,0,0,0.0332204835017813,0.0472805319916231,0,0,0,0,0,0,0,0,0.00579517991171565,0,0,0,0.136519063502432,0,0,0,0.129230670956929,0,0,0.194833217210675,0,0.000974111836612818,0.0114734239776999,0,0,0,0.0872375178734678,0,0,0,0,0,0,0,-0.0421465413217995,0,0,0,0,0,0,0
X601699.SH,0,0,0,0,0.0797915226845678,0,0.0641699213378465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00928769068528992,0,0,0,0,0.154515162827728,0,0,0,0,0,0,0,0.407653710364691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0648563819336956,0,0,0,-0.0125495459587275,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0.255670213565904,0,0,0,-0.162979971454257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304702967060374,0,0,0,0,0,-0.0119545544681102,0.0721911202863379,-0.0255224448647599,0,0,0,0,0,0,0,0,0,-0.0281323974294955,-0.0243118967613751,-0.0983915331195703,-0.140419254765076,0,0,-0.0151438178656075,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548513070210327,0,0,0,0.47537122042441,0,0,0.0556600388682583,0,0,0,0.0336845495992776,0,0.0530974054300392,0,0,0,0,0,0,0,0,-0.0270798193227656,0,0
X600176.SH,0,0,0,0,0,0,0.127376365291788,0,0,0,0,0,-0.177667708029062,0,0,0,0,0,0.0918468310790435,0,0,0,-0.0268265382004912,0,0,0,0.477466117692581,0,0,0,0,0,0,-0.136833691279318,0,0,0.154824789335174,0,-0.130546842134035,0,0,0.207523057468051,0,0,0,0,0,0.159187041255544,0,0,-0.342323337379329,0,0.00449679849161577,-0.0116733017065255,0,0,0,0,0
