,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600362.SH,X600188.SH,X600886.SH,X600111.SH,X600027.SH,X600688.SH,X600309.SH,X601992.SH,X600583.SH,X000792.SZ,X600352.SH,X601158.SH,X000898.SZ,X000709.SZ,X600157.SH,X600547.SH,X002353.SZ,X600489.SH,X600008.SH,X000539.SZ,X000629.SZ,X600021.SH,X600808.SH,X600660.SH,X600549.SH,X000630.SZ,X000027.SZ,X000831.SZ,X000825.SZ,X600578.SH,X002470.SZ,X600219.SH,X600315.SH,X600307.SH,X600098.SH,X000060.SZ,X600490.SH,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.427859377370243,0,0,0,0,0,0,0,0.0303968876126072,0,0,0.0757185903736758,0.213312727456612,0,0,0,0.00768197824669091,0,0,0,0,0,0,0,0,0.044235484372458,0,0,0,0,0,0,0,0,0,0,0,0.0393916609933413,0,0,0,0.0319564026102824,0,0,0,0,0,0,0,0,0.00481916942378519,0,0,0,0,0,0
X600028.SH,0.587699884857995,0,0,0.0587440477257879,0,0,0,0,0,0,0,0,0,0.0530546657275726,0,0.031646702746305,0,0,0,0.00432885989450128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.0328944947263968,0,0,0,0,0.0425256955504481,0,0.517671138749632,0,0,0,0,0.250154728357712,0,0,0,0,0.0395024826291925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.102954486483329,0,0,0,0.0591458383222753,0,0,0.0363998731834176,0,0.187602237337823,0.0118064073527794,0,0,0.0141011689053366,0,0,0,0.151080224595572,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0493648161065339,0,0,0,0.155853561352603,0,0,0.118774650751799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0294776771861572,0,0.00638199392545912,0,0,0,0,0.0954091952911466,0.0524232762117172,0,0,0,0,0,0,0.185845641550997,0.290838817434234,0,0,0,0,0,0,0,0.0217391546292194,0.0959431170411333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258549596958419,0,0,0,0,0,0
X600585.SH,0.0686480433782118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207692385390983,0,0,0,0,0.142953491876647,0,0,0,0,0.0187057570299112,0,0,0,0,0,0,0,0,0,0.0379987336334303,0,0,0,0.0228641619541992,0,0,0,0,0,0,0.263580885755847,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0397993740826743,0,0,0,0,0,0,0,0,0,0.0255942975349126,0.231163324449306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427265521769895,0.0891985914005066,0,0,0,0,0.114658455070882,0.138174329906622,0,0,0,0,0.00182726349759761,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.012937945185758,0.100156719985368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22125359246772,0,0,0,0,0,0.153425513532728,0,0.00889072007425102,0.131036860413886,0,0.00544644777360655,0,0,0.0131594548515189,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.227567665990579,0.14063597241201,0,0,0,0,0.310390630531231,0,0,0,0,0,0,0.000973831159889384,0,0,0,0,0,0,0,0.105706918456196,0.0467095658176484,1.73472347597681e-18,0.0316208406345622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.38013139226902,0.0680582403421619,0,0.0572602214523252,0,0,0.0664702034319555,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955683387623816,0,0.197644237388771,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.00295484067139951,0,0,0,0,0,0,0,-0.00983167826844534,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0470604048176327,0,0.269473878918342,0,0,0,0,0,0.140761158863519,0,0,0,0.180214510654945,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.188403157194223,0,0,0,0,0,0,0,0,0,0.0858404949967018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.1949353414031,0,0.106300713468313,0,0,0.0511497468916832,0,0,0,0,0,0,0,0,0.0321825490738807,0,0,0,0,0.000143482898036604,0,0,0,0,0.0263410183198343,0,0,0,0,0.0619739100997254,0,0,0.154159216401985,0,0,0,0.0564911666480675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0.0889985544666419,0,0.029315521265462,0,0.140308676427695,0.166534197132439,0,0.0517676769031094,0,0,0,0.124446369059641,0,0,0,0,0,0,0.0572584092033312,0,0,0,0,0,0,0,0,0,0,0,0,0.0449714977708204,0,0,0.129207299664805,0,0,0,0,0,0,0,0,0,0.0912818868354858,0,0,0,0,0.0322856418998453,0,0,0,0,0,0
X600886.SH,0.152569506023782,0,0.272022835252374,0.0611070863373794,0,0,0,0,0.186520828914394,0.107081573767869,0.0304039351365724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167871220669951,0,0,0,0,0,0,0,0.0199180058558639,0,0,0,0,0,0,0,0,0,0.0258817352383232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0.0216156723050048,0,0,0,0,0,0,0,0,0.161961707747154,0.0715106758361175,0,0,0,0,0,0,0,0.0414059577520864,0,0,0,0,0,0,0,0,0,0.0934099669540517,0,0,0,0.0206816242083374,0,0,0.173802464809432,0,0,0.148288160248175,0.0987287611474874,0,0,0,0.0448491653543824,0,0,0,0,0,0,0,0.0692666424795352,0,0,0,0,0,0
X600027.SH,0,0,0,-3.46944695195361e-18,0,0,0.00758269607776043,0,0.586889687702827,0.0554585471030301,0.130300487633974,0,0,4.33680868994202e-19,0,0,0.0553326122670311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260491493663038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18521813399067,0,0,0,0,0,0.0754835348757902,0,0,0,0,0,0,0,0,0,0,0,0,0.0505646261460037,0.0340342478427945,0,0,0,0,0,0.104209045960495,0,0,0,0,0.115455214743908,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.175996638883306,0,0.147183917817965,0,0,0,0,0,0,0,0,0,0.0708564516924735,0,0,0,0,0,0,0,0,0,0.0914053403279348,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0393150372612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601992.SH,0.0718591396923098,0,0,0,0.0605939350705918,0,0,0,0,0,0,0.0917841596915705,0.0636426969938658,0,0,0,0,0,0,0,0,0,0,0.158292543880994,0,0,0.0367895913473707,0,0,0,0,0,0,0,0,0,0.106540824575142,0,0,0,0,0,0,0,0,0,0,0.0140698278275856,0,0,0.0627897535684746,0.0332508882197077,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0.101921795582433,0,0,0.10739094205446,0,0,0,0,0,0,0.0951548053274644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118854983155103,0,0.035647467065523,0,0,0.251267913908496,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.149591473566552,0,0,-0.018425803080726,0,0,0,0,0,0,0,0,0,0,0,0.0468093199998664,0,0,0,0,0.237836264114407,0,0,0,0,0,0.0456785378353149,0,0,0,0,0,0,0.0344656990989188,0,0,0,0,0.319475333003155,0,0,0,0,0,-0.0123608127389152,0.0150297276423588,0,0,0,0,0,0
X600352.SH,0,0,0,0,-0.0591106731132743,0,0,0,0,0,0,0,0.193947872040077,0,0,0.0746648511095201,0,0,0,0,0.0616848648811016,0,0,0,0,0,0,0.377067943932731,0,0,0,0,-0.149153974987528,0,0,6.93889390390723e-18,0,0,0,0,0,0.0200503364527771,0,0.1188883520666,0,0,0,0,0,0,0.162242875498826,-0.0371526909326069,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,-0.0622764745222311,0.123593884999364,0,0,0,0,0,0,0,0,0.0451325975341704,0,0,0,0,0,0.0220782188103765,0,0,0,0,0,0,0,0.47867081890836,0,0,0,0,0.00859705962855263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212574041588549,0,0.00792245727480429,0,0,0,0,0,0,0
X000898.SZ,0.0218246747292654,0,0.0140920639341948,0.0487625844215916,0.0987440574357466,0,0,0,0,0.0075733546735292,0,0,0.0587913505398499,0,0,0,0,0,0,0,0,0,0,0,0.211723227736884,0,0,0,0,0,0,0,0,0.116685810624607,0,0,0,0,0,0.263288617315626,0,0,0,0,0.0440304027595707,0,0,0,0,0,-0.0207618671639634,0,0,0,0,0,0,0
