,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X002271.SZ,X000708.SZ,X600011.SH,X600660.SH,X002460.SZ,X600886.SH,X600176.SH,X000786.SZ,X600801.SH,X601898.SH,X600010.SH,X601600.SH,X600362.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600111.SH,X600426.SH,X600795.SH,X600688.SH,X002080.SZ,X600027.SH,X600299.SH,X601992.SH,X000301.SZ,X000932.SZ,X002466.SZ,X600803.SH,X002353.SZ,X600219.SH,X600529.SH,X000027.SZ,X600315.SH,X300037.SZ,X002075.SZ,X600486.SH,X002409.SZ,X000723.SZ,X600612.SH,X601158.SH,X000898.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0254470526318524,0,0.0531814756472653,0,0,0,0,0.0843631893674622,0,0,0,0,0,0,0,0,0.0884750495826967,0,0,0,0,0,0,0,0,0.0184765194667518,0.103463515931905,-0.0257659840826383,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146382721782616,0.0084826724682768,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0231701064697879,0,0.0533466719178382,0,0.0314116973148839,0,0,0,0,0,0.0330013991879613,0,0.0184444113837579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157737355724509,0,0,0,0,0,-0.0250921247270306,0.0166668796529198,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0269110519103567,0,0,0,0,0,0,0,0,0,0,0,0,0.318976850122135,0.111624510692311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006517908088016,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167688634144885,0.00404318718376259,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0723157345448125,0.0214513953683408,0,0,0,0.116549110240426,0,0,0,0,0.0870327694066524,0,0,0,0,0,0,0,0,0,0,0.022387311673397,0,0.130370748934603,0,0,0,0,-0.0259482584228957,-0.00261108563268179,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.022785005664963,0,0,0,0,0,0,-0.0981322322871627,0,0,0.235402770799882,0,0,0,0,0.197257398097774,0,0,0,0,0,0,0,0,0.112994815692234,0,0.0235917841109695,0,0,0,0,0.207648772409886,0,0,0,0,0,0,0,0,0,-0.000961577565621634,-0.0124149437223185,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0646364421809058,0,0,0,0.0277643572907599,0,0,0,0,0,0,0,0,0.478898937951344,0,0,0,0,0.0227692011586702,0,0,0.0489003588758946,0,0,0,0,0,0,0,0,0.0415608141894646,0,0,0,0,0,0,0,0,0.264711857877187,0,0,0,0,-1.73472347597681e-18,-0.0241855436865558,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0627498711814893,0,0,0,0,0,0,0.0437395490577921,0.100639273286156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527214857086424,0,0,0,0,0,0,0,0,0,0,0.0273549506533975,0.0813259354684477,0,0,0,0,0,-0.0369879746178982,0.00544085442677147,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929676664020739,0,0,0,0,0,0.339808838994332,0,0,0.0457982593082652,0,0.173820783636614,0,0,0,0,0.02100908221419,-0.0582690119235499,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0594920582681753,0.115293563073098,0,0,0,0.0962294814449044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246097861270772,-0.0885958889298732,0,0,0,0,0,0.0293888137101327,0,0.107286305488241,0,0,0,0,0.011607367139005,0,0.109703869981056,0,0,0,0,0.139535959498724,0,0,0,0,0,-0.0323367046255612,0.0406944267964745,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.161396986168754,0,0,0.187178497939058,0,0,0,0,0,-0.0443984705815339,0,0,0,0.0815974207817923,0,0,0,0.0233694987849889,0.476925470059663,0,0,0,0,0.0293678805539513,0,0,0,0,0,0,0,0,0,0,0.0405497644689021,0,0,0,0,0,0.0412620628754131,0.0296784582779826,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.113165384731137,0,0,0,0,0,0,0,0,0,0.066075930071913,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.146192228724491,0.13337205047619,0,0,0,0,0,0,0,0,0,0,0,0.00175769205898731,0,0,0,0,0.180314076240198,0.0875239190342872,0,0.0100727047043789,0,0,0,0,0,0,-0.00532000199749629,0.0294197116887084,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0416387738645608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509264718668452,0,0,0,0,0,0,0,0,0,0,0,0.534594709275883,0,0,0,0,0,0.118610095115964,0.172714634462667,0,0,0.181345628423629,0,0,0,0,0,0,-0.0536838474179168,0.00852298800085248,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.0216411783155398,0.0143464775957305,0,0,0,0,0,0,0,0,0,0.109032734695675,0,0.0972018953237903,0,0,0,0,0,0,0,0,0,0,0,0.00502582685217312,0,0,0,0,0,0,-0.0574246582171147,0.0732642849967567,0,0,0.0398733218233216,0,0,0,0,0,0.00586412255660758,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.0965953596105946,0,0,0,0,0,-0.0522569008590485,0,0,0,0,0,0,0,0,0.243325574179764,0,0,0,0,0,0,0,0,0.106455631340036,0,0,0,0,0,0,0,0.185780993380017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149949399787716,-0.0195603719402484,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0.0403602499259725,0,0,0,0.35135962477955,0,0,0,-0.253852877083805,0,0.27134121320444,0,0,0,0,0,0.393874961660706,0,0,0,0,0,0,0,0,0,0,0,0,0.0256335897568764,0,0,-0.105314861728997,0,0,0,0,0,0,0,0,0,0,-0.00886081648193086,0,0,0,0,0,0
