,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X600010.SH,X601600.SH,X601991.SH,X600795.SH,X600886.SH,X600188.SH,X600111.SH,X600362.SH,X600027.SH,X601992.SH,X600309.SH,X600688.SH,X600583.SH,X601158.SH,X600352.SH,X000898.SZ,X600547.SH,X000792.SZ,X600489.SH,X000709.SZ,X002353.SZ,X000831.SZ,X000883.SZ,X000539.SZ,X600008.SH,X000027.SZ,X000630.SZ,X000629.SZ,X600660.SH,X600549.SH,X000825.SZ,X600808.SH,X600315.SH,X002470.SZ,X600578.SH,X000983.SZ,X601699.SH,X600307.SH,X600863.SH,X600098.SH,X000060.SZ,X000937.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.513811110036926,0,0,0,0,0,0,0,0.015607484024888,0,0.124019334511473,0.0904121311841852,0,0,0,0.14183151317867,0,0,0,0,0,0,0,0,0,0,0,0.0392444277328037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301858225053624,-0.000652770014349414,0,0,0,0,0,0
X600028.SH,0.490190239871266,0,0,0,0,0,0,0,0,0,0,0,0.0874660581609702,0,0,0,0,0,0.277938790182434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0320289134591395,-0.000839627056733788,0,0,0,0,0,0
X601088.SH,0,0.0723492449618187,0,0,0,0.0595383945293088,0.108761298492842,0,0,0,0,0,0.114805547951299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037157186245136,0.374466304044804,0,0,0,0,0,0.0014556758890119,0,0,0,-0.000984405787589923,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.103509998547827,0.00317015816529547,0.0405049462658044,0.0925897424374202,0.0930529500910493,0,0.207094983709941,0.0772916518178149,0,0,0.0914220694227269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0886855522213284,0,0,0,0,0,0,0,0,0,0.0416780839604863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0993363395284242,0,0,0,0,0,0.00633769220779736,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218826495793496,0,0,0.130126880524907,0,0.0947555927861545,0,0,0,0.00416524858197474,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00851069681640726,0,0,0,0.358301952528796,0,0,0,0,0,0.00862241824293732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233321317903668,-6.93889390390723e-18,0,0,-0.0105941192303882,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.131856047975785,0.0845991296556188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0906338695640281,0,0,0,0,0,0,0,0.420129242436086,0.15718275412368,0,0,0,0,0,0,0,-0.00613670809081534,-0.00893401080467766,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507852759536707,0,0,0,0,0,0,0,0,0.465427401549288,0,0.0890550565303866,0,0,0,0,0,0,0,0,0,0,0,0,0.127006798507879,0,0.120632349050776,0,0,0,0,0,0,0,0,0,0.0136646617463126,0,0,-0.00870067105164109,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.201495751701451,0,0,0.318527765796799,0,0,0,0,0.101124156228663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043119806938288,0,0,0,0,0,0.128440862353666,0,0,0.0241511208688019,0.124340453503704,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00202149526811562,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.15673611847647,0,0,0.0790592359201479,0,0,0,0.0258067921982616,0,0,0,0.0775058904731098,0,0,0.0205755856646292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100861344241427,0,0,0.0274308642644254,0,0,0,0,0,0,0,-0.0187515151516894,0,0,0,0,0,0
X600795.SH,0,-3.46944695195361e-18,0,0.074930240933101,0,0,0,0,0.334155273001283,0,0,0.267458892990742,0,0,0,0.135712188786635,0,0.0483957310821271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00560861558875777,0,0,0,0,0,0
