,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X000786.SZ,X600176.SH,X600111.SH,X601600.SH,X600010.SH,X600426.SH,X000301.SZ,X002466.SZ,X601898.SH,X600011.SH,X600886.SH,X600352.SH,X600219.SH,X600188.SH,X600801.SH,X600489.SH,X601991.SH,X600486.SH,X600803.SH,X600795.SH,X002353.SZ,X600688.SH,X600299.SH,X002080.SZ,X601168.SH,X000932.SZ,X000830.SZ,X300037.SZ,X600027.SH,X000630.SZ,X600315.SH,X000723.SZ,X601992.SH,X000898.SZ,X600157.SH,X000807.SZ,X600516.SH,X600399.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0567427922544164,0,0,0,0,0,0,0,-0.061973919757837,0,0.060282058759769,0,0,0.00321299824738416,0.0148507900372528,0,0.00835101636868528,0,-0.00426199221919918,0,0,0,0,0,0,0,0,0,0,0,0,0.0902041368764623,0,0,0,0,0,0,0,0,0.0394974671947586,0,0,0,0,0,0,0,0,0,-0.00501878654801619,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0800126108102191,0,0,0,0,0,0,0.0260852493468706,0,0.0673167120154509,0,0.0179198005918599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000841940156301771,0,0.089107466740265,0,0,0,0,0,0,-0.0229096667055156,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.0210434029623535,0,0.0843241253045305,0,0,0,0,0.0495401448068484,0,0,0.19655615782009,0,0,0,0,0,0,0,0,0,0,0,0.19640694530528,0,0,0.0982629701874321,0,0,0,0,0,0,0,0,0,0,0.0371271866342762,0,0,0,0,0,0,0,0.0146567978593364,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0719133272588774,0,0,0,0,0.0181920176652531,0,0,0,0,0,0,0,0.0230160485237846,3.46944695195361e-18,0,0,0,0,0.280655919061323,0,0,0,0,0,0,0,0,0,0,0,0.242220734731714,0,0,0,0,0,0,0,0,0,0.0587949948386125,0.0320757476562352,0,0,0.0103871025343295,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0284080040859662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232912113112899,0,0,0,-0.0438448621768992,0,0.0722620950619862,-0.0343484457512825,0,0,0,0,0,0,0,0,0.114639283897153,0,0,-0.0167493486606315,0,0,0.0214153104644781,0,0,0,0,0,0,0,-0.0132156268573537,-0.017231530941053,0,0,0,0,0.0239767509666603,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156141256603985,0.120340745696606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.298571943281761,0,0,0,0,0,0,0,0.139970642465591,0,0,0,0.0972178025552243,0,-0.000408137250099914,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115149419106136,0,0,0.149118212303458,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.221960625054644,0,0,0,0.141822592220703,0,0,0,0,0,0,0,0,0,0,-0.0406891979647892,0,0,0,0,-0.0856764506081581,0,0,0,0.00936963558271525,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.235219493403607,0,0,-1.38777878078145e-17,0,0,0.155299524962092,0,0,0,0.13537177588252,0.205811847484457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359058366821233,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00774209449937621,-0.0874860677478396,0.0656805579034761,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.116650555696393,0,0.229406708697496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276589021520705,0,0,0.0428889561088532,0.00208994923722278,0,0,0,0,0,0,0,0,0,0,0,-0.0288046037247022,3.46944695195361e-18,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,-0.122675876325337,0,0,0.184680736269615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353084214412011,0,0,0,0,0.0901546108704762,0,0,0,0,0,0,0,0,0.14516769301236,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0733260840202754,0,0,0,0.051547853603202,0,0
