,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X600886.SH,X601600.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X002271.SZ,X600027.SH,X600795.SH,X600362.SH,X600426.SH,X601991.SH,X600803.SH,X600176.SH,X000983.SZ,X600489.SH,X601699.SH,X000807.SZ,X000786.SZ,X000539.SZ,X300037.SZ,X600160.SH,X600612.SH,X600995.SH,X600219.SH,X000408.SZ,X000932.SZ,X002080.SZ,X000723.SZ,X600688.SH,X002409.SZ,X000629.SZ,X600378.SH,X000027.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.501742492291783,0,0,0.056022438543123,0,0,0,0,0,0.028490746156472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031348566774565,0,0,0.105389738256382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411143149191455,0,0,0,0,0,0,0,0.0291029759065587,0,0,0,0,0,0,0
X600028.SH,0.710977123963578,0,0,0,-0.104012098654213,0.00668529708323033,0,0,0,-0.0685345528718089,0.0345396623404788,0.0792225106644218,0,0,0,0,0,0,0,0,0,0,0,0.0278298567832943,0,0,0,0,0,0,0,0,0,-0.0601728758560541,0,-0.0252844047125625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00692353837953984,0,0,0,0,0,0,0
X601088.SH,0.0561697677723741,0,0,0,0,0,0,0,0,0,0.433609071507122,-0.00199481235829142,0,0,0,0,0,0,0,0,0,0,0.0632981310902793,0,0,0,0.0922439058039233,0,0,0,0,0,0.0137430157071738,0.0171478138067865,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000853041943574901,0,0,0,0,-0.0101582344918748,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.181680587871738,0,0,0,0,0,-0.0333882912103768,0,0,0,0,0,0,0,0,0,0,-0.00912958228657246,0,0,0.14834336639072,0,0,0,0,0,0,0.0364999918598118,0,0,0,0.0127288385102158,0,0,0,0,0,0.054548818502744,0,0,0,0,0,0,0,0,0.00345158493621003,-0.0164428690557086,0,0,0,0,0,0
X600188.SH,0.00500942442715404,0,0,0,0,0,0,0,0,0.0518440028189093,0.208195034611388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943801095318299,0,0.0875558980206465,0,0,-0.124248320388684,0,0.080010631760328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,-0.115975550191392,0,0,0,0,0,0
X600011.SH,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.160974868974737,0,0,0,0.0414449087711579,0,0,0,0,0,0,0,0.363517088277566,0.215992533071786,0,0,0.254953556341936,0,0,-0.0159638926302064,0,0,0,0,-0.0545831345601507,0,0,0,0,0,0,0,0.0724191148486756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.107041295868392,0.0230296483912418,-0.0413826330747375,0,0,0.164356619419536,0,0.00370687147686847,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0190294235499759,-0.048466762508783,0,0,0,0,0,0,0,0,0,0,0.203553692950383,0,0.0340207325451944,-0.041019106476487,0,0,0,0,0,0,0,0,0,0.191010737790277,0,0,0,0,-0.0141057676939332,0,0,0,0,0,0,0
X600019.SH,0,0.0483594774071016,0,0,0.0520731657361737,0,0,0,0,0,0,0.0378012358916835,0,0,0.188025578383053,0,0,0,0,0,0,0,0,0,0,0.063184035471446,0.0201078471136633,0,0,0,0,0,0,0,0,0,0,-0.0386087020365131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540662634632512,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.372977230602805,0,-0.0566019199534193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296776223489706,0,0,0,0,0,0,0,0,0,0,-0.0021151344125856,0.136128054746095,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.15323440764555,0,0,0,0.442901818848274,0,0,0,0.17649545267294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165146707967654,0,0,0,0,0,0,0,0,0,0,0,0,0.120044383243232,0.127770716691619,0,0,0.0670080855279612,0,0,0,0,0.0042517480931958,0,0,0,0,0,0,0
X601898.SH,0.105147844958281,0,0.246013952667163,0,0.177791332707196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0373847357659382,0,-0.0157845989856395,-0.0803433309951393,0,0,0,0,0,0,0,0.00989919506917086,0,0,0,0,0,0,0,-0.00252723582807971,0.0502851583413755,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.610813475286004,0,0,0,0,0,0,0.00634703004829355,0,0,0,0,0,0,0,0.0199528862542666,0,0,0,0,0,0,-0.0242647491749351,0,0,0,0,0,0
X000792.SZ,0.0130005549490103,0,0,0,0.0672029780844003,0,0,0,0.207512074255009,0.130978715690464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049819197090548,0,0,0,0,0.0501563573104679,0,0.0644174190518258,0.0481089666011743,0,0,0,0.0721277576215905,0,0,0,0,0,0.0312320875594508,0,0,0,0,0.00252853921860109,-0.0166801636932764,0,0,0,0,0,0
X600886.SH,0.0561680396647887,0,0,0,0,0.13859002392724,0,0,0,0,0,0,0,0,-0.0677171075700956,0,0,0,0,0,0,0,0.0893682271114089,0,0,0,0,0.0026883350637739,0,0.195915818526153,0,0,0,0.0114583714591535,0.0259840061000921,0,0,0,0,0,0,0,0,-0.0495187819812507,0,0,-0.0944472589662499,0,0,0,0,-0.0194884039209573,0,0,0,0,0,0,0
X601600.SH,0.134560214565771,0,0,0,-0.0591928370655959,0,0,0.0742334521333183,0,0,0,0.0998159291232002,0,0,0,0,0,0,0,0,0.0241279594265156,0,0,0,0,0,0,0,0,0,0.163122448917942,0,0.4673552440577,0.0189709719834414,0,0,0,0,0.0387489340931398,0,0,0,0,0,0,0,0,0,0,0,0,0.00646055607859247,0,-0.0720406428109367,0,0,0,0,0
X600660.SH,0,0,0,0,0.0276552529354039,0,0,0,0.0255498468344329,0.000504604527040591,0,0,0,0,0,0,0.016165329937857,0,0,0.122696179663822,0,0,0,0,0,0,0,0,0,0,-0.0668520509145609,0.0241076540965794,0,0,0,0.00629479541854013,0.0373493050530562,0.0232441919603424,0.0600985451638202,0,0,0,0,0,0,-0.0341650524650198,0,0,0,0,0,0.0164396638157911,-0.0412364663662925,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,-0.0416964634909922,0,-0.0501206564862343,0,0,0,0,0.0287954699970332,0,0,0,0,0.320433093741016,0,0.0090391065511166,0,0,0,0,0,0.0070476046329738,0,0,0,0.0669346413893573,0,0,0.0165081924448421,0,0,0,0,0.000102864573099157,0.0847861902166027,0,0,0.089149233707574,0,0.0834756895891934,0,0,0.13082562174592,0,0,0,0,0.0272473583024133,-0.00901687256998515,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.0279421953344783,0,0,0.0546305995837473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355439890624053,0,0,0,0,0,0,0.0373080732645597,0,0.018251402848401,0,0,0.0107446465451401,0.0180542379685639,0,0,0,0.112191056212587,0,0,0.0183760829502606,0,0,0,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0.151862418749677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754151879466531,-0.0301352050052883,0,0,0,0,0,0,0.153239836950111,0,0,0.210443617563759,0,0,0,0,0,0,0,0,0,0.201579606016324,0,0,0,0,0,0,0,0,0,-0.0427426186081937,-0.0463869936057226,0,0,0,0,0
X000301.SZ,0,-0.0642502144327249,0,0,0,0,0,0,0.00341449786626539,0,0,0,0,0.146974877917202,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425917890455808,0,0.195226284531507,0.0353256364626376,0,0.0678956452738073,0,-0.0820323692561506,0,0.111375171562899,0,0,0,0,0,0.234853649100771,0,0,0,0,0,0,0,0,0.0138217007354933,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,-0.0478391949211951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0519798122291775,0,0,0,0,0.0191285602732821,0,0,0.518355504145888,0.116357194593563,0,0,0,0,0.0778143485282324,0,0,0,0,0,0
