,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600623.SH,X600188.SH,X600157.SH,X600111.SH,X600362.SH,X601992.SH,X002466.SZ,X600886.SH,X600547.SH,X600299.SH,X600660.SH,X600309.SH,X000709.SZ,X000792.SZ,X601158.SH,X600489.SH,X600352.SH,X600583.SH,X000898.SZ,X300072.SZ,X000539.SZ,X000883.SZ,X000027.SZ,X000983.SZ,X000630.SZ,X000723.SZ,X000629.SZ,X002470.SZ,X000060.SZ,X600549.SH,X000959.SZ,X600022.SH,X002407.SZ,X600021.SH,X600176.SH,X601699.SH,X002075.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0374866294228616,0,0.0274378362524597,0,0,0,0.0297165529068726,0,0,0,0.0314279659127382,0,0,0,0,0,0,0,0.210547417483497,0,0,0,0,0.00710836286338115,0.0403699382301878,0.030842687072765,0,0,0,0,0,0,0,0.0665204294753255,0,0,0,0,0,0,0,0,0,0,0,0.00450446912226742,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.137357999440799,0,0,0,0,0,0,0,0,0.049086738189,0,0,0,0,0,0,0,0.0443270870462914,0,0,0,0,0.00846486188877092,0.127585255830103,0,0,0,0,0,0.0224266437330607,0,0,0,0,0,0.0470478253589425,0,0,0,0,0,0.0281142259634389,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0125225467457367,0.0726251087895601,0.0417037301790341,0.197165841312331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592376409126246,0,0,0,0,0,0.0674570486959002,0,0,0,0,0,0,0,0.0942951080791569,0.0411234395859036,0,0,0,0,0,0.00569233723965053,0,0,0.0257122796898243,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0305142837848347,0,0,0,0,0,0.246333968335663,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0745252135594512,0,0,0,0.121772936615371,0,0,0,0,0.0051999186033684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218787376477577,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0296097213511564,0,0,0,0,0,0,0.270087547708048,0,0,0,0,0,0,0,0,0.186832330290459,0,0,0,0,0.0198102825549717,0.0998865489118468,0,0,0,0,0,0,0.0792471572192095,0.0635310591663714,0,0,0.0298711886603618,0,0.0181639714639592,0.0218403436317738,0,0,0,0.0410027249552172,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0267485898784188,0,-6.93889390390723e-18,0.126730873030414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213799378853533,0,0.382358472078493,0,0,0,0,0.145248808198034,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0486251319088036,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.19413655673218,0,0,0,0,0,0,0,0,0.130958662738069,0.0139120883364048,0,0,0.0420077521129816,0,0,0.173165379586871,0,0,0,0.0606491359984385,0.0524085374162848,0,0,0,0,0,0,0,0,0.00811819455654474,0,0,0,0.0910706633011974,0,0,0,0,0,0,0,-0.0338333255612904,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272507243248938,0,0,0,0,0,0,0,0.0622529606086999,0,0,0,0,0.172473232948977,0,0,0,0,0,0,0,0,0.0825259148415724,0,0,0.323187982117014,0,0.0724124433704651,-8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0358704525274135,0.0814704315707115,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437988821464018,0,0,0.0443633779710563,0.0243563774247275,0.126624038100101,0,0,0,0,0.128352551660603,0,0.0516929060200526,0.164147167013231,0,0,0,0,0,0.0195420240625717,0,0,0,0.0562050602911427,0,0.0104144414585366,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118510883811595,0,0,0,0,0,0,0.160140814151974,0,0,0,0,0,0,0,0,0.144071397676133,0,0,0.0215099116708755,0.206003897439587,0,0.138924129136707,0,0,0,0,0,0,0,-0.00871751933005571,0,0,0,0,0,0
