,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600010.SH,X601600.SH,X600886.SH,X600660.SH,X600362.SH,X600188.SH,X601991.SH,X600795.SH,X600352.SH,X600801.SH,X600688.SH,X000786.SZ,X002271.SZ,X600111.SH,X600027.SH,X601992.SH,X000723.SZ,X002466.SZ,X002460.SZ,X600176.SH,X002353.SZ,X600299.SH,X600516.SH,X000898.SZ,X600583.SH,X600489.SH,X601158.SH,X000883.SZ,X600426.SH,X000709.SZ,X600612.SH,X600219.SH,X000792.SZ,X000027.SZ,X000553.SZ,X000629.SZ,X000630.SZ,X000825.SZ,X000539.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0399159187283718,0.129232910946686,0,0,0,0,0,0,0,0,0.06501155130646,0,0.0570267539766945,0,0,0,0.0355674681053311,0,0.0090003972571389,0,0,0,0.045717052109474,0,0,0,0.0743736557369636,0,0,0,0.00596398491371732,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120352247268556,-0.0141722575964997,0,0,0,0.00177823506536386,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0232356551062457,0,0,0,0,0,0,0.0351894708042378,0,0,0.107244598667297,0,0,0,0,0,0,0,0.0846743853499637,0,0,0,0.00880802188675881,0,0,0,0,0,0,0,0,0,0,0,-0.0183254760751423,0,0,0,0,0,0,-0.0266594994543444,0,0,0,0,0,0,0.00205720795407602,0,0
X601088.SH,0,0,0,0.0702409790635884,0,0,0,0,0.0328563142016915,0.0258674891514289,0,0,0,0,0,0,0,0,0,0.020472801712597,0,0,0.193462818923165,-0.0186338598933961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100161088836214,0,-0.014221901638412,0,0,0,0,0,0,0,0,0,-0.0535611194417092,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0411872378573792,0,0,0,0,0,0,0,0,0,0,0.298405934385006,0,0.0342259616496395,0,0,0,0,0,0.02233427766402,0,0.0382482498079941,-0.00317124207275907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000226626825157052,-0.00661674392892393,0,0,0,-0.00473484096995968,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453990906228632,0.0884654205007632,0.159115179799039,0,0,0.0173531987700886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0290723152175317,0,0,0,0,0,0,0
X600019.SH,0,0,0.138897686365129,0,0,0,-0.0146137273638137,0,0.0571033371839662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632429659818628,0,0,0,0.00462779783370302,0,0,0,0,0,0,0,0.0614556113612948,0,0,0,0,0,0,0,0,0,0.0201677209753784,0,0,0,0,0,0,0.0133437499184871,0,0,0,0,0.0277354502593668,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365393846677932,0,0,0,0,-0.0797472352431365,0,0,0,0,0,0,0,0.986377946602428,0,0,0,0,0.244055206368829,0,0.0344692539229379,0,0,0,0,0,0,0,0,-0.0419555517394945,0.0116842097732837,0,0,0,2.16840434497101e-19,0,0
X600011.SH,0,0,0,0,0,0,-0.0345048898438808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112045792587496,0,0.291391749596546,0,0,0,0.0412524279495557,0.0722876172604921,0.0114681267179144,0,0,0,0.0986288240816038,0,0,0,0,0,-0.0344674302815686,0,0.0946872839244498,0,0.054502369092669,0,0,0,0,0.109753893596573,0,0,0,0,0,0,-0.03228528826232,0,0
X000708.SZ,0,0,0.293332577282648,0,0,0,0.115311465730771,0,0,0,0.311876336110123,0,0.005072477093151,0,0,0.198600278374332,0,0,0.196006823972557,0.178503478449248,0,-0.043819361945766,0.0183998468892259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046666692382182,0,-0.121404841139989,0.0859085428958843,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198343233141172,0,0,0,0,0,0,0,0,0,0,0,0.01149065980382,0,0.0752511411783064,0,0.152016320430174,-0.0675521961079938,0,0,0,0,0,-0.0241438083472814,0,0,0,0,0,0.0497567079986769,0,0,0,0,0,0,-0.00927980829790526,-0.0534898050400122,0,0,0,0.0150904230403899,0,0
