,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600547.SH,X601991.SH,X600660.SH,X601600.SH,X600688.SH,X600886.SH,X600795.SH,X600188.SH,X600027.SH,X600362.SH,X000898.SZ,X601992.SH,X002466.SZ,X600176.SH,X600111.SH,X002460.SZ,X600516.SH,X000709.SZ,X600299.SH,X600352.SH,X000629.SZ,X600808.SH,X600219.SH,X600489.SH,X600801.SH,X000786.SZ,X601158.SH,X000825.SZ,X300072.SZ,X000553.SZ,X600583.SH,X000883.SZ,X000792.SZ,X600339.SH,X002110.SZ,X601699.SH,X000408.SZ,X000301.SZ,X002271.SZ,X000630.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.275183834470569,0,0,0,0,0,0.0202033633820646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045688429265271,0,0.0265169313063083,0.161313935490966,0,0,0,0,0,0,0,0,-0.0246009464916022,0.0174945338549972,0,0,0,0,0,0
X600028.SH,0.158561633680051,0,0,0.113374232902233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0751289483812996,0.0812493705451434,0,0,0,0.0819908094079504,0,0,0,0,0,0,0,0.00788637301429532,0,0,0,0.0468832732174939,0.208598887571861,0,0,0,0,0,0,0,0,-0.00685416924301019,0.0639961716797351,0,0,0,0,0,0
X601088.SH,0.173655772336899,0,0,0.0215127797745359,0,0,0,0,0,0.0055496678329486,0,0,0,0,0,0,0.0950139141338517,0,0,0,0,0,0,0,0,0,0,0,0,0.0318139728287039,0,0,0,0,0,0,0.0126365192279113,0,0,0,0,0,0,0.148575533382091,0,0,0.119387797570097,0,0,0,0,-0.0094696099090077,-8.67361737988404e-19,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0771731516875216,0.108811220104484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205978174913251,0.113247781701319,0,0,0.496238926298925,0,0,0,0.0561014796863371,0,0,0,0.180083532102596,0,0,0,0,0,-0.0151280312979296,0,-0.0215868968661981,0,0.0141786366504795,4.33680868994202e-19,0,0,0,0,0,0
X600019.SH,0,0.208163637341099,0,0,0,0,0.0123754401873158,0,0,0,0,0,0,0,0,0,0.00559149251087571,0,0,0.555022772228606,0,0.0553774847276477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00645239716864877,0,0,0,0,0,0.00927087775814294,0,0,0,0.00173892731933831,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0699993410484077,0,0.0346055618574596,0,0,0,0,0,0,0,0,0,0,0.622984104642173,0,0,0,0,0,0,0.161862250529224,0,0,0,0,0,0,0,-0.00540095348107154,0,0,0,0.0177790755958122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151377900296314,0.0734977430629459,0,0,0,0,0,0
X600309.SH,0,0,0,0.302598581832915,0,0.0783091327945078,0,0,0,0,0,0,0,0,0,0,0.0755408956930293,0,0,0,0,0.254698069138444,0.0842068685883184,0,0,0,0,0.144007162370142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234463959303245,0,0,0,0,0,0,0,-0.0463340125321592,0.20967306631176,0,0,0,0,0,0
X600010.SH,0.237823147459301,0,0,0,0,0.0113293774465872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169366034771193,0,0,0,0.0371021901235161,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0182555445342461,0,0,0.0851927982255398,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171094856899937,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0281082903949404,0.193753070649807,0,0,0,0.021895818084197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135518093557045,0,0,0,0,0,0,0,-0.0016932563084393,-0.0476727591677239,0,0,0,0,0,0
X600547.SH,0,0,0.000765063502794866,0,0,-0.0452328039234254,0.0702070271938744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471829109313584,0,0,0,0,0,0,0,0.485228071457128,0,0,0,0.258651478501503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189142824129363,0,0,0.0286685387394938,0,0,0,0
