,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X000301.SZ,X601898.SH,X600019.SH,X600111.SH,X600011.SH,X600660.SH,X600010.SH,X002271.SZ,X000877.SZ,X000708.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600426.SH,X600176.SH,X600362.SH,X000629.SZ,X600803.SH,X000408.SZ,X601991.SH,X600348.SH,X600027.SH,X000983.SZ,X600096.SH,X000723.SZ,X600160.SH,X000786.SZ,X002080.SZ,X600219.SH,X300073.SZ,X601699.SH,X600141.SH,X002353.SZ,X600157.SH,X600549.SH,X600378.SH,X000933.SZ,X300037.SZ,X600295.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0592974619574778,0,0,0,0,0,0,0.0439129430054929,0,0,0,0,0,0,0,0,0,0.0246253898988204,0,0.185262235200292,-1.73472347597681e-18,0,0,0,-0.0320801290483502,0,0,0.140621610488428,0,0,0,0,0,0,0,0,0,0,0.0321146905047262,0,0,0,0,-0.00186869640176009,0,0
X601088.SH,0,0,0,0,0.271613236754094,0.209069443243131,0,0,0,0,0,0,0,0.0696282557861702,0,0,0,0,0,0,0,0,0,0,0,0,-0.110489465925446,0,0,0,0,0,0.0655744951778129,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.212925425532469,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.0609237580536583,0,0,0.0457583373778964,0,0,0,0,0.0318916642094311,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.0126491280659083,0,0,0,0,0,0,0,0.00489245783464092,0,0,0,-0.00344719204047464,0,0.0122424109333805,0,0,0,0,0,0.0254681614716374,0,0,0,0.00876691168713746,0,0,0,0.0360679089159881,0,0,0,0,0.0141194805020559,0,0,0,0,-0.025849345016729,0,0
X600309.SH,0,0.0922115477506438,0,0,0,0,0,0,0,-0.0107924657999878,0.0841981305225702,0,0,0,0,0,0,0,0.0335250115254804,0,0,0,0,0,0,0,-0.0119553328363398,0,0,0,0,0,1.6940658945086e-21,0,0,0,0.00449941823923844,0,0,0,0,0,0.0690091712154993,0,0,0,0,0,0,0,0.0343923328166448,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.54048574285048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181510984826083,0.0425546813482862,0,0,0,-0.00774471722064993,0,0,0.0675356287485152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109512727984761,0,0
X002466.SZ,0,0,0,0,0,0,0.65565837620415,0,0.0657329001830149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.209583799880114,0,0,0,0,0,0,0,0,0,0,0.0548165475909358,0,0,0,0.245215371915316,0,0,0,0,-0.00426618189456349,0,0,0,0,0,0.0224281145322559,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.150019717361058,0,0,0.132047778642804,0,0,0,0,0,0,0.0286298799591456,0.0963693799755204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0354717796215402,0,0,0,0,0,0.00461838386206213,0,0,0,0.126332967154592,0,0,0,0,0.228570654967673,0.188883872123392,0,0,0,0,-0.0445761194069969,0,0,0,0.0514407901885014,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,-0.0126309173639603,0.0138161182125678,0,0,0,0,0,0.0280792036105385,0,0,0,0,0,0,0,0,0,0,0,0,0.0633515013688262,0.0420934126756824,0,0,0.0078188411785623,0.0476823789858917,0,0.079584609314021,0,0,0,0,0,0.0353661307090975,0,0,0,0,0,0,0.343580447013652,0,0.0408502952146501,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0313053278357889,0.232902942437368,0,0,0,0,0,0,0,0.0651397530322099,0,0.0856810328971816,0,0,0,0,0.10047427454361,0,0,0,0,0,0,0,0,0,0.0727811682173228,0,0,0,0,0,0,-1.73472347597681e-18,0.226643723659324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0387137674926036,0,0
X000301.SZ,0,0,0,-0.0917229702693138,-0.0254993077812306,0.274635822424851,0,0,0,0,0,0,0,0,0,0.145587178863263,-0.0265843251695419,0,0.353635189240314,0,0,0,0,0,0,0,0,0,0.35367925255477,0,0,0,0,-0.0489343176945346,0,0,-0.149317512322912,0.130744094269148,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,-0.190947319785827,-0.124150706640543,0,0,0,0.058342706118583,0,0
