,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X000301.SZ,X600019.SH,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X000877.SZ,X600886.SH,X601600.SH,X600795.SH,X600547.SH,X002271.SZ,X601991.SH,X600027.SH,X600426.SH,X600803.SH,X600362.SH,X600176.SH,X000983.SZ,X601699.SH,X000408.SZ,X000723.SZ,X600096.SH,X000629.SZ,X600348.SH,X000786.SZ,X600141.SH,X600995.SH,X600160.SH,X000933.SZ,X600219.SH,X000807.SZ,X600157.SH,X300073.SZ,X002353.SZ,X002080.SZ,X600985.SH,X600549.SH,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0655864757688185,-0.0527500952069961,-0.0109705165611264,0,0,0,0,0,0,0,0,0,0,0,-0.0385669928111404,0,0,0,0,0,0.146875898881826,0.176629694508297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378397418122036,0,0
X601088.SH,0,0,0,0,0.324146429700719,0.218935458927076,0,0,0,0.0230574553978079,0.086700315549881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119897254249077,0,0,0,0,-0.130304151082694,0,0,0,-0.0300823124323508,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.00335322350094173,0,0,0,0,0,0
X600028.SH,0,0,0,0.0272019016653945,0,0,0,0,0,0.0250409014961963,0,0,0,0,0,0.0339463310048748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595541409013932,0,0,0,0,0.00437479491479602,-0.0120703746243505,0,0,0,0,0,0.0260392708461257,0,0,0,0,0,0,0,0,0,0.0138200813666915,-0.00411895856847559,0,0,0,-0.0172210647091797,0,0
X600309.SH,0,0,0,0,0,0.0221465020587612,0,0,0,0.0746836971121024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06632988478319,0,0,0.0706605880415951,0,0,0,0,0.0011174514766515,-0.00746853117819855,0,0,0,0,0.0392500051882506,0,0,0,0,0,0,0,0,0.0150112395957564,0,0,0,-0.00985003686059786,0,0,0,0,0,0
X600188.SH,0,0.0967700500734868,0,0,0,0,0,0,0,0.585514682835594,0,0.00287259220383859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153726020475844,0.0188754876438331,0,0,0.052547868028639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00648609863128614,0,0
X002466.SZ,0,0,0,0,0,0,0.459161910937825,0,0.136752677273325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0551261381919719,-0.0736579097247819,0,0,0,0,0,0,0.447452221263432,0,0,-0.126328196049183,0,0,0,0,0,-0.0497512604606842,0,0,0,0,0.0802862968309639,0.0791470027426074,0,0,0,0,0,-0.00967625262250961,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.308916397901161,0,-0.265054189373098,0,0,0,0.0687003928188355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126282529757547,0,0,0,0,0,0,0,0.055049556257793,0,0,0.247836079591021,0,0,0.0494248898247313,0,0,0,0,0,0,0,0.0992452034991374,0,0,0.0109764868540918,-0.057578239919229,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0424632168080515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00917786243926078,0,0.0196254127106097,0,0,0.0281954580475454,0,0,0,0,0.0548234236291131,0,0.0121558929232603,0.0648570408081825,0.0616597045491385,0,0.166937670895157,0,0,0.031071464119192,0,0,0,0,0,0,0,0,0,0.0312000288605839,0,0.0198025073083287,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.29386690776822,0.122848190669538,0,0,0,0.0955308923571937,0,0,0,0,0,0.0197435156085283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767700749126622,0,0,0,0,0,0.174844456074419,0,0,-0.0563861631824876,0,0,0,0,-0.012033227697056,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.022582467581661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196198871971842,0,0,0,0,0,0,0.416621182192034,6.93889390390723e-18,0,0,0.156794753245619,0,0,0,0,0,0,0.0102736699607812,0,0,0,0,0.184956711695459,-0.0660507719391796,0,0,0,0,0,-0.0122225339285753,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.028312167754378,0,0,0,0,0,-0.0235205450831603,0,0,0,0,0.0783193779159297,0,0,0,0,0,0,0,0.697596423433688,0,0,0,0.104914852892331,0,0,0,0,0,0,-0.167606634956967,0,0,-0.0442525508687201,0,0,0,0,0.208983983106972,0,0,0,0,-0.0118055356944957,0,0,0,0,0,0,0,0.0856035326780537,0,0
X000301.SZ,0,0,0,0,0,0.0798653481285156,0,-0.010186075769654,0,0,0,0,0,0,0,0,0.15397117139054,0,0,0,0,0,0,0,0,0,0.20067994318422,0,0,-0.160628445171681,0,0,0,0,-0.044957439086262,0,-0.233733933110196,0,0.30122668517604,0,0,0,0,0,0,0,0.301876223857021,0,0,0,0,0,-0.0546954403911642,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0136379840929911,0,0,0,0,0.0366943467108541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04848344534126,0,0,0,0,0.0364469898632163,0,0.205165161169177,0,0,0,0.0580695312430706,0,0,0,0,0,0,0,0,0,0,0,-0.0401555995629773,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0407965115608876,0,0,0,0,0,0,0,0,0,0,-0.0377640134282981,0,0,0,0,0,0,0.0257309263558204,0,0,0.0435382733291085,0,0,0,0,0.270574027385036,0.0556975256986857,0,-0.0214093499542829,0,0,0,0.0825671187494549,0.0220504923003395,0,0,0,0,0,0,0,0,0.156559228781317,0,0,0,-0.0467536807946192,0,0,0,-0.0867651610420722,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.0671897366521439,0,0.0410047937259461,0,0,0,0,0,0,0,0,-0.0844749323157875,0,0,0,0,0,-0.0729286469721512,0,0,0,0,0,0,0,0.0153999364632751,0.11884452064095,0,0,0,0,0,-1.73472347597681e-18,0,0,0.178131940125528,0,0.0370585771763978,0,0,0,0,-0.0610234881869865,-0.0510957908434003,0,0,0,0,0,0
