,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X000792.SZ,X600011.SH,X601898.SH,X600019.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X600547.SH,X000301.SZ,X600886.SH,X600795.SH,X000877.SZ,X002271.SZ,X601600.SH,X600426.SH,X600362.SH,X600027.SH,X600176.SH,X600803.SH,X601991.SH,X000983.SZ,X601699.SH,X000408.SZ,X600160.SH,X000629.SZ,X000786.SZ,X000723.SZ,X600219.SH,X600378.SH,X600995.SH,X600348.SH,X002080.SZ,X600096.SH,X600489.SH,X600157.SH,X000933.SZ,X000807.SZ,X600985.SH,X600688.SH,X600141.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.24804142703484,0,0,0,0,0,0,0,0.217037049115179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0818478223089901,0,0,0,0,0,0.00865742657030371,0,0,0,0,0,0,0,0,0.0429102793585085,0,0,0,0,0,0,-0.00828927003234729,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0597932172993467,0.477761737303237,0,0,0,0,0,0.106168610120884,0,0,0,0,0,0,-0.0238095804068539,0,0,0,0,0,0,0,-0.0436819198154479,0.110887504492757,0,0,0.0346813626090051,0,0,0,0,0,0,0,0.049176287227655,0,0,0,0,0,0.0574192771354659,0,0,0,0,0,0,0,-0.0049621572259332,0,0,0,0,0,0,0
X600028.SH,0.566789883377757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137986635413221,0,0,0,0,0,0.0730546816722836,0.0135445467568282,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.000456747215109358,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.0160936094220547,0,0,0,0,0,0,0,0,0,0,0.147606834630996,0,-0.0413898801337187,0,0,0,0.230671489142107,0,0.022537557904369,0,0.13481437118259,0,0,0,0,0,-0.0558133737636487,0.190462293977278,0,0,0.00750088281772442,0.0116104230144207,-0.120525211804515,0,0,0,0,0,0,0,0,0,0,0,0.00900703141345202,-0.0662189610658393,0,0,0,0,0,0
X600188.SH,0,0.772309763849399,0,0,0,0,0,0,0,0,0.102066927833375,0,0,0,0,0,0,0,0,0,0,-0.0422594868694317,0,0,0,0,0,0,0.00926132594231003,0.0484783358104582,0,0,0,0,0,0,0,0,0,0.00702753576850346,0,0,0,0,0.159795319949108,0,0,0,0,0,0,0.0317225244702857,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.520130187328803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112334326041558,0,0,0,0,0,0.0608017616563101,0,0,0,0.0781743103144991,0,0,0.0812405510675197,0,0,0,0,0.144568521290276,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.479847985145484,0,0,0,0,0,0,0,0,-0.0194378444582737,0,0,0,0,0,0.0421149007352826,0,0,0,0,0,0,0,0.0823663033889606,0,0.0107725239858633,0.446792991744494,0,0,0,0,0,0,-0.0588758126944626,0,0,0,0,0,0,0,0,0,0,0.0806395350300848,0,-0.0147155258148434,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0508952970550763,0.0956910583350241,0,0,0,0,0,0.0644527787552417,0,0,0,0,0,0,0,0,0,0,0,0,0.0249978139973958,0,-0.0201027484059928,0.0389153531209707,0,0,0.40899093403695,0,0,0,-0.0133359348389038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289874440858162,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.233843691157816,0,0,0,0,0,0,0,0.168457784330809,0,0,0,0,0,0,0,0,0.0752087612411537,0,0,0,0,0,0,0,0,0.246342800304694,0,0.0331859993252069,0.134552858665036,0,0,0,0,0,0,0,0,0,0,0.080258223464015,0,0,0,0,0,-2.11758236813575e-22,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017688410166814,0,0,0,0.232258593342508,0,0,0.279685663879934,0,0,0.00774817080456704,0.100289920138089,0,0,0,0,0,0,0.0435948895914336,0,0,0,0.0386066026772843,-0.239041301419737,0,0,0,0,0,0,-0.0434077555554726,0.0471195065125495,0,0,0,0,0,0
