,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600886.SH,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X600426.SH,X002271.SZ,X600362.SH,X600795.SH,X000877.SZ,X601699.SH,X000983.SZ,X600176.SH,X600489.SH,X600027.SH,X600803.SH,X000786.SZ,X000807.SZ,X601991.SH,X000932.SZ,X000630.SZ,X600160.SH,X000933.SZ,X600219.SH,X000408.SZ,X000629.SZ,X600985.SH,X002080.SZ,X600612.SH,X600688.SH,X300037.SZ,X002353.SZ,X600096.SH,X000539.SZ,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.704708297638745,0,0,0,0,0,0,0.0102275279569466,0,0,0,0,0,0,0,0,0,0,0.149445360056017,0,0,0,0,0,0,0.00262692776159136,0,0.0766732484205237,0,0,0,0,0,0,0,0.0326684312192684,0,0,0,0,0,0,0,0,-0.140983669208484,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.544292064956342,0,0,0,0,0,0.0165296026004086,0,0,0,0.0290877226304948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234304639993013,0,0.0455512057661538,0,0,0.0849499568713235,0,0,0,0,0,0,0.0266059475734913,0,0,0,0,0,0,-0.15203241659181,0,0,0,0,0.0238682622479065,-0.0108551131705128,-0.0349073527168196,0,0,0,0
X601088.SH,0.0198061621850164,0.0488833983043002,0,0,0.125047763076586,0,0,0,0.188439756344913,0,0,0,0,0,0,0,0.129520562296002,0,0,0.0184422674817337,0,0,0,0,0,0,0,0,0.000567348516063557,0,0,0,0,0,0,0,0,0,0,0,0,0.0309449002270337,0,0,0,0,0.0556209021411348,0,0,0,0,-0.00825620523024714,0,0,0,0,0,0,0
X600309.SH,0.0553141013154555,0,0,0,0,0,0,0,0,0,0.0410261373567685,0,0,0.150120647962772,0,0,0,0,0,0,0,0.152497167850684,0,0,0,0,0,0,0,0,0.00788162515174172,0,0.067389173492143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034434471209595,0,0,0,0.0322728798958202,-0.0433259314267449,0,0,0,0,0,0
X600188.SH,0,0,0.77218582309573,0,0,0,0,0,0,0,0.0901126559392605,0,0,0,0,0,0,0,0,0,0.162820839920046,-0.127517025471446,0,0,0,0.21526544668281,0.181386513996567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158608518304501,0,0,0,0,0,0,0,0.0476442602213299,-0.0275820040289113,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0518593787982547,0,0,0,-0.239841627945462,0,0,0,0,0,0,0.151183146327494,0,0,0,0,0,0,0,-0.0360535213229827,0,0.0496898746887244,0,0,0,0,0,0.105150788170681,0,0,0,0,0.00101457455480457,-0.0242819200444282,0,0,0.124777853486035,0,0,0.396510506100031,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0150007325325579,0,0,0,0,0,0,-0.0104506984912498,0.00161805320869307,0,0,0,0.169965996583003,0,0,0,0,0,0,0.0501000691953493,0,0,-0.0182984907204013,0.169277822256517,0,0,0,0.301608835575545,0,-0.0155029997693308,0,0,0,0,0,0,-0.0241953973043403,0,-0.212713544105374,0,0,0,0.148811868102518,0,0,0.0419922470013865,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222635516334176,0,0,0,0,0,-0.348352637093609,0,0,0,0,0,0,0,0.394944209777497,0,0,0,0,0,0,0.0200614083641523,0,0,0,0,0,0,0,0,0,0,0,0.133362087608405,0,0,0.0165212430212657,0.0298522851773673,0,0,0,0,0,0
X601898.SH,0.0560981821906685,0,0,0,0,0,0,0,0,0.0228047988063432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141411490852593,0.156627511376158,0,0,0,0.139617335026068,0,0,0,0,0.158604259653531,0,0,0,0,0.125705222794244,0.0839723223832713,0,0,0,-0.109646043637483,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.109160640881317,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244512221390567,0,0,0,0,-0.0279877356354982,0,0,0,0,0.392816542379844,0,0.0716903553598797,0,0,0,0,0,-0.0166769854115689,0,0,-0.0552822641333963,0,0,-0.0742267534179459,0.113484753492331,0,0,0.0160684509742028,0,0,0,0,-0.0119722683761438,0,0,0,0,0,0,0
X601600.SH,0.0627149287973045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584128558314999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258915690110095,0,0,0,0,0,0,0
X600660.SH,0,0,0,0.147246638521316,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210017019042467,0,0,0,0,0.0161951043320099,0,0,0,0,0,0,0,0,0,0,0,0,0.087209909299253,0,0.0099178402229702,0,0,0,0,0,0,0,0,0.134110519559875,0,0,-0.175593871467589,0,0,-0.0302909061047676,0.0515029019232286,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313797020418592,0.0863530910991131,0,0,0,0.102250810118004,0.0786973835473884,0,0,0,0,0,0.037007984914481,0,0,0,0.0450599735392643,0.070539309355757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.000314817330040398,0,0,0,0,0,0
