,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600886.SH,X601600.SH,X600585.SH,X600660.SH,X600547.SH,X600795.SH,X000792.SZ,X600362.SH,X600027.SH,X000708.SZ,X600489.SH,X600111.SH,X600010.SH,X601699.SH,X002460.SZ,X600803.SH,X600160.SH,X000983.SZ,X600426.SH,X601991.SH,X000301.SZ,X002466.SZ,X000786.SZ,X000933.SZ,X000807.SZ,X002128.SZ,X000877.SZ,X000630.SZ,X600985.SH,X600176.SH,X600219.SH,X601168.SH,X000408.SZ,X000883.SZ,X600348.SH,X600096.SH,X600612.SH,X002271.SZ,X002353.SZ,X000027.SZ,X000932.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0373517628258948,0.52319432004577,0,0,0,0,0,0,0.0831510909453855,0,0,0,0,-0.102274596890194,0.102023860246202,0,0,0.0340314317134333,0,0,0,-0.0264247258962843,0,0,0,-0.0302616222649469,0,0,0,0,0.0615046235324578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0274250275510752,0.0253262258587635,0,0,0,0,0,0
X601088.SH,0.184593620410677,0,0,0,0.129209588113344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663953971711687,0,0,0.0332428951274964,0.087538129882427,0,0,0,0,0,0,0,0,0,0.0166109836346106,0,-0.0639453403527248,0,0,0,0,0,0.0870831104649382,0,-0.064144343965172,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.453384393830948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022548134169809,0.0290049081959123,0,-0.0381992294264677,0,-0.00618924821066102,0,0,0,0,0,0,0,-0.123788505281892,0,0.0169114565299601,0,0,0,0,0,0,0.0207337498068185,0,0,0,0,0,-0.0161511298418349,0,0.0307643102396832,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646834870235497,0,0,0,0.026086890590013,0,0,0,0,0,0,0,0,0,0,0.0679005379017408,0,0.0408965935658357,0,0,0,0,0.11419486382145,0,0,0,0,0,0,0,0,-0.0256460031489763,0,0,0,0,0,0.0178530996513689,0,0,0,0.0221918292829639,0,0
X600188.SH,0,0,0,0,0,0.0215675232987985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226177375109544,0,0,-0.00898541358206193,0,0,0,-0.0109210725497622,0,-0.238685546161902,0.0142038684562932,0,0,0,0,0.303414826215965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197695532668646,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0247433447092909,0,0,0,0,0,0,0,0,0,0,0,0,0.0708120073124216,0,0,0,0.221672054156516,0,0,0,0,0,0,0,0,0,0,0,0.0399026537568328,0,0,0.30603626582781,0,0,0,0,0,0,0,0,0,0.0475225662202356,0,0,0,0,0.0135564972710934,-0.0101078164168085,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22375219411045,0,0,-0.0865351862683348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01761652532044,0,0,0.0909339949182273,0.0151563354957368,0,0,0,0,0.286354371362254,0,0,0,0.0150461901653966,0,0,0,0,0,0
X600011.SH,0.0357528472259217,0,0,0,0,0,0,0,0,0,0,0,0,0.248794867929922,0,0,0.443174203023958,0,0,0,0,-0.0265160859838473,0,0,0,0,0,0.095812625230158,0,0,0,0,0,0.0673484324961841,0,0,0,0,0,0,0,0,0,0,0,0,0.0295694380619383,0,0,0,0,0,0.0515280302118378,0,0,0,-0.0395100648236469,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217537261508069,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.0350378086929311,-0.0204322710991218,0,0,0,0,0,0,0,0,0,0,0.144583905570289,0,0,0,-0.0823791856536082,0,0,0.0015921224024532,0,-0.0697096173627299,0,-0.0162083537788168,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10818395176097,0,0,0,0,0,0.0865867175064854,0,0,0,0,0,0,0,0.17803389854044,0.167052985699816,0,0,0,0,0,0.0437490851568007,0.252831462346419,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0274475330450991,0,0,0,0,0,0,0,0.00948557454494087,0,0
