,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X601158.SH,X600299.SH,X600583.SH,X000027.SZ,X601992.SH,X600309.SH,X000539.SZ,X600352.SH,X000898.SZ,X000630.SZ,X000709.SZ,X000792.SZ,X600021.SH,X000883.SZ,X600660.SH,X002470.SZ,X600098.SH,X600623.SH,X601918.SH,X600307.SH,X600489.SH,X600863.SH,X002466.SZ,X000629.SZ,X300072.SZ,X600578.SH,X600022.SH,X600547.SH,X600008.SH,X000060.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.550424954969612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715096511859013,0,0,0,0,0,0,0,0,0.0333562799539578,0,0,0,0,0,0.0195455793006356,0,0,0,0,0,0,0,0,0.0541311256296622,0,0,0,0,-0.0119480275962408,0,0,0,0,0,0,0
X600028.SH,0.113789468260504,0,0,0,0,0,0,0.0387639784095368,0,0,0.0234984496196393,0,0,0,0.0397297644600572,0,0,0,0,0.0284381596033908,0,0.0528508672148825,0,0,0,0,0,0,0,0,0.0694579297564993,0,0,0,0,0,0.0239409808285334,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00916408420967999,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.134361661617053,0,0.010997908467349,0,0,0,0,0,0.332408261460351,0,0,0,0,0,0,0,0,0.0411784887310382,0,0.111558492663798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113916860201903,0,0,0,0,0,0,0,0,0,-0.0265851903860607,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0303439581064181,0,0,0,0,0,0,0.462366016164865,0.0416694890921512,0,0,0,0,0.0860261472791937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715562301256552,0,0,0,0,0,0,0.0218130784266229,0,0,0,0,0,0,0,0,0,-0.0142425867619735,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262964062983923,0,0,0.323454577636332,0,0,0,0.176628308035843,0.0525289314501276,0,0,0,0,0,0,0,0,0.0479230206462035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921967060294852,0,0,-0.0209865507930809,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.159679291485999,0,0,0.0532807999787051,0,0,0.0189835271816505,0.089150163618537,0,0,0,0,0.0406659545029544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699270418297648,0,0,0,0,0,0,0,0,0.0126789886664197,0,0,0,0,0,0,0.0942156230557878,0,0,-0.0220373427491756,0,0,0,0,0,0,0
X600585.SH,0,0,0.182775938621856,0,0,0,0,0,0.396444505799995,0,0,0,0,0,0,0,0,0,0,-0.0454994097162333,0,0,0,0.224464168395858,0,0,0,0,0,0,0,0,0,0,0,0.0167404987493849,-1.0842021724855e-19,0,0,0,0,0,0,0,0,-0.0265100754515266,0,0,0,0,-0.012501844676299,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198275668442132,0,0,0,0,0,0,0.0623051292819086,0,0,0,0,0,0,0,0,0.257696236300106,0,0,0,0,0,0.154240169988079,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0329529163558193,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0365253890684289,0,0,0,0.0380401201055221,0,0,0,0.0163247426210355,0,0,0,0,0.00942029905400894,0,0.0481186125040035,0,0.215685647904172,0,0,0,0,0,0,0,0,0.0072892226854894,0,0,0,0,0,0,0.0413412529838844,0,0,0,0,0,0,0.139097685179938,0,0,-0.0171770927502864,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.15567911490426,0,0,0,0,0,0,0.227693823223338,0,0,0,0.112088380430556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693016450862902,-3.46944695195361e-18,0.0677973237985441,0.0494725495852524,0,0.0210018560965489,0.111423376545469,0,0,0.0538302421210557,0,0,0,0,0,-0.0052746801007461,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302709812431827,0,0.0368596654884763,0,0.300184199885936,0,0,0,0,0,0,0,0,0.212274712806583,0,0,0,0,0,0,0,0,0,0.168467657944783,0,0,0,0,0,0,0,0,0,-0.0336471045958591,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.230790507279395,6.93889390390723e-18,0.0592833208789443,0,0,0,0,0.07629121238025,0,0.0577201309608377,0,0,0,0,0.089483523370301,0,0,0.0836251116840283,0,0.117497865037131,0,0,0,0,0,0,0.135973383281933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00143035332125681,0,0,0,0,0,0,0
