,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000792.SZ,X600111.SH,X600011.SH,X002271.SZ,X600660.SH,X000877.SZ,X002466.SZ,X600188.SH,X000708.SZ,X600010.SH,X601600.SH,X601898.SH,X600547.SH,X000301.SZ,X600362.SH,X600886.SH,X600176.SH,X600426.SH,X000786.SZ,X000723.SZ,X600219.SH,X600803.SH,X601991.SH,X600795.SH,X002080.SZ,X600027.SH,X000408.SZ,X600688.SH,X000825.SZ,X002353.SZ,X000807.SZ,X600801.SH,X600352.SH,X300073.SZ,X600489.SH,X000959.SZ,X000932.SZ,X601699.SH,X600486.SH,X000630.SZ,X300037.SZ,X600157.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022764414354587,0,0,0,0.0421376050468325,0,0,0,0,0,0,0,0,0,0,0,0.0929687171386921,0,0.129868367577127,0,0,0,0,0,0,0,0,0,0,0,0.169397438544198,0,0,0,0,-0.0254598918090803,0,0,0,0,0,0,0
X600028.SH,0.225550912707924,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448032682488529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0844786602221299,0,0,0,0.0477124239954675,0,0,0,0,0,0,0,0.00793294610537406,0,0,0,0,-0.0157846987422185,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234106577984416,0,0,0,0,0,0,0,0,0,0,0.0342846443376626,0,0,0,0,0,0,0,0,0.134219754991307,0,0,0,0,0,0,0,0.0207630672215432,0,0,0,0,0,0,0,0,-0.00810036264197877,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0197517730969434,0,0,0,0,0.0051613802121939,0.0275189540040919,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0399976888334243,0,0,0,0,0,0.0285174755043535,0,0,0,0,0,0,0,0,0,0,0.0255992373454112,0,0.0257734971984676,0,0.149124827274859,0,0,0,0,-0.0390434582100929,-0.0101951558496507,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.0358687309696,0,0,0,0.114832330121354,0.0246188476117516,0,0,0,0,0,0,0,0,0,0.148924253462857,0,0.111881855990854,0,0,0,0,-0.0465859361621162,-0.0461936630664191,0,-0.00280473329140781,0,0,-0.0372991320104624,0,0.382735549682266,0,0,0,0.0514844755488833,0,0,0,0,0,0,0,0,-0.0287042385926347,0.0285288918592763,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.103046778612076,0,0.589015289830945,0,0,0,0,0,0,0,0,0,0.0789750198651704,0,0,-0.125288732955478,0,0,0,0,0.100297527118712,0.0182269404386853,5.2524174898011e-05,0,0,0,0,0,0,0.138194904085893,0,0,0,0,0,0,0.0283982785957404,0,0,0,0,0,0,0,0,-0.0735178412722185,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.00671477262805998,0.00776923248980656,0,0,0,0.0663113990912446,0,0.0197612726543565,0,0,0,0,0,0,0,0,0,-0.0299988833593707,0,0,0,0,0,0.0860148102727939,0,0,0,0,0,0.0130030498740424,0,0,0,0,0.334476009578789,0.0901060334359051,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,-0.00710460450792701,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.197798683516347,0,0,0,0,0.153145651718496,0,0,0,0,0,0,0,0,0,0,0,0,0.230132758100311,0,0,0,0,0,0,0.113025088405238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135958917031925,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.00406979601860585,0,0,0,0.518463346457949,0,0,0.278827923963164,0,0,0,0.0357471759337025,0,0,0,0,0,0.0240770613262163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0422393388434561,0,0,0,0,0,0,0,-0.0939724172315942,0.0982839491443932,0,0.228175206626768,0,0,-0.0306137093819741,0,0,0,0,0,0.143968908461153,0.385741022945841,0,0,0,0,0,-0.0314214464087115,0,0,0,0,0,0,0,0,0,0.186214832004876,0,0,0,0.00786284320236864,0,0,0,0,0,0
