,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X300072.SZ,X601600.SH,X600688.SH,X600547.SH,X600795.SH,X600309.SH,X600362.SH,X601991.SH,X600660.SH,X600188.SH,X600886.SH,X601992.SH,X600027.SH,X600157.SH,X600111.SH,X600339.SH,X600489.SH,X002466.SZ,X000898.SZ,X600299.SH,X000709.SZ,X000959.SZ,X601158.SH,X000408.SZ,X000792.SZ,X600583.SH,X000630.SZ,X000883.SZ,X600352.SH,X600219.SH,X000983.SZ,X002460.SZ,X000539.SZ,X002092.SZ,X000723.SZ,X000027.SZ,X000825.SZ,X600578.SH,X600176.SH,X600098.SH,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.230124641420177,0,0,0.110552567780373,0,0,0,0,0.0163362579610882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0391721398111105,0,0,0,0,0.010566430061648,0,0,0.0395554050390432,0,0,-0.00315859384614633,-0.00154323676390265,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0752871866465479,0,0.222502842062122,0,0,0.0100787239325677,0.00476415786410609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296593324900762,0,0,0,0,0,0.0692338020150144,0,0,0.00606592418110352,0,0,0,0,0,0
X601088.SH,0,0,0,0.011242325819698,0,0.185291151884232,0,0.104630902394893,0,0,0,0,0,0,0,0,0,0.0915239291741116,0.0414009320393261,0,0,0,0,0,0,0,0.0900006246557869,0,0.0551681183559395,0,0,0,0,0,0,0,0,0,0.0884180484783724,0,0,0,-0.0188142610027739,0,0,0,0,0,0,0,-0.00696152111578688,0.00195630107374365,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,-0.138788312682786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332248252467932,0,0,0,0,0,0,0,0,0,0,0,0,-0.0380677638305381,0,-0.149199621839866,0,0,-0.0279878352114075,0,0,0,-0.0492491479536617,0.121301294619058,0.0193775923447993,-0.0153421174630772,0.295067669318824,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.23631603544911,0,0,0,0,0,-0.0162782815686859,0,0,0,0.143457224041597,0,0,0,0,0,0,0.100525755181303,0,0,-0.103243860728781,0,-0.0531344487635709,0,0,0,0,0,0,0,0,0,0,-0.166255675740087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0.171694096375896,0,0,0,0,0,0,0,0,-0.249612495114974,0,0.0721292856987675,0,0,0,0,0,0,0.00482721264440919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00685099533773612,0,0,0.0593674318016293,0,0,0,0,0,0,-0.0228513933260709,0.0559754149064285,-0.0215611511062522,0,0,0,0,0,0
X600010.SH,0,0,0,0.0461655347731998,0,0,0,0,0,0.0470967265562615,0,0,0,0,0.0467053761863226,0,0.00417994026417737,0,0,0,0,0,0,0,0,0,0.190209653681351,0,0,6.9698922354613e-05,0,0,0,0,0,0,0,0,0,0,0,0.0724226904834169,0,0,0,0,0,0,0,0,-0.00765638522949365,-0.00023806126595564,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.00390318669313839,0,0,0,0,0.11367536131164,0,0,0,0,0,0,0,0,0.0977279344774606,0,0,0,0,0,0.00817552482999667,0,0,0,0.280005850283353,0,0,0,0,0.160426314280651,0,0,0.0244138188277054,0,0,0,0,0,0,0,0,-0.00183714720480059,-9.52422955917483e-05,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205842908378286,0,0,0,0.045034281166457,0,0,0,0.0175775619208095,0,0,0,0,0,0.0332113158232714,0,0.231034657402383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174675463644959,0.069752994108055,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0485746645639624,0,0,0,0,0,0,0,0,0,0.181932384568844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530878448035504,0,-0.0181424199133501,0,0,-0.0167515856293311,0,0,0,0,0,0,0,0.00719296953544568,-0.00640283391075695,0,0,0,0,0,0
