,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600886.SH,X601898.SH,X600010.SH,X600660.SH,X601600.SH,X000792.SZ,X600362.SH,X600688.SH,X000786.SZ,X600188.SH,X600352.SH,X601991.SH,X600795.SH,X600027.SH,X600111.SH,X601992.SH,X600299.SH,X600176.SH,X002075.SZ,X600489.SH,X000401.SZ,X000723.SZ,X600426.SH,X002466.SZ,X601158.SH,X600219.SH,X600126.SH,X000898.SZ,X000932.SZ,X002353.SZ,X600529.SH,X600486.SH,X000883.SZ,X000553.SZ,X600516.SH,X600583.SH,X600612.SH,X000709.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.052765699073147,0,0,0,0,0,0,0,0,0,0,0.0142172158866645,0,0,0,0,0,0,0,0,0,0.0942254030817559,0,0,0,0,0,0.0196567824026825,0,0,-0.0369391500846628,0,0,0.00361520437268292,0,0,0,0,0,0.118797260450717,0,0,0,-0.00963739004459825,0.0081857676126773,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051814557048946,-0.0135433357886789,0.0997790753771141,0,0,0,0,0,0,-0.00557925485662008,0,0,0.0864668260842296,0,0,0,0.0100676136588018,0,0,0,0,0,0.00359542074682637,0.000195726387628175,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0679721200021741,0,0,0,0,0,0,0.392377802633214,0,0,0,0,0,0,0,0,0.0831269755494657,0,0,0,0,0,0,0,0,0,0,0,0.0761444421676585,0,0,0.00979105395008879,0,0,0,0,0,0,0,0.0583956807423712,0,0,0,0,0,0,-0.0233352646900463,0.00507964597162703,0.00321130891836681,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0331761231637139,0,0,0,0.0443600703243372,0,0,0.0615590156897358,0,0,0,0,0,0,0,0,0,0,0.019756888654405,0,0,0,0,0,0,0.121448290741444,0,0,0,0,0,0,0,0,0,0,0,0.0388579331764717,0,0,0,0,0,0,0,0,0,0.000987672137890487,0.0174566287599599,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0193571640127114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743517033718472,0.109893977445729,-0.0273502760791889,0,0,0.0548635438885152,0.0172653198190925,0.0648960963171762,0,0,0,0,0,0.154934497120294,0,0,0,0,0,0,0,0,0,0.0239163834541574,0.0139129701875914,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440469064441427,0,0,0,0,0,0,0.0227156987560195,0,0,0,0,0,0,0.137203904751124,0,0,0.0873045319487596,0,0,0.0315594215225546,0.0322470731181015,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217233207444221,0,0,0,0.033958262380032,0.130409461101442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823583811441946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141468489698637,0.00501717220433142,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.150197734923538,0.119249689403483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576971870828763,0,0,0.0717001777217016,0,0,0,0,0,0.153994968675772,0,0,-0.146561963998311,0,0.00346177375937617,0,0,0,0,0,0
X600011.SH,0,0,0,0.188505848452272,0,0,0,0,0,0,0,0,0,0,0,0.0349499562100433,0,0,0,0,0,0,0.0885732706727434,0,0,0.246211403900627,0,0,0.121792263614619,0,-0.0306545247442541,0,0,0,0,0,0,0,0,0,0,0,0.0664526567362643,0,0,0,0,0,0.0489087139876444,0,0,0,0.00706288387926775,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.121028070602461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0946494461887729,0,0,0,0,0.19058602065293,0,0,0,0,0,0.121514334637342,0.393659463611293,0,0,0,0,0.00512969326608264,0,0,0,0.00890332184488853,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0.0420167771835908,0,0,0,0,0,0,0,0,0,-0.110491743149047,0.130569661930539,0,0,0,0,0,0,0,0,0,-0.153301896415845,0,0,0,0,0.00870244418493985,0,0,0.0270234919875688,0,0,0,0.151127870806162,0,0,0,0,0,0,0,0,0.00519503532663329,0.0244089653786374,0,0,0,0,0,0
X600801.SH,0,0,0.130409938768102,0,0,0,0,0,0,0.0121415034518212,0,0,0,0,0,0,0,0,0,-0.0337972628297998,0,0,0,0,0,0,0,0,0,0,0,0,0.239965124455043,0.0369619824093769,0,0.0117718694171484,0,0,0.0135651531824738,0,0,0.060876307741887,0,0,0,0,0,0,0,0,0,0.0141458552992471,0.0224675887806934,0,0,0,0,0,0
X600886.SH,0,0,0,0.265606208695242,0.133112782121251,0.0627956504532415,0,-0.0325349022650529,0,0.0285431266214247,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547589476282031,0,0.0276101156740391,0,0,0,0,0.0285220706391952,0,-0.0167293383150786,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.00242141380253573,0.00570289063269007,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815742069790074,0,0,0,0,0,0,0.0782963735946896,0.108022797075182,0,0,0.145627885521214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027810922497827,0.0415874154499528,0.048064571427657,0,0,0,0.00381291451825223,-0.00410997221439733,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255622449141687,0,0,0,0.00343249980852901,0,0.0548421578074005,0,0,0,0,0,0.00922985613314531,0.0178476508576015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106583011854699,-0.00566653699768193,0,0,0,0,0,0
X600660.SH,0,0,0.0065454507215399,0,0,0,0.213612481039612,0,0,0.152078048778172,0,0,0,0,0,0,0,0.073161116308625,0,0.0285947959910632,0.0880739998777719,0,0.0534870633115912,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0271999003679808,0,0,0.0353938735169553,0,0,0,0,0,0,0,0,0,0.0258368351776467,0.0131567349574751,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.00379369754121924,0,0,0,0,0,0,0,0,0,0,0.0166135932849579,0,0,0,0,0,0.080497566174782,0,0,0,0,0,0,0,0.0421716598807331,0,0,0,0,0,0,0.00151426334516713,0,0,0,0,0.109858558485787,0,0,0,0,0.0145984845098452,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194471630985005,0,0,0,0.145115966661884,0,0,0,0.11167905118331,0,0,0,0,0,0,0,0,0,0,0,0.157604431500879,0,0,0,0,0,0,0,0.00123402643774559,-0.00290070673239654,0.0167538547878959,0,0.030488445142348,0,0,0,0
X600362.SH,0,0,0,0,0.144446736906452,0.0524446018677661,0,0,0.23012344557909,0,0,0,0,0,0,0,0,0.0264015110796666,0,0,0,0,0.0359603202982617,0,0,0,0,0,0.0100828240782927,0,0,0,0,0,0,0.0549657685330928,0,0,0,0,0,0.0507678297886941,0,0,0,0,0,0,0,0,0,0.0183412231398548,0.0315445772285015,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0.212809990990982,0,0.103335829072666,0,0,0.104163857757127,0,0,0,0,0,0,0.358471423216447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574834828701576,0,0,0,0,0,0.0887881250899851,0,0,0,0.214308717388511,0,0.0412379819963308,0,0,0,0.0306295970896169,0.0278843033347946,0,0,0,0,0,0
X000786.SZ,0,0,0.210408867175096,0,0,0,0,0,0,0,0.160996941820717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316530336224874,0,0.0568507271289237,0.0162549944138109,0,0,0,0,0,0,0,0.117761996686233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457880213012615,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.0142993431345439,0,0,0,0,0,0,0,0,0,-0.00832694449203028,0,0,0.13370368949216,0,0,0,0,0,0.173614148389025,0,0,0,0.0455113885735227,0,0.114253939284825,0,0,0,0,0,0,0.0136154317555743,0,0,0,0,0,0,0,0,0,0.00731618261571573,0.000361735963682439,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0.0688886814167726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329528087144432,0,0,0,8.67361737988404e-19,0,0,0.0185516219964517,0.159061736639997,0,0,0,0,0,0,0,0,0,0,0,0.129702168140936,0,0,0,0,0.025759406332612,0.00170701193896389,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656603767844825,0,0.00816499917731844,0,0,0.139612884438535,0,0,0.0421141647316028,0,0,0,0,0,0,0,0,0.155934244321351,0,0,0,0,0,0,0,0,0,0,0,0.199919251107831,0,0,0,0,-0.000626454513347216,0.00514959890561657,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.0214792271235658,0,0,0,0,0,0,0.0259742130692571,0,0,0,0,0,0.0301674624353031,-0.00881029073806602,0,0,-1.73472347597681e-18,0.154567880681994,0,0,0,0,0,0.0148954572732507,0,0,-0.0292661704800631,0,0.0944360993682272,0,0,0,0,0,0,0,0,0,0.00787427637004318,0,0,0,0,0,-0.00434073055715169,0.00432252710890916,0.0121297922007453,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0.176082000420636,0,0,0,0.0499402456389569,0,0,0,0.0897028321556023,0,0.056198546641549,0,0,0,0,0,0,0,0,0,0,0,-0.0392456859945699,0,0,0,0,0.0389498850791374,0,0,0,0,0,0,0,0,0,0,0,0.145633272593267,0,0,0,-0.0177217520447583,0.016551918755095,0,0,0,0,0,0
