,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X000792.SZ,X600111.SH,X002466.SZ,X600188.SH,X600010.SH,X601600.SH,X000301.SZ,X600011.SH,X601898.SH,X600660.SH,X002271.SZ,X000708.SZ,X600547.SH,X600886.SH,X600362.SH,X600176.SH,X600426.SH,X601991.SH,X300037.SZ,X002080.SZ,X600795.SH,X000825.SZ,X000786.SZ,X600803.SH,X600219.SH,X600295.SH,X000408.SZ,X000959.SZ,X000983.SZ,X600027.SH,X000807.SZ,X600688.SH,X600141.SH,X002353.SZ,X000932.SZ,X000723.SZ,X002326.SZ,X000027.SZ,X000898.SZ,X600352.SH,X600096.SH,X600157.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.0315778297571363,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121528100716336,0,0,0,0,0,0,0,0.0707655365786203,0,0,0.0148993007441903,0,0,0,0.0350790463611479,0.112919779415649,0.0675680114770956,0,-0.0123494853141979,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.0243396844239477,0,0,0.0109061593776824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292857545733069,0,0,0,0.104324921604498,0,0,0,0,0,0.0319306162876266,0,0,0,0,0,0.115959117094319,0,0,0.00998224223923632,0,0,0,-0.00326362822493048,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0975910683837119,0,0,0,0.113111539262492,0,0,0,0,0.137266507229605,0,0,0,0,0,0,0,0,0,-0.0802252592065185,0,0,0,0,0,0,0.0452850312970637,0,0,0.181963527151937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,-1.73472347597681e-18,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.0131034525949408,0,0,0,0,0,0,0,0,0,0,0,0,0.214600926599859,0,0.0861407516943933,0,0,0,0.0354003868375287,0,0,0,0,0,-0.0391801717218161,0,0,0,0,0,0,0,0,0,0,0,-0.00435388729871265,0,0,0,0,-0.00401400977191371,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.161116926836885,0.666690368330231,0,0,0,0,-0.0296333148009653,0,0,0,0,0,0,0,0,0,0,0.0369316425798698,0,0,0,0,0,0,0.101208407652403,0,0,-0.040644653942791,0,0,0,0.0153304853523407,0,0,0,0,0,0,0,0,0,0,0,0,-0.0668382098653704,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.115524949089326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141444689049063,0,0,0,0,0,0,0.0272865705757822,0,0.296693066235083,0,0,0,0.0980817677622685,0.0704864134485128,0,0,0,0,0,0,0.052089269488134,0,0,0,0,0.0543467638334562,-1.73472347597681e-18,0,0,0,0,0.0341381548624626,0,0,0,0,0,0
X600019.SH,0,0,0.0574484360614063,0,0,0,0,0,0,0,0.0363577497412498,0.00635882514587979,0,0,0,0.00259441102351622,0,0,0,0,0,0,0,0,0,-0.0189793312316199,0,0,0,0,0,0,0.0222102933418776,0,0,0.0152195685697454,0,0,0,0,0,0,0,0,0,0.559509198525274,0,0,0,0,0,0,0,0,0,0,-0.033419292498347,0,0
X000792.SZ,0,0,0,0,0.0716971897692319,0,0,0,0,0,0,0,0,0,0,-0.145287950995472,0,0,0,0,0,0,0,0,0,0,0,0,-0.0810677004030701,0,0,0,0.104818026600079,0.206205601323745,0,0.0798539819708969,0,0,0,0,0,0,-0.262498183228191,0,0,0,0,0,0,0,0,0,0.0935687174525872,0,0,0,-0.12058328611687,0,0
X600111.SH,0,0,0,0,0.167420307003012,0,0,0,0,0.0825256006759249,0,0.393275723397271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874853994002388,0,0.0209925781643162,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0099043136752875,0.0502026252541029,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.35470047408562,0,0,0,0.113586768448504,0,0,0.124095394260751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311249225040357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
