,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600188.SH,X600688.SH,X600660.SH,X300072.SZ,X600362.SH,X600795.SH,X601992.SH,X600547.SH,X002466.SZ,X601991.SH,X600516.SH,X600111.SH,X000898.SZ,X600176.SH,X600886.SH,X002460.SZ,X000786.SZ,X000709.SZ,X000553.SZ,X600157.SH,X000792.SZ,X600352.SH,X600027.SH,X002271.SZ,X600489.SH,X601699.SH,X000408.SZ,X002110.SZ,X600808.SH,X600219.SH,X000959.SZ,X600299.SH,X000983.SZ,X600583.SH,X002092.SZ,X601158.SH,X600339.SH,X600426.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.346377571511759,0,0,0.0367180050164042,0,0,0,0,0,0,0,0.0868326605375573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0495147659747748,0,0,0,0,0,0,0,0.0221729778399624,0,0,0,0.00680478637879342,0,0,0,0,0,0,0,0,0,0,0.00307843067692956,0,0,0,0,0,0
X600028.SH,0.190480923594605,0,0,0,0,0,0,0,0,0,0.370752156510723,0,0,0.0798196867470813,0,0,0,0,0,0,0,0,-0.0464693891866187,0,0,0,0,0,0,0.0281372427746884,0,0,0,0,0,0,0,-0.102247590156331,0,0,0,0,0.168186397131236,0,0,0,0,0,0,-0.000949714022499073,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.151901717881616,0.194567530470677,0,0,0,0,0.0824620072928402,0,0,0,0,0,-0.0608937136234394,0,0,0,0.0592836561802925,0,0,0,0,0,0.116436655260155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148204729140902,0,0,0,0,0,0,0,0,-0.00409925398192213,0,0,0,0,0,0,0
X600019.SH,0,0,0.127192554142574,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218800309578828,0,0.327400592960184,0.0546628106837104,0,-0.0549384851642442,0,0,0,0,0,0,0,0,0,0,0,0.0538263130473938,0,0,0,0,0,0,0,0,0,0,0,0,0.016086104196637,-4.33680868994202e-19,0,0,0,0,0,0
X600585.SH,0,0,0.428120017798796,0,0,0,0,0,0,0,0,0,0,0.153147943940022,0,0,0,0.199333450777429,0,0,0,0,0.0476368843430117,0,0,0.038153158706524,0,0.263606572744961,0,-0.233966634784315,0,0,0,0,0,0,0.00548148579966848,0,0,0,0,0,0,0,0,0,0,0,0,-0.024065169460481,0.0423638924716718,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0564208974919987,0,0,0,0,0,0,0,0,0,0.00872318516634593,0.237039200554292,0,0,0,0.0110317901565085,0,0,0.0372234920082176,0,0.0105714153475442,0,0,0,0,0,0,0,0,0,0.104809824625296,0,0,0,0.0631555793526568,0,0,0,0,0,-0.00430006002566205,0.00846047041210784,0,0,0,0,0,0
X600309.SH,0,-0.0697743517578168,0,0,0,0,0,0,0,0,-0.0766948980027919,0,0.00580198746014303,0.0369337982010857,0,0,0,-0.0156803622236721,0,-0.099568194268709,0.0623427168285319,0,0,0,0,0.0847918039132097,0,-0.168643127336458,0,0,0,0,0,0,0,0,-0.00601348881390768,0,0,0,0,0,0,0.15684196018917,0,0,0,0,0,-0.0495434542910695,0.0860815954982898,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0576655430935107,0,0,0,0,0,0,-0.00350567709809297,0,0,0,0,0,0,0.08324772798758,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00131481508904215,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.156312418379778,0,0,0.00976097876248105,0,0,0,0,0,0,0.0347346093654181,0.0163334532713562,0,0,0,0,0,0,0.0269496958734978,0,0.0343987906113582,0,0,0,0,0.0742470167724801,0,0,0,0,0,0,0.0942631029800324,0,0,0,0,0,0,0,0.00406853177147232,0.00655629465578337,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0885252947441593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128785091735141,0,0.177940944970679,0,0,0,0,0,0,0,0,0,0.294874148318134,0,0.0482492484256135,0.135131657875205,0,0,0.0307956055190292,0,0,0,0,0,0,0,0,0.0199135623896819,-0.0285864721631707,0,0,0,0,0,0
