,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X000708.SZ,X002271.SZ,X600660.SH,X600547.SH,X601898.SH,X600362.SH,X000786.SZ,X600010.SH,X601600.SH,X600886.SH,X000301.SZ,X600111.SH,X600188.SH,X600176.SH,X600011.SH,X600426.SH,X002466.SZ,X600803.SH,X601991.SH,X000932.SZ,X600801.SH,X000027.SZ,X600352.SH,X000898.SZ,X600795.SH,X600219.SH,X600489.SH,X600688.SH,X000883.SZ,X000723.SZ,X600516.SH,X002080.SZ,X600157.SH,X600486.SH,X600027.SH,X300037.SZ,X600299.SH,X000807.SZ,X000825.SZ,X002353.SZ,X601992.SH,X600315.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.308475169765041,0,0,0,0.0241506355534854,0,0,0,0,0,0,0.0140746018807846,0,0.0207676352894466,0.0261566410559125,0,0,0,0,0,0,0.00596561282502041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316746003193479,0,0,0,0,-0.00240219290379902,0,0,0,0,-0.0108114694581345,0,0
X600028.SH,0,0,0,0,0,0,0,0.0576649328371839,0,0,0,0,0,0,0.0189647750817772,0.0139434384903529,0,0,0.00493867896754316,0,0,0,0.11906729969192,0.0243804905881993,0,-0.0842415074651152,0,0,0,0,0.130177079648944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665717683817485,0,0,0,0,0,0,-0.0197821462596254,0,0,0,0,0.000620186679163464,0,0
X601088.SH,0,0,0,0,0,0,0.08766832323365,0,0,0,0,0,0,0,0,0,0,0,0,0.115580612252886,0,0,0,0.0296160679486602,-0.0382574241729511,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.035751935337883,0,0,0,0,0,0,0,0,0.13513167432861,0,0,0,0,0,0,0.0162687570272277,0,0,0,0,0.00225967275481953,0,0
X600309.SH,0,0,0,0,0,0,0.0866517963524285,0,0,0,0,0,0.111090295559634,0,0,0,0,0,0.0942841753093405,0,0,0,0,0.187629506616269,0,0,0,0,0,0,0,0,0,0,0,-0.0021824609667981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0323462373389383,0,0,0,0.0250392634369378,0,0
X600585.SH,0,0,0,0,0,0,0,0.0259436245275432,0.00437758289298876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640726948142197,0,0,0,0.0298060377196417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148018919913331,0,0,0,0,-0.0317832974710016,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259354340920539,0,0,0.16149222837598,0.121788234946378,0,0,0,0,0.0582763577974568,0,0.282355428902718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269335090676091,0,0,0,0,0,0.0055568403946014,0,0,0,0,-0.00718276203059709,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00815585173121492,0,0,0,0.146633454721029,0,0,0.21990097029898,0,0,0,0.113443781583996,0,0.180994576066877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362931325717863,0,0.181181618110275,0,0,0,0,0,0,0.199122237747047,0,0,0.0100335164228576,0,0,0,-0.00864206919244217,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.146608040671218,0,0,0,0,0,0,0,0,0.239841798024597,0,0,0,0,0,0,0,0,0,0,0,0.171706529766858,0,-0.445337672355742,0,0,0,0,0,0,0,0,0,0,0.225943507103588,0,0.0246658748343937,0,0,0,0,0,0.0241976340173644,-0.124653424456962,0,0,0,-0.0818559589842434,0,0
X002271.SZ,0,0,0,0.0771243025186943,0,-0.250777186989923,0.0327967209343705,0,0,0.103433091640243,0,0,0,0,0,0,0,0,0,0,0,0,0.0316898302739416,0,0,0,0,0,0,0.0771824495873991,0,0,0,-0.104620535836204,0,-0.00189673355095282,0,0.087599849056992,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0379160711474742,0,0,0,0,-0.0452803824929981,0,0
X600660.SH,0,0,0,0,0,0,0.076710933021258,0,-1.38777878078145e-17,0,0,0,0,0.123512941248407,0,0,0,0.0115751696885931,-0.0457575969135082,0,0.17686720133442,0,0,0,0.0390734572572944,0,0,0,0,0,0,0,0,0,0,0,-0.0951368417328674,0,0.0186406011077253,0,0.30092256355227,0,0.0417616038966782,0,0,0,0,0,0,0,0,0,-0.0238974641704956,0,0,0,-0.0501569966528318,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0726973317299637,0,0,0,0,0,0.083806996237503,0.0265119202312456,0,0,0,0,0,0,0,0,0.0990067215994982,0,0,0,0,0.121293946223803,0,0.0595607180277606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00434443548974028,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.190868134756783,0,0,0.132665423825485,0,-0.0518699339903429,-0.00278414948806438,0.083190774164565,0,0,0,0.0878950951611104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.110441297580833,0,0,0,0,0,0,-0.0282251699236547,0.035340634934385,0,0,0,-0.011048559769713,0,0
X600362.SH,0,0,0,0,0,0,0.0830334759273043,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,-0.11563949378714,0,0,0,0.0498312310933032,0,0,0,0,0,0.302187583356172,0,0,0,0,0,0,0,0,0,0,0.468858014946935,0,0,0,0,0,0,-0.0508422897791404,0,0
