,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X002466.SZ,X600585.SH,X600188.SH,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600111.SH,X002271.SZ,X600660.SH,X600010.SH,X000877.SZ,X000301.SZ,X000708.SZ,X600886.SH,X600547.SH,X601600.SH,X600795.SH,X600176.SH,X600096.SH,X600426.SH,X600362.SH,X000408.SZ,X000786.SZ,X000983.SZ,X300073.SZ,X600803.SH,X000723.SZ,X601991.SH,X600141.SH,X000629.SZ,X002080.SZ,X600027.SH,X002192.SZ,X601699.SH,X600219.SH,X300037.SZ,X002407.SZ,X600801.SH,X600486.SH,X002497.SZ,X600157.SH,X002353.SZ,X600378.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0256337773382255,0.0721819023544444,0,0,0,0,0,0,0,0,0,0,0,0,0.00771006113396591,0,0,0.127019602563503,0,0,0,0,0.202630183576805,0,0,0,0,0,0.0419462704350404,0,0,0,0,0,0,0,0,0,0.0199559676550415,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0975896387574164,-0.0459335455076986,0,0,0.200006119890569,0,0,0.123729020165177,0,0,0,-0.0946259408262232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107684859077902,0,0,0,0,0.0421824746582912,0,0,0.0368955934902437,0,0,0,-0.0138996396313317,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,6.35307133289362e-06,0,0,0,0,0,0,0,0,0,0,0,0,0.0821090356963947,0,0,0,0,0,0,0,0.0151473700124178,0,0,0.0186517394241618,0,0,0.0305319851383084,0,0,0,0.0570251391389737,0,0,0,0,0,0,0.0275257213796776,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0.0354059883892667,0,0,0,0,0,0.0264672031401423,0,0,0.0574206933823156,0,0,0,0,0,0.189447344647786,-0.0399179095697728,0,0,0,0,0.0796634300039485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481800729449538,0,0,0,0,0,0,0,0,0.0951994850447216,0.0311517693650399,0,0,0.015739284992946,-0.0116838341041223,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.211149516794982,0,0,0,0,0,0,0.157014653460539,0,0,0.116028431538204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288285208008553,0,0,0,0,0,0.208761722252077,0,0,0,0,0,0.0253572877898982,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.253164194943407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598073691367845,0,0,0.0879675883648845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950677646301583,0,0,0,0,0,0,0.309009130875162,0,0,0,0,0,0.0139617595632042,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0566153740434093,0,0,0,0,0,0,0,0,0,0.149073682695526,0,0,0,0,0,0,0,0,0,0.0753501588319779,0,0,0,0,0,0,0,0,0.0181414803307517,0,0,0,0,0,0,0,0,0,0,0.372563623046243,0,0,0,0,0,0,0,0.00268586554637459,0,0,0,0,0,0,0
X600188.SH,0,0.393287355645269,0,0,0,0,0,0,0,0,0,-0.218413618713378,0,0,0,0,0,0,0,0,0,0,0,0,0.0844381860464755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390319087983161,0,0,0,0.12286969673021,0,0,0,0,0,0,0,0.0621533166278749,-0.0756735773311357,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0879593037460219,0,0,0.0771382114838843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790037552616884,0,0,0.394199263261151,0.0512660670642067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156456709360286,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0733957056096426,0,0,0,0,0,0.0680854860828209,0,0,0,0,0,0,0,0.0781345655231329,0,0,0,0,0,0,0,0,0,0,0.0221885744916138,0,0,0.0758999741185451,0,0,0,0.00108657406479334,0,0,0,0,0,0,0.0547774717164457,0,0,0.173665297670331,0,0.00586136239426297,0,0,0,0,0,0,0
