,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600188.SH,X601992.SH,X600623.SH,X600362.SH,X600111.SH,X600886.SH,X600157.SH,X002466.SZ,X600547.SH,X600299.SH,X600660.SH,X601158.SH,X600352.SH,X000792.SZ,X000709.SZ,X600489.SH,X600309.SH,X600583.SH,X000898.SZ,X000539.SZ,X000883.SZ,X000027.SZ,X300072.SZ,X000629.SZ,X000630.SZ,X002470.SZ,X000983.SZ,X002075.SZ,X000959.SZ,X600021.SH,X000060.SZ,X600176.SH,X600022.SH,X600098.SH,X000012.SZ,X002407.SZ,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0795662406110492,0.194908092183752,0,0,0,0,0,0.0912407477129104,0,0,0,0,0,0.0114240624961534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347469311580277,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.0349443817362766,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0728628940309516,0,0,0.15832494913989,0.0636380744254496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681617873271,0,0,0,0,0,0.0138612527402313,0,0,0,0,0,0,0,0,0.0366033715786998,0.0166877934021636,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.109928009859937,0,0.330573615619852,0,0,0,0,0,0,0.00617757177791922,0.0547207449957116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103848202328809,0,0,0,0,0,0,0,0,0.032736851204111,0,-1.73472347597681e-18,0.0153564775019224,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0364678730101991,0.0630756042354895,0.147209303907723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905020457475078,0,0,0,0.115260939218543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152488375578006,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.118721518027485,0,0,0,0,0,0,0,0,0.0789810375066053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15956941626773,0,0,0,0,0.0675305408716189,0,0,0,0.0421139512486369,0,0,0.031942285879829,0,0.312556011845903,0,0,0.0464315959069008,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.329725792764312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305932810469264,0,0,0,0,0,0,0,0,0,0.000902168695941604,0,0,0,0.185927668895013,0,0,0,0,0,0.0405713127837865,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105081686742851,0,-3.46944695195361e-18,0,0,0.0333354979095309,0,0,0,0,0,0.154025785982739,0,0,0,0,0.0637298237538743,0,0,0,0.155979476329608,0,0.0376928136056021,0.0393843985456893,0,0,-0.0339109820492859,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562063562114421,0,0.0111262236083855,0,0,0,0,0,0,0,0,0.133867769951685,0,0,0,0,0,0,0.0648377304033209,0,0,0,-1.73472347597681e-18,0.0710642875561245,0,0,0,0,0,0,0.310017282353642,0,0,0.0556248184794681,0.124690877035713,0,0,0,-0.0193408577509005,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00467921374997319,0,0,0,0,0,0.285028237956674,0,0,0,0,0,0,0.139917900115678,0,0,0,0,0.212239489832936,0,0,0,0,0.205082419649438,0,0,0,0,0,0,0.0235658314517675,0,0,0,0,0,0,0,0.00291349535672967,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375640871666934,0,0,0,0,0,0.186687238925936,0.026891254854855,0,0.163263163839192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783846533836775,0,0.272198859750116,0,0,0.0160909917205751,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0519720381765996,0.012310742587518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115838834359669,0.0655646947261734,0.0110664719794574,0,0,0,0,0.146381905523591,0,0,0,0,0,0,0,0,0.125280649306342,0.168828508035971,0.0104727624583214,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0211767975634033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132460430606269,0.0281930104323537,0,0,0,0.0952847365529468,0,0,0,0.101471280190807,0,0.0177748120315466,0,0,0,0,0,0.163046134975332,0.00980374173034631,0,0.169298304131419,0.15181453926874,0.00677609926605985,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.149101558618669,0.174251730700051,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0781962883413149,0,0,0,0.081308325993805,0,0,0,0,0,0,0,0,0.0262327782797214,0,0,0.0210772816475167,0,0,0,0.216628290869505,0,0,0,0,0.00364062119019842,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0162170663491033,0,0.118140098281312,0,0,0,0,0,0,0.245979634347356,0,0,0,0,0,0,0,0,0,0,0.120479783687487,0,0,0,0,0,0,0,0,0.00737100303614614,0,0,0,0.0266091352212386,0.225160962140974,0,0.0718034636148872,0,0,0,0,0.0649465825028169,0,0,-0.0237628084773592,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.0049637288030055,0.112855183225067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578431949065081,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.13387794733984,0,0,0,0,0,0.0484160571424596,-1.0842021724855e-19,0,0,0,0.135247341042223,0.116911423258292,0,0,-0.0344432413945775,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116036729777067,0.0607320790275366,0.0136073362299925,0,0,0,0,0,0,0,0,0,0,0,0,0.276589394423177,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0396241918770336,0.127734629971797,0.307238503053074,0,0,-0.0123358325838528,0,0,0,0,0,0,0
X600362.SH,0,0,0.0763609411196233,0,0,0,0,0.00100720258463972,0,0,0,0,0,0.0286913270461945,0,0.0298298428102045,0,0,0,0,0.147207178439712,0,0,0,0,0,9.20507036455912e-05,0,0,0,0,0,0,0,0.0542710567731784,0,0,0,0,0,0,0,0,0.258412661887996,0,0,0,0.219664914482406,0,0,0,-0.0121172619010801,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.187680944539695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104746758980053,0,0,0,0,0,0,0.361557764144675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753203552338778,0,0,0.0492250924187553,0.0444995704028512,0,0,0,-0.0334242492218304,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12640786815949,0,0,0.114239164266405,0,0,0.0547657371175889,0.0390953588509897,0,0,0,0.128142470028179,0,0,0,0,0,0.0464504329667935,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.0483158755121958,0,0.0466737554132123,0,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0.176064473130977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275226612616162,0,0,0,0,0,0,0,0.0464570420948228,0.0534141389514737,0,0.158678125294926,0.125745001009111,0.0603353253417711,3.46944695195361e-18,0,0,0.0127614127627484,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143726773258179,0,0,0,0,0,-0.0885554550123947,0,0,0,0,0,0,0,0,0,0,0,0,0.285850243008198,0,0,0.103889178323692,0,0,0,-0.0435150591615023,0,0,0,0,0,0,0.520350383449159,0,0,0.0325170658085358,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912976546168626,0,0,0,0,0,0,0.0671525051884035,0.0241703196836187,0,0,0,0,0,0,0.0686416377037208,0,0,0,-0.0137532215338688,0,0,0,0.0027710626261777,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0175818853385949,0,0,0,0,0.371388286643512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583118162543137,0,0,0,0.134397547520163,0.0132221951813282,0,0,0.273807698231001,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0138907766636291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540063771032743,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110206459952634,0.163478905303224,0,0,0.0390600599262299,0,0,0.00120978493896913,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196279958541895,0,0,0,0.154504603643945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330869856738112,0.0147866472099524,0.0493264332360021,0,0.123574381417366,-8.67361737988404e-19,0,0,0,0.209132953480876,0.0720895163292608,0,0,0,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0.186142379136506,0,0,0,0,0,0,0,0,0,0,0.0887512147578047,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.270747935607376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250801626727036,0.215084871149876,0,0,0.00444005327787124,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489279609191524,0,0.0253445626072742,0,0,0,0,0.04349581601313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349223439330111,0,0,0,0,0,0.216003815501472,0.298242806872775,0.173710923190449,0,0,0.00422789392936007,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0.0554857350193265,0,0,0,0,0,0,0,0,0,0,0,0,0.0956695420825853,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511861658159626,0,0,0,0,0,0,0,0,0.0256710332785323,0.016236844470388,0,0.0535264728670848,0,0.10800598172987,0,0,0,0,0,0.0333314253420293,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568093311525498,0,0.106726150085213,0,0.63179420932569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451143752716296,0,0.0713190208058116,0,0,0,0,0,0,-0.0158678114692326,0,0,-0.00863293754630014,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0443406115104135,0,0,0,0,0,0,0,0,0.062738426333704,0,0,0,0,0,0,0,0,0,0,0,0.350274372470104,0,0,0,0.00178059134350779,0,0,0,0,0,0.166152013738263,0,0,0,0,0.0357696626985808,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414747634746852,0,0,0,0,0,0,0,0,0,0,0,0.284383891686409,0,0.156280840698664,0,0,0,0,0,0,0.0350766404184052,0,0,-6.93889390390723e-18,0.114327365199996,0,0,0,0.0128052519994224,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0.048390544328953,0.114596792187681,0,0,0,0,0,0,0,0,0.133290444477055,0,0,0,0,0,0,0,0,0,0.532443417710722,0,0,0,0,0,0,0,0.0196731205178675,0,0,0,0,0.0592790742566915,0,0.00199114982001412,0,0,0,0,0,0.0452429683315086,0,0,0.0457002020718075,-0.0172426215390542,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304675698206361,0.00176719633953968,0,0,0,0,0.0174051835815619,0.14287522977694,0.0533806429167819,0,0,0.0113992613774075,0.0412592695658063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160248620910547,0.0220580524302594,0,0,0.0259845529988817,0,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292458500401624,0,0,0.0107787279916989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00992450917518775,0,0,0.0296533246181964,0.198558531754957,0.0397301510721379,0.289505467627422,0,0,0,0,0.0124536066668367,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0.0403433380949942,0,0,0,0,0,0,0,0,0,0.282976359884232,0.0181960419688959,0,0,0,0,0.0497990979130094,0,0,0,0,0.133862098390518,0,0,0,0,0,0,0,0,0,0,0,0.060197596571993,0,0,0,0.174670666129623,0,0.0532028560642848,0,0,0.00721854001662449,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0788652490335569,0,0,0,0,0,0.0484137936582645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220751270824601,0,0.192407699048793,0,0,0.281469539201702,0.0657635567273153,0,0,0.0208480572584993,0,0,0,0,0,0,0
X000629.SZ,0,0,0.0581464604269823,0,0.111721544682225,0,0,0,0.0566923252784351,0.148091515950454,0,0,0,0,0,0,0,0,0,0,0,0.0325041715444667,0.112847735032923,0,0,0,0,0,0,0,0,0.0758198029737556,0,0,0,0,0,0,0,0.110661736046995,0,0,0,0.108392513552807,0,0.223026499759028,0,0,0.0172668330562657,0,0,0,0,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0.227716239249988,0,0,0,0,0,0,0,0,0,0,0,0.0449503061353306,0,0,0,0,0.0741925979141439,0,0,0.0133801329698915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153640919845972,0,0.217355249690589,0,0,0.0536062366995432,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X002470.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116557965548726,0,0,0,0.385836249089551,0,0,0.00860165571698241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11490431128917,0.0931226831635304,0.0993853579216855,0.0936527169626716,0,0.0133323931228482,0,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0.0419901428870682,0,0,0.422373767980557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049367892221256,0,0,0,0.0944063851085486,0,0,0,0,0,0,0,0,0.172354478234976,0.0460849818743069,0,0.12422412791599,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.199537770821336,0,0,0,0,0,0.122622670691563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248744460017403,-3.46944695195361e-18,0,0,0,0,0,0.104511671329205,0,0,0.175347802132309,0,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0,0.406573347365354,0,0.0177861548427525,0,0,0,0,0,0.266312806087763,0,0.0494260409931624,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.201835842787094,0.0837260707857471,0,0,0,0,0,0,0,0,0,0,0.0204713826317095,0.0125096359877315,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0,0,0,0,0.0784456731900414,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801492684178051,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496578118429092,0.0109024112477568,0,0,0.0122692337365313,0,0,0.304272767967019,0.158350462366451,0.0799678802007694,0,0,0.0334414336026737,0,0,0,0,0,0,0
X000060.SZ,0,0,0,0,0,0,0,0.242005050669169,0,0,0,0,0,0,0,0,0.375800397740093,0.0254053225340806,0,0,0,0.129366815696702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833178957519858,0,0.171343571969288,0,0,0,0,0,0,0,0,0,0,0,0.01606169442524,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167860359640391,0.0333047504317014,0.0435332961661235,0,0,0.290148094103748,0,0,0.0302556836066428,0,0.123103362140423,0,0,0,0,0.0761726233540197,0,0,0,0,0,0,0,0,0,0,0,0.126909149852135,0,0,0,0.000290554088137145,0,0,0,0,0,0,0
X600022.SH,0,0,0,0,0.0847528969045199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270011706283509,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0067042558480924,0,0,0.312736365850179,0,0,0,0,0.184704762133413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288041755455936,0,0,0,0,0,0,0
X600098.SH,0,0,0,0,0,0,0,0,0.0603256468453982,0,0,0,0,0,0,0.0285410827527837,0,0,0,0.0393220108181031,0.0653491543910459,0,0.185219436967137,0,0,0.0278997336457031,0,0,0,0,0,0,0,0.263735877876174,0,0,0,0,0.0818705532725399,0,0.0106348562141768,0,0,0,0,0,0,0.0768397438667626,0.0563748904674313,0,0,0.0435112433512775,0,0,0,0,0,0,0
X000012.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161746145214735,0,0,0,0.127428417116919,0,0,0.00868465670991534,0,0,0,0.469685006201053,0,0,0,0,0,0,0,0,0.0774570790421174,0,0,0,0.101527879600948,0,0,0.0407338879116696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002407.SZ,0,0,0,0,0,0,0,0.0935674462865156,0,0.068268694228381,0,0,0,0,0,0.113415614573627,0,0,0,0,0.337843094425673,0,0,0,0,0,0,0,0,0,0,0.157580907736185,0,0,0,0.24327742091232,0,0,0,0,0.154624686024755,0,0.156744042142999,0,0,0,0,0,0,0,0,0.0552779994450189,0,0,0,0,0,0,0
X600578.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172064014734869,0,0.226789623531304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334607625928067,0,0,0.293563983288839,0,0.0754549702398131,0,-0.196092559028703,0,0,0,0,0,0.0727857837818898,0,0,0,-0.0546745903003219,0,0,0,0,0,0
Change_TY3M,0,0,0,0,0,0,0,0,0,0.0158459023054763,0,0,0,0,0,0.0504754332828291,0.0586224312534039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460017860205828,-0.152260710110807,0,-0.025149337727515,0,0,-0.0899718894739788,0,-0.0159381669806469,0,0,-0.00541195886571098,-0.128415593699407,0,0,0,0,0,0
Slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.146844061014261,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209689871103347,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.986313398467992,0,0,0,0,0,0
TED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22545963184845,0.00943605931126668,0,0,0,0,0,0,0,0,-0.11205860578401,0,0,0,0,-0.122735518089089,0,0,0,0,0.271151272678221,0,0,0,0,0,0,-0.211405840077338,0,0,-0.389608190438238,0.270411344471628,0,-0.0824338394559581,0,0,0,0,0
RealEstate_excess,0,0,0,0,0,-0.0364364822090603,0.0428827528284202,0,0,0,0,0,0,-0.0147886790477878,0,-0.0367416996389552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0595421781218874,0,0,0,0,0,0,-0.026126329569536,0,0,0.304207044632107,0,0,0,0
MKreturn,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117129136736506,0,0,0,0,0,0,0.109160421521266,0,0,0,0,0,0,-0.0421875666412781,0,0,0,0,0,0,0,0,-0.128327917546957,0,0,0,0.0245699480310968,0,0,0,0,0,0,0,0,0,0,0.0438812250011262,0,0.476063374353982,0,0,0,0,0
MKvol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00568910402108423,0,0.00622299401769554,0,0,0,0.0017194911056891,-0.00420580955344987,0,0,0,0,0,0,0,0,0,0,0,0,-0.00643017301752289,0,0,0.00220158480475098,0,0,0,1.0842021724855e-19,0,0,0,0.0104896804469742,0,0,0,0,0,0,0
CarbonVol_Shenzhen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00855799329741646,0,0.0080456605728162,0,-0.0069533160886389,0,0,-0.00878883692570935,0,0,0,0,0,0,0,-0.00380581809444623,0,0,0,0,0,-0.00450908260253623,0,0,0,0,0,0.0078989035689732,0,0,0,-0.00692985753057676,0,0,0,0,0,0,0
CarbonVol_Guangdong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127880668244453,0,0,0,0,0.027670382536626,0,0,0,0,0.0175807699649195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172685625450995,0,0,0,0,0,0,0.00473014009447006,0,0,0,0.0623057850616639,0,0,0,0,0,0,0
CarbonVol_Hubei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00146364269038012,0,0,0,0,-0.00138327011476403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00958331381917904,0.000482052394730425,0,0,0,0,0,0,0,0,0,0.000991794126367881,0,0,0,0,0,0,0
