,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X601898.SH,X600010.SH,X601600.SH,X601991.SH,X600795.SH,X600188.SH,X600886.SH,X600362.SH,X600111.SH,X600688.SH,X600027.SH,X601992.SH,X600583.SH,X600309.SH,X000709.SZ,X000898.SZ,X600157.SH,X600352.SH,X601158.SH,X000792.SZ,X600660.SH,X000027.SZ,X600808.SH,X000629.SZ,X600547.SH,X000539.SZ,X600489.SH,X002353.SZ,X600008.SH,X600021.SH,X000060.SZ,X000825.SZ,X002470.SZ,X000831.SZ,X600307.SH,X600219.SH,X000630.SZ,X600549.SH,X600315.SH,X600578.SH,X601699.SH,X000959.SZ,X002004.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.465736209747493,0,0,0,0,0,0,0.0649073818136518,0,0,0.0378972691228686,0.134793859709956,0,0,0,0,0,0,0.051892344019155,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0.0257942961372486,0,0,0,0,0,0,0,0,0.0489531981280488,0,0,0,0,0,0,0,0,0,0,0.026098473497363,0.0187367330568878,0,0,0,0,0,0
X600028.SH,0.53439419769145,0,0,0,0,0.0173357589524503,0,0.0170851936245303,0,0,0,0,0,0,0,0,0,0,0.0425742384587715,0,0,0.120068679545014,0,0,0,0,0,0.0846276915266018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00268529513940066,0,0,0,0,0,0,0
X601088.SH,0.103674369083355,0,0,0,0,0,0.190675122998257,0,0,0.0364915414050177,0,0.0854539543874486,0,0,0,0,0,0,0,0.0124494602559563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455000069629158,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.0267831477591305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200519360155641,0.219492494067617,0,0.0575679771865909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191563080189529,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.139573072115416,0,0,0,0,0,0,0,0,0,0.158222572812783,0.21520676558874,0,0,0,0,0,0,0,0,0,0.166829880508821,0,0,0,0.0350105239823616,0,0,0,0,0,0,0,0,0,0,0.0322755462005599,0,0,0,0.000528521622843653,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0764135428531211,0,0.0170233901472147,0.250352566827962,0,0,0,0,0,0.274268635363492,0,0.0281806097021204,0,0,0.148367951336987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186641301561429,0,0,0,0,0,-0.00434308870050139,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0987052117932008,0,0,0,0.0698839492797827,0,0,0,0.0814585295453196,0,0,0,0,0,0.0284664826827066,0,0,0,0,0,0,0,0,0,0,0.0518329974475711,0,0,0,0,0,0,0,0.0632019647769655,0,0,0,0,0,0,0,0.111713884850898,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.341268928402923,0,0,0,0,0,0.225257239773196,0,0.00236462600061515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108941641591155,0,0,0,0,0,0,0,0,0,0,0.0243603530146075,0,0,0,0,0,0.0617920008447323,0,0,-1.73472347597681e-18,0,0,0,0.063397585718756,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.324940324435217,0,0,0.00382483939666656,0,0,0.196813174626831,0,0,0,0.0253427311487021,0,0,0,0.0853179453467849,0,0,0,0,0,0,0,0,0.184481138853253,0,0,0,0,0,0,0,0,0,0,0,0.00699788893091882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.158586962930362,0,0.338674501263495,0,0.00995580730209871,0,0,0,-3.46944695195361e-18,0,0.220913169550769,0,0,0,0,-0.0576745215082899,0,0,0,0,0,0,0,0,0,0,0,0.145082918798483,0,0,0,0,0,0.0714639142904661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
