,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X601898.SH,X002466.SZ,X600111.SH,X002271.SZ,X600011.SH,X000877.SZ,X600660.SH,X000708.SZ,X600010.SH,X000301.SZ,X600547.SH,X601600.SH,X600886.SH,X600426.SH,X600176.SH,X600362.SH,X600795.SH,X000983.SZ,X000786.SZ,X600096.SH,X000723.SZ,X600803.SH,X000408.SZ,X601991.SH,X600801.SH,X600486.SH,X601699.SH,X600219.SH,X600141.SH,X000932.SZ,X600295.SH,X000807.SZ,X600027.SH,X002080.SZ,X000830.SZ,X600985.SH,X300073.SZ,X600157.SH,X000630.SZ,X600688.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0621454359974247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103948012494149,0,0,0,0,0,0,0.127395505454802,0,0.0358671714516699,0,0.0872131419036907,0,0.0111361866966876,0,0,0,0,0,0,0,0.0417023667158715,0,0.169222506748986,0,0,-0.0279672512215964,0,0,0,0,0,0
X601088.SH,0.156758020115976,0,0,0,0,0.166763376080544,0,0,0,0.161290657499279,0,0,0,0,0,0,0,0,-0.0138110902754932,0,0,0,0,0,0,0,0.00353228333287582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173797508909612,-0.0216184351372716,0,0,0,0,0,0.0158161332274092,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0474944345295487,0,0,0,-0.0372008665227588,0,0,0,0,0,0,0.0841815174751731,0,0.041510477589292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247150034607299,0,0,0,0,0,0,0,0.0186455796240404,0.0742866016647042,0,0,0,-0.021465369339212,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.00155486110056029,0,0,0,0,0,0.0062020703925057,0.111037769738338,0.15006201782656,0.108781068229866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655304431987499,0.0178351571054805,0,0,0,0,0.125438155782762,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0260569707518597,0,0,0,0,0,0,0,0,0,0,0.112730625119615,0,0,0,0.10118012270004,0,0,0,0,0,0.353754443092885,0,0,0.043306602129391,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,-0.00750534191558962,0,0,0,0,0,0,0
X600188.SH,0,0.642399450951634,0,0,0,0,0.00710049113189919,0,0,0,0.0432042647150859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0.0826363756219395,0.0260046191264756,0,0,0,0.40542351202521,0,0,0,0,0,0,0.0519530709956586,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.548152543916197,0.162119898802063,0,0.0572417007943726,0,0,0,0,0,0,0.0522484871582555,0,0,0,0,0,0,0,0,0.00788812828556151,0,0,0,0,0,0.0682020504624148,0,0,0,0,0,0,0,0,0,0.0475933987516756,0,0,0,0,0,-0.0574487735817022,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0543976518422371,0.398861079530391,0,0,0,0.0347449638342106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0470240667438425,0.119889357236532,0,0,0,0,0,0.197214231661084,0,0,0,0,0,0,0,0,0,0.203011322000286,0,0,0,0.0433621050182431,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454950975954544,0.0339978639672035,0.00539397864789928,0,0,0,0.0602741751794386,0,0,0,0,0,0,0,-0.0383021173969004,0,0,0,0,0,0
X601898.SH,0,0.160829104638179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119750700733809,0,0,0,0,0,0,0,0,0.176447441579494,0,0,0,0.175635915955423,0.0152148311232548,0,0,0,0.108937501550149,0,0,0,0,0.0543737939237466,0,0,-0.0283402655707509,0,0,0,0,0,0
