,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600585.SH,X600886.SH,X600660.SH,X601600.SH,X600547.SH,X002466.SZ,X000792.SZ,X600795.SH,X002460.SZ,X601699.SH,X000708.SZ,X000301.SZ,X600010.SH,X600362.SH,X600111.SH,X000983.SZ,X600027.SH,X000877.SZ,X600803.SH,X600426.SH,X600489.SH,X601991.SH,X000786.SZ,X600160.SH,X600985.SH,X002271.SZ,X000408.SZ,X000630.SZ,X000807.SZ,X000932.SZ,X000933.SZ,X600176.SH,X600348.SH,X601168.SH,X600219.SH,X002128.SZ,X600612.SH,X000027.SZ,X600688.SH,X600157.SH,X300037.SZ,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.087664001870466,0,-0.112852523921635,0,0,-0.0198946375912341,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.125407143848763,0,0,0,0,0,0,0,0.0263480634688063,0,0,0.185819953772863,0,0,0,0,0,0,0,0,0,-0.000918414780801376,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.282346163995986,0,0,0,0,0,0,0,0,0,-0.0358089385280085,0,0,0.117735706797946,0,0,0,0,0,0,0,0,0,0,-0.086133436347886,0,0,0,0.20520001215821,0,0,0,0,0,0.122393055866364,-0.0816260781618357,0,0,0,0,0,0,0,0,0,0,0,0.00913480459626694,0.00581354146918528,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0807680455730147,0,0,0.136139022649896,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19745316193012,0.0807050793218684,0,0,0,0,0,0,0,0,0,0.389443419059098,0,0,0,0.0397526621891154,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0163890522585009,0.00761178450690799,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.141153218198981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158114848251987,0,0,0.0693884520125034,0.154789388207413,0,0.0276540788252791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00148877681596158,0,0,0,0,0,0
X600188.SH,0,0.116465272437,0,0,0,0.112433875464855,0,0,0,0,0,0,0,0,0,0,-0.0917890886253522,0.221178384110436,0,0,0,0,0,0.159938664224735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197320271948915,0,0,0,0,0,0,0,-0.00849388850498312,0,0,0.0074100299784689,-0.0149110447520533,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.107421576181335,0,0,0,0,0.0332411475887809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31145531065877,0,0,0,0,0,0.0526791003729276,0,0,0,0,0,0.151024442018571,0,0,0,0,0,0.0675955654381905,0.0468042421186731,-0.0324383202378517,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0590063474390968,0,0,0.00938530685263145,-0.0191607718104326,0,0,0,0,0,0,0,0,0,0,0.417465304449171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2351647362715e-22,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0160187380566689,0,0,0,0.037457614892114,0.0433788394378055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.160062094188886,0,0,0,0.315384085656325,0,0,0,0.200238818148115,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.00281705419809919,0.102515634313636,0,0,0,0,0
X600585.SH,0.183700147978162,0,0,0.132312684159865,0,0,0,0,0,0,0,0,0,0,0,0,0.150378166946461,-0.0078797565012438,0,0,0,0,0,0,0,0.0163200961888415,0,0,-0.0428398372466079,0,0,0,0,0.0430045797277781,0,0,0,0,0,0.0801039259548292,0,0,0,0,0,0,0,0,0,0,0,0.01357750870177,0.00108157050800729,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0963502233729446,0,0,0,0,0.00592392239384825,0,0,0,0,0.529529638237908,0,0.0291326082134399,0,0,-0.130969713698474,0,0,0,0,0,0,0,0,0,-0.0477876606233433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376905113717587,0,4.33680868994202e-19,-0.00265364746947363,0.00544737939068797,0,0,0,0,0,0
X600660.SH,0.0223222203422371,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.0655898577234686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0670416651634549,0,0,0,0.0593440636040798,0,-0.0149304897211038,0,0,0,0,0,0,0,0,0,0,0.0168261190495836,0,0,0,0,0,0,0.00866734581713595,-0.00335861552770232,0.126789574665884,0,0,0,0,0
