,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X600585.SH,X002460.SZ,X600660.SH,X600019.SH,X000708.SZ,X002271.SZ,X600547.SH,X002466.SZ,X000786.SZ,X600176.SH,X000301.SZ,X600011.SH,X600362.SH,X600111.SH,X600426.SH,X600886.SH,X601600.SH,X601898.SH,X600010.SH,X600352.SH,X600486.SH,X002080.SZ,X600188.SH,X601991.SH,X600795.SH,X002353.SZ,X600801.SH,X600489.SH,X600803.SH,X600219.SH,X600688.SH,X600299.SH,X300037.SZ,X600027.SH,X000932.SZ,X000723.SZ,X000027.SZ,X600157.SH,X601168.SH,X601992.SH,X600399.SH,X600516.SH,X002409.SZ,X000898.SZ,X600315.SH,X300073.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.00893859084117594,0,-0.0139476827353086,0,0,0,0,0.0210601792297783,0.0428384561381774,0.0600116613464292,0,0,0,0,0,0,0,0,0,0.0482869838610972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556113659912724,0,0,0,0,0,0,0,0,-0.00256775026274261,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,-0.0246809564286078,0,0,0,0,0,0,0,0,0,0,0,0.0594336461321819,0.0376927231428439,0,0.0223465964166234,0,0,0,0.00619112504300148,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.7762635780344e-21,0,0,0,0,0,0,0,0.184403437702066,0,0,0,-0.00104207592313798,-0.0118879002866015,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.162456474234328,0,0,0,0,0.0207513922733126,0,0,0.0491309568968291,0.148082168244362,0,0,0,0,0,0.132677726413035,0.0315544726997395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038229795296503,0,0,0,0,0,0.00725010065558813,0,0,0.011208622982192,0.00579810795160576,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127820608552594,0,0,0,0,0.128154667333479,0,0,0,0,0.243789452781919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011533079509916,0,0,0,0,-0.0111816852737893,0,0
X600585.SH,0,0,0,0,0,0.0503963733842982,0,0,0,0,0,0,0,0,0,0,0.00934550377836172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135377041478239,0,0,0,0,-0.0412312201041901,0,0,0,0,0,0,0.079225437994781,0,0,0,0,0,0,0,0,-0.00351139008939348,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.333367352409038,0,0,0,0,0.371204794169724,0,0,0.0931872683839223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690329752895627,0,0,0.0981823065239658,0,0,0.163988102461756,0,0,0,0,0,0,0.374973003385995,0,-0.0305606585994441,-0.00511314033491889,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.14153817233579,0,0,0,0.106563360680587,0,-0.0736883571121197,0,0.0426246862930323,0.0472745392319249,0,0.151051975902816,0,0,0,-0.036248585367247,0,0,0,0,0,0,0,-0.0454772945700938,0,0,-0.0952096505719981,0,0,0,0,0.0478197400685894,0,0,-0.172245103836256,0,0,0,0,0.067135674345972,0,0,0,0,0,0,-0.020245852385255,0,0,0,0,0.0256477600708159,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0342267614595191,0,0,0,0,0,0,0,0.0298122506273294,0.149082526338068,0,0,0,0,0,0,0,0.107164037783308,0,0,0,0,0,0,0,0.0995455051383516,0,0,0,0,0,0,0,0,0,0,0.0161058167347036,0,0,0,0,0,0,0,0.00464110569703033,0,0,0,-0.0238749127004752,0,0
X000708.SZ,0,0,0,0,0,0,0,0.10531258529701,0,0,0,-0.00252921579392723,0,0,0,0,0,0,0.0426748799387784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899296616214818,0,0,0,0,0,0,0,0,0.122964977629351,0,0,0,0,0,0,0,0,0,0.0159694300437954,0,0,0,-0.0306087930135763,0,0
X002271.SZ,0,0,0,0,0,0,0.245999714918601,0,0,0,0,0.0620463656687869,0,0.19572655558909,0,0,0,-0.0260530603143966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0713976250086932,0,0,0,0,0,0,0,0,0,0,0,0.118033474670288,0,-0.012599227718635,0,0,0,0,-0.0199717708400458,0,0,0,0,0.0156129046390661,0,0
X600547.SH,0,0,0.116653065195229,0,0,0,0,0,0,0,0,0.00589488598643351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600834363356386,0,0.0225504091877623,0,0,0,0,0,0,0,0,0,0,0.0210276542009516,0,0,0,0,0,0,-0.0100647104758838,0,0,0,0,0.00822318951336404,0,0
X002466.SZ,0,0,0,0,0,0,0,0,-0.384160308657637,0,0,0,0,0,0,0,0,0,0.32059430882252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885212586520986,0,0,0,0,0,0,0,0,0.42415290312251,0,0,0,0.240832725067769,-0.104937712028223,0,0.0240048720072407,0,0,0,0.0821655235114991,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0.0480027179028834,0,0,-0.122701250938752,0,0,0.00759331753126254,-0.259551381745603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170665310248098,0,0,0,0,0,0,0,0,0,0,0,-0.0369723067447402,0,0,0.0282445475754808,0,0,0.0201816071278805,0,0,0,0,-0.0182746742850933,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0.10782843131053,0,-0.0855039422071739,0,0,0,0,0.19183355895331,0,0,0,0,0,0,0,0,0.163287069374601,0,-0.0807960920491554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169941474388384,0,0,0,-0.00571065594674717,0.424836411838219,0,0,0.0403183691283494,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0.100029121063088,0,0,0,0,0,0,0.331438022881101,0,0,0,0,0.454858961021699,0,0,0,0,0,0,0,0,0,0,0,0.580771488096406,0,0,0.316137589992453,0,0,0,0,0,0,0,-0.122747930835344,0,0,0,0.00804191104623385,0,0,-0.262942899072038,0,0,0,-0.0434859710672846,0,0,0,0,0.0194038714315481,0,0
X600011.SH,0,0,0,0,0,0,-0.0231131435758667,0,0,0,0,0,0,0,0,0,0.0484304918993819,0.0305292356242421,0,0,0.0361530909503913,0,0,0,0,0,0,0,0.0389750915049044,0,0,0,-0.0904262966713422,0,0,0,0,0,0,0,0.140938466562628,0.0213884111960637,0,0,0,0,0.0367544892315727,0,0,0,0,0.0099090880999585,0,0,0,0,0.00270832283104078,0,0
