,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X601600.SH,X002466.SZ,X600688.SH,X601991.SH,X600660.SH,X600362.SH,X600795.SH,X600516.SH,X600547.SH,X002460.SZ,X300072.SZ,X600886.SH,X600111.SH,X000898.SZ,X601992.SH,X600176.SH,X000786.SZ,X600352.SH,X000553.SZ,X600299.SH,X600027.SH,X000792.SZ,X000709.SZ,X000825.SZ,X002271.SZ,X000408.SZ,X601699.SH,X600489.SH,X601158.SH,X600426.SH,X600157.SH,X600808.SH,X002470.SZ,X600219.SH,X000830.SZ,X000883.SZ,X600315.SH,X000630.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.121771923694113,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.127064491808509,0,0.032475009308185,0,0,0,0,0,0,0,0,0.0536336427008725,0,0,0,0,0,0,0,0.0383936827772016,0,0,0,0.0216731378745991,0,0.00890610854006777,0,0,0,0,0,0,0
X600028.SH,0,0,0.31841825442148,0,0,0,0,0,0,0,0,0,0,0,0.00870600645886746,0,0,0.17156044134399,0.0340373332718879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.045869397553557,0,0.0294437069090541,0.0212853530421985,0,0,0,0,0,0
X601088.SH,0,0.0691168150417994,0,0.366477705509091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101854086479142,0,0,0,0,0,0,0.33262719501769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0086876208518637,-0.0267482306518125,0,0,0,0,0,0
X600019.SH,0,0,0.45898109003186,0,0,0,0,0.217411811181052,0,0,0,0,0,0,0,0,-0.0243376800426575,0,0,0,0,0,0,0,0,0,0,0,-0.0991239088346676,0,0,0,0.0914309357383265,-0.190738855594816,0,0,0,0,0,0,0.098203106630175,0,0,0,0,0,0,0,0,0.0064623349078147,-0.00153819487656529,0,0,0,0,0,0
X600585.SH,0,0,0.338498172741436,0,0,0,0,0.174375906481353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160491347029996,0,0,0,0,0,0,0,0,0,0.0530754887900303,0,0,0,0.0636428145640158,0,0,0,0.0103582259878208,0,0,0,0,0,-0.00787602216830579,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0511324081063907,0,0,0,0,0,0,0,0,0,0,0,0.0756368929022559,0,0.011829051141923,0.0321156721778567,0,0.0600358889169478,0,0.0364499512657147,0,0,0,0.107965636958367,0,0.234471739149281,0,0,0,0.0402312700330123,0,0.0193382681637323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340873755099884,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0118045616019521,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175652545474283,0,0,0,0,0.092516930965294,0,0,0,0,0,0.0605228645406275,0,0,0,0,0,0,0,0,0.0303210829619755,0,0.0115393268858937,0,0,0,0.180523866591908,0,-0.00668918171604841,0.00736805574091809,0,0,0,0,0,0
X600188.SH,0,0,0,0.564248449234424,0,0,0,0,0,0.0360343300831052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38059065904627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100748658798513,0,0,0,0.161175588297623,0,-0.0234841969883505,0,0,0,0,0,0,0
X601898.SH,0,0.00762582504938863,0,0,0,0,0,0.0290767997995937,0,0,0,0,0,0,0.28032575278747,0,0,0,0,0,0,0,0,0,0,0,0.085872202632216,0,0,0,0.065644899803973,0,0,0,0,0.0663107444185577,0,0,0,0,0,0.0217935001238968,0,0.0447905102435264,0,0,0,0.11165346604308,0,0.0150547302811148,-0.00407058531704156,0,0,0,0,0,0
X601600.SH,0,0,0,0.228022526388411,0,0,0,0.606547726753254,0,0,0,0,0,0,0,0,-0.125007291144193,0.497880721186289,0.208642419070164,-6.93889390390723e-18,0,0,0,0,0,0,-0.0382340109099202,-0.27718265917056,0.179567960998788,-0.239582700602698,0,0,0,0,0,0,0,0,0,0.0973358233230807,0,-0.467175714819235,0,-0.278566011350117,0,0,0,0,-0.0774296434992117,0.123595488216721,0.0374795676643934,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0.00322997177512364,0,0,0,0,0,0,0.0573821062612473,-0.071705381210306,0.511630407135231,0,0,0.110756199126229,0,0,0,-0.0401103067719889,0,0,0,0,-0.0270171436663116,0,0,0,0,0,0,0,0,0,0,0.0537899595524524,0,0,0,0,0,0,0,0.0278669509798967,0,0,0,0,0,0,0
X600688.SH,0,0.350984351998613,0.018269947281321,0,0,0.0154154374836225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225474739907276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598292098342011,0,0.056584045471875,0,0,0,0.0280239922719776,0,0.0395965893543876,0.00849011947507908,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686803328285926,0,0,0,0,0.0828220064149036,0,0.0464212520985072,0.0960470050239757,0,0,0.0541423921907587,0,0,0,0,0.000172279714267944,0.074494650659369,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0119809843327988,-0.0154836182592495,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183777894771091,0,0,0,0,0,0.146444294172957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124787924124197,0,0.0229538791940759,-0.0243927452856314,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.352128810462313,0,0,0,0,0,0,0,0,0.268958511609826,0,0,0,0,0,0,0,0,0.048341804736387,0,0,0,0.0380212360714599,0,0,0,0,0.187258021044558,0,0,0,0,0,1.73472347597681e-18,0,0.16261817802312,0,0,0,0,0,0.0144704611884063,0.00388138978428502,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0683946628436113,0.0934955148037847,0,0,0,0,0,0,0,0.0430044986908982,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0395707637607686,0.0681134572088564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529728948745516,0,0,0,0,0,0,0,0.00436011142479683,0,0,0,0,0,0,0
X600516.SH,0,0,-0.129939709650357,0,0,0.0497622264917561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221418924197709,0,0,0.316557920041113,0.0430215723299355,0,0.181118070838948,0,0,0,0,0,0,0,0,0.0440708812826714,0,0,0,0.269409959879534,0,0,0,0,0,0.0714809154777744,0.0655745560732836,0,0,0,0,0,0
X600547.SH,0,0.0184821765878388,0,0,0,0,0,0,0,0,0,0,0,0,0.124458779619061,0,-0.0264688913050901,0,0,0,0,0,0,-0.0302509142736667,0.0168183810195197,0.00669206269346335,0,0,0,0,0,0,0,0,0,0,0.767852458633715,0,0,0,0,0,0,0,0,0,0,0,0,0.000818251811921698,0,0,0,0,0,0,0
X002460.SZ,0,0.0372662549819904,0,0,0,0,0,0,0,0,0.760158271631688,0,0,0,0,0,0,-0.128251182011583,0,0,0,0,0,0,0.343507300230718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.161871616546904,0,0,0,-0.0286615278618123,-3.46944695195361e-18,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,-0.0348616558391793,0,0,0,0,0,0,0,0,0.0669088306992624,0,0,0,0,0.150784077801033,0.212943045732683,0.109807409380935,0,0,0,0,0.0680148647893827,0,0,0,0,0,0,0,0.0702111612514996,0,0,0,0,0,0,0,0,0,0,0,0,0.17467952369373,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.17526128893956,0,0,0.120271337562294,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.0482387896431083,0,0.0742525447041433,0,0.00403523073124098,0,0,0,0,0,0,0,0,0,0,0,0,0.0380865568161451,0,0,0,0.00659175222343843,0,0.024538352555307,0,-0.0233637056705877,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718852512513955,0,0,0,0,0.0125705261756369,0,0,0.0556995643111734,0.0279884982305202,0,0,0.0509235861756455,0,0,0,0,0,0,0,0.260066972711523,0,0,0,0,0,0,0,0,0.24082059279004,0,0,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0.0886027158016846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172639701208442,0,0.0539241096185618,0,0,0,0,0,0.372268671019019,0,0,0.0966541056768668,0,0,0,0.0670806482345046,0,0.00863145039389926,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206546084159255,0,0.177553845510388,0,0,0,0,0,0,0,0,0.125851927862023,0,0,0,0,0,0,0,0,0,0,0.0368126088830945,0,0.0961832421416783,0,0,0,0.0957977331773104,0,0.0054628786050682,0.0547725574757026,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0.144476703838464,0,0,0.196661185847295,0,0,0.0709678952809447,0,0,0,0,0,0,0,0.118542756527813,0,0,0,0.142424901284736,0,0,0,0,0,0,0,0,0,0,0,0,0.166569614314377,0,0,0,0,0.172912142389767,0,0,0,0.0142431614860798,0,-0.00988153931169557,-0.0392573391193601,0,0,0,0,0,0
