,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X300072.SZ,X600688.SH,X002460.SZ,X600795.SH,X600660.SH,X601992.SH,X600362.SH,X600188.SH,X601991.SH,X600547.SH,X600111.SH,X600886.SH,X000898.SZ,X600516.SH,X000709.SZ,X000792.SZ,X600157.SH,X600027.SH,X000786.SZ,X000408.SZ,X600176.SH,X000959.SZ,X600219.SH,X600339.SH,X600489.SH,X000723.SZ,X002271.SZ,X000553.SZ,X600352.SH,X601158.SH,X600808.SH,X000883.SZ,X000630.SZ,X000983.SZ,X600549.SH,X000807.SZ,X002092.SZ,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0264769913612932,0,-0.0437576093234279,0,0,-0.00305311106627605,0,0,0,0,0.0292083688000328,0,0.0345927206135359,0,0,0,0.0262938233499525,0,0,0,0,0,0,0,0,-0.00172425622470641,0,0,0,0,0,0,0.0152712860336655,0.0893097539310483,0,0,-0.00971830242487768,0,0,0,0,0,-0.00377238731456255,0,0,-0.0173765300492604,0.0261926291397129,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0110125254916449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024654364150012,0,0,0.00476929455503822,0,0,-0.0231845497076183,0,0,0,0,0,0,0,0,0,0,0,0,0.0121609223430349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000946821306733139,0,0,0,0,0,0
X601088.SH,0,0,0,0.0663355860925762,0,0,0,-0.0972398480458165,0,0,0,0,0,0,0.57164214053756,0,0,0,0,0,0,0.0270264078072235,0,0,0,0,-0.0649431390367321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868871227856877,0,0,0.114961012482319,0,0,0.0205296837331083,-0.0126314381439254,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.091585402265905,0,0.137015973208212,0,0,0,0,0,0,0,0,0,0.013408835776403,0,0.278964178117256,-0.0136836580769774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23581794287441,0,0,0.0638411423332964,0,0,0,0,0,0,-0.015336029766762,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,-0.0399814271351975,0,0.0467006442491138,0,0,0,0,0,0.132637732300838,0,0,0.0168719991081488,0,0,0,0,0,0,0,-0.111012363767856,0,-0.136250604761154,0,0,0.0801022239211106,0.0728137145645125,0,0,0,0,0,0,0,0.0478529248881904,0,0,0,0,0,0,0,0.15160346577968,0,0,0,0.000128406567718737,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.19931282308184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114757742010124,0.112499642530362,0,0,0,0,0.0120821425134662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126935622579888,0,0,0.04808224878189,0.19562473405559,0.0231075790620097,0,0,0,-0.0104135952574379,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0893494598710459,0,0,0,0,0,0,0,0,0,0,0,0.0548494801607929,0,0,0,0.077746047744085,0,0,0,0.130093869876396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486763289494174,0,0,0.137877273969361,0.151316664480706,0,0.122820401764838,0,0,0,0.00347166873064493,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.466550706201465,0,0,0,-0.0197500581455538,-0.180821001248146,0,0,0,0.422607494700502,0.179220779533427,0,0,0,0,0,0,0,0.0446047557443242,0,0,0,0,0,0,0,0,0,0,0,0,-0.216753225477579,0,0,0,-0.0575340145643534,0,0,0,0,-0.155761353067861,0.206719652197259,0,0,0,0.0512751876275712,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911824541803203,0,0,0,0,0,-0.0201176943784218,0,0,0,0,0.0152320570535083,0,0,0,-0.0139204141561889,0,0.0402018096411709,0,0,0.0705247475530668,0.0776540994183215,0,0,0,0,0,0,0,0,0,0,-0.0152995885177433,0.0163931742754212,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0408556717616135,0,0,0,0,0,0,0,0,0,0,0,0.080291330152864,0.267223935353415,0,0,0,0,0.147329409387724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00621429433372118,0,0,0,0.124789288917537,0,0,0,0,0,0,0,0,0,0,0,0
