,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000792.SZ,X600111.SH,X600011.SH,X600188.SH,X600660.SH,X002271.SZ,X000877.SZ,X000708.SZ,X002466.SZ,X600010.SH,X000301.SZ,X601600.SH,X601898.SH,X600547.SH,X600886.SH,X600362.SH,X600426.SH,X600176.SH,X000723.SZ,X000786.SZ,X600219.SH,X000408.SZ,X601991.SH,X600795.SH,X600803.SH,X002080.SZ,X000807.SZ,X002353.SZ,X600688.SH,X600027.SH,X600801.SH,X600352.SH,X000825.SZ,X000959.SZ,X000630.SZ,X600157.SH,X000932.SZ,X300073.SZ,X600489.SH,X600516.SH,X300037.SZ,X600486.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.102724479810277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089813598456019,0,0,0.0310107842661876,0.0367593858187254,0,0.05858921885052,0,0,0,0,0,0,0,0,0,0,0,0,-0.010821222444996,0,0,0,0.0327095401004681,0,0
X600028.SH,0.134662571092362,0,0,0,0,0,0.00485542093251896,-0.0137260457048234,0,0.00809886947095001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00101754842435298,0,0,0.0621820399462364,0,0.0479061840840246,0,0,0,0.019821039634082,0,0,0,0,0,0,0,0.0613250332725419,0,-0.00475695235130422,0,0,0,0,0,0,0
X601088.SH,0.086853166060977,0,0,0,0,0,0,0,0,0,0.133250820037129,0,0,0,0,0,-0.0401128502867337,0,0,0,0,0,0,0,0,0.0909763684909921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189963157292202,0,0,-2.16840434497101e-19,0,0,0,0.0311748069570207,0,0
X600309.SH,0,0,0,0,0,0,0,0.0138809836862059,0,0,0,0,0.0731900085810362,0,0,0,0,0,0,0,0,0,0,0,0,0.0153980708425482,0,0,0,0,0,0.0338918818454144,0.0631794511704191,0,0,0.027920291523623,0,0,0,0,0.0201140579262336,0.0223320732022427,0,0,0.0709072155122975,0,0,0,0,0.0139704976136289,0,0,-0.0134101142779565,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883969123240614,0,0,0.0721171193714047,0.0132903584381234,0,0,0,0,0,0,0.0702743885556958,0.0457949001427453,0.0727581533455031,0,0,0,0,0,0,0,0,0,0,0.373359360403075,0,0,0,0,0,0,0,0,-0.0097262535225734,0,0,0,0,-0.0201971783043363,0,0,0,0,-0.0124913885793421,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,-0.0163377203529954,0.0857591149074601,0.0584992427411646,0,0,0.0906870303327334,0.52710897551892,0,0,0,0,0,0,0,0,0,-0.174260108682346,0,0,0.0802585328451966,0,0,0,0,0,0,0,0,0,0,0,0,0.0858267636118814,0,0,0.198611170146969,0,0,0,0,0,0,-0.0507256397317313,0,0,0,0,-0.0334407125015489,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0100723338017751,0.0213211897547447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780243498615358,4.33680868994202e-19,0,0.328108279809745,0.0562644159925719,0.0249130606057021,0,0.242902230269562,0,0,0,0,0,0,0,0,0.00168040567783082,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.228218155702821,0,0,0,0,0,0,0.196607261276982,0,0,0,0,0,0,0,0,0,0.189187708547703,-0.0787448517056383,0,0.228869456359983,0,0,0,0.189122800113215,0,-0.128770369423253,0,0,-0.0701415044769931,0,0,0,0,0,0,0,0,0,0.00488601238019408,0,-0.0830447503391798,0,0,0.0332316077823231,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.109413936093006,0,0,0,0,0,0,0,0,0.187062664545771,0.218363453870573,0.232632462500465,0.0155540417709748,0,0,0,0,0,0,0,0.0825591623071625,0,0,0,0,0,0,0,0.0909377267340519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00276620616221001,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.208921121545765,0,0,0,0,0,0,0,0,0,0.132031698916752,0,0,0.0514336828186956,0,0,0,0.0860052390129459,0,0,0,0,0.0179630463929728,0,0,0,0,0,0.460814988411043,0,0,0,0,0,0.202225331753051,0,0,0,0,0,0,0,0,0.012294594692069,8.67361737988404e-19,0,0,0,0,0,0
X600188.SH,0,0,0.0984181737933085,0,0,0,0,0,0,0.0338520947337856,0,0,0,0,0,0,-0.190093454703861,0.0468287218876043,0,0.294673904995111,0,0.38788718498336,0,0,0,0,0,0,0,0,0,0,0.147056992710697,0.0261879707552815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275620763710784,0,0.0265840346394283,0,0,0,0,0,0,0
X600660.SH,0,0,0.111802022929547,0.301742527141418,0,0,0,0,0,0,0,0,0,0,0,-0.0658906333038819,0,0.0233631932592822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293827239897685,0,0,0,-0.0704884089534137,0,0,0,0,0,-0.0962079495717948,0,0,-0.0106452019113866,0,0.0717537870908971,0,0,-0.0828016220786105,0,0,0,0,-0.0996988183573994,0,0
