,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X600886.SH,X601600.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X002271.SZ,X600027.SH,X600795.SH,X600362.SH,X600426.SH,X601991.SH,X600803.SH,X600176.SH,X000983.SZ,X600489.SH,X601699.SH,X000807.SZ,X000786.SZ,X300037.SZ,X000539.SZ,X600160.SH,X600612.SH,X000408.SZ,X600219.SH,X600995.SH,X002409.SZ,X002080.SZ,X600378.SH,X000629.SZ,X600688.SH,X000932.SZ,X000723.SZ,X600157.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.537760586506484,0,0,0.053624331881707,0,0,0,0,0,0,0,0,0,0.0471109959604836,0,0,0,0,0,0,0,0,0,0,-0.0710335928042036,0,0,0.0976783092577806,0,0,0,0,0.061759643252656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796671880989775,0,0,0,0.0236616588905236,-1.35525271560688e-20,0,0,0,0,0,0
X600028.SH,0.702175406237611,0,0,0,0,0.0166052632077441,0,0.0452432109445149,0,-0.0614191131675599,0,0.00676586588462834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151545284659269,-0.00743882710248591,0,0,0,0,0,0,-0.0186318210419076,0,0,0,0,0,0,0,0,0,0,0.0208746400297762,0,0,0,0,0,0
X601088.SH,0.101053387882769,0,0,0,0.223949998577204,0.00910119798700491,0,0,0,0,0.157980872803838,0,0,0.036779993717437,0.0190312523032679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129639627232095,0,0,0,0,0,0.0584866687630371,-0.0653401834227334,0,0,0,0,0,0.0651704905434072,0.024652441582191,-0.00349543644739862,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.163251547291219,0,0,0,0,0,-0.0440733992197475,0,0,0,0,0,0,0,0,0,0,-0.0184405428471923,6.93889390390723e-18,0,0.166730635752386,0,0,0,0,0,0,0,0,0,0,0.061640631397223,0,0,0,0,0,0.0449668448580833,0,0,0,0,0,0,0,0,0.00087587573555331,-0.00360995383964166,0,0,0,0,0,0
X600188.SH,0.00500942442715414,0,0,0,0,0,0,0,0,0.0518440028189078,0.208195034611387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943801095318273,0,0.0875558980206462,0,0,0,-0.124248320388685,0.0800106317603294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115975550191392,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.0940711466575305,0,0,0,0,0,0,0,0,0,0,0,0.329041163665623,0.233425214101283,0,0,0.331823998592411,0,0,0,0.0307864289977566,0,0,0,0,-0.0149179272019635,0,0,0,0,0,0,0.060317248531573,0,0,0,0,0,0,0,0,0.0241410069770545,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0886957209941734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0604836805315035,0,0,0.015475936962507,0,0,0,0.0485289601844672,0.032659573810545,0,0.0374548287918443,0.22486820364455,0.00238050036497919,0,0,0,0,0,0,0,0,0,0.0613477441605945,0,0,0,0,0,0,-0.0302147729354527,0,0,0,0,0,0,0
X600019.SH,0,0.0855038086401358,0,0,0.0503265394078805,0,0,0,0,0,0,0.0372494269937284,0,0,0.149792944786374,0,0,0,0,0,0,0,0,0,0,0.0751204492334645,0,0,0,0,0,0,0,0,0,0,0,-0.02967111750121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605180141667777,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.421087196404108,0,-0.083510925520854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288237100673771,0,0,0,0,0,-0.00132946620659775,0,0,0.189660354659025,0,0,0,0,0,0,0.0245176779764509,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.0136594573538041,0,0,0,0.395513316892429,0,0.0735477963008075,0,0.326179701371509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10371985990937,0,0.0882853035992146,0,0,0,0,0,0,0,0,0,0,0.0806731539917669,0,0.088234604017878,0,0,0,0,0,0,0.0309437019111402,0,0,0,0,0,0,0
X601898.SH,0,0.184071655884527,0,0,0.538074261906039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138276549560566,0,0,-0.129635625261431,0,0,-0.236045554370202,0,0,0,0,-0.0339221748012736,0,-0.00376578606487189,0,-0.0204423252709115,-0.0196554846764802,0,0,0,0,0,0,0,0,0,0.110808021364315,0,0.0263009250293092,0,0,0,0.00375165092959087,0.0254878134393148,0,0,0,0,0,0
X600547.SH,0.0223340423336437,0,0,0,0,0,0,0,-0.0295688111352427,0,0,0,0,0,0,0,-0.00332651574188414,0,0.0733812829104939,0,0,0,0,0,0,0,0,0.0123353283051441,0,0,0.615553815004042,0,0,0,0,0.0453064367108858,0,0.0266604820106747,0,0,0,0.0106342281722064,0,0,0,0,0,0,-0.196403248507507,0,0,0,-0.0195272427345753,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.17406681765656,0,0,0,0.245821116451703,0.128156375897075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513088005375707,0.075109587611303,0,0.00650101242991477,0.0126853080122669,0.0367813357213373,0,0,0,0.0448546593272128,0,-1.73472347597681e-18,0,0,0,0,0,0,0.00121358014619816,0,0,0,0,0,0,0
X600886.SH,0.0490587282518286,0,0,0,0,0.125572905065373,0,0,0,0,0,0,0,0,-0.0677630906560149,0,0,0,0,0,0,0,0.135879477843024,0,0,0,0,0,0,0.228538017306736,0,-0.0152837193071098,0,0.0273217510767437,0,0,0,0,0,0,0,0,0,0,-0.102098021285162,0,0,-0.0293423631827207,0,0,0,-0.0245601116868382,0,0,0,0,0,0,0
X601600.SH,0.12236967350783,0,0,0,0,0,0,0.110847289192599,0,0,0,0,0,0,0,0,0,0,0,0,0.0430932714739731,0,0,0,0,0,0,0,0,0,0.235334707677544,0,0.443639839492209,0.00679452914961585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00622578876606197,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.021514902919897,0,0,0,0.0275374744218073,0,0,0,0,0,0,0,0.00933755806805394,0,0,0.126783684609538,0,0,0,0,0,0,0,0,0,0,-0.0767425987039053,0.0220752086502367,0,0,0.00268716226760084,0,0.0404302139095568,0.0272294919739944,0,0,0.0560050646131591,-0.031442118410389,0,0,0.0199098692558189,0,0,0,0,0,0,0.017721957795973,-0.042597032479326,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,-0.030545570828824,0,0,0,0,0,0,0.0172620039201583,0,0,0,0,0.244592681754625,0,0,0,0,0,0,0,5.85069846361797e-05,0,0,0,0.0950675011308093,0,0,0,0,0,0,0,0.0130979066215229,0,0,0.0892871728748909,0,0,0.0768359649311144,0.118706292712803,0,0.0752155706126131,0,0,0,0,0.0203915932866623,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.00927860313875579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505223281386529,0,0,0,0,0,0,0.035711593753638,0,0,0.0082892568622995,0.0381426347335868,0.0148051460111275,0,0,0,0.0288894540396319,0.0880109935998934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0.064655547867861,0,0.133177200437244,0,0,0,0,0,0.198886471791199,0,0,0,0,0,0,0,0,0,0,0.103809964437105,0,0,0,0.0253578447853143,0,0,0,0.0974902064110948,0,0,0.0510268259712126,0,0,0,0,0,0,0,0,0,0.203988251867601,0,0,0,0,0,0,0,0,0.0607463425878353,-0.0991355826410943,-0.0316037308421664,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108596429487753,0,0,0,0,0,0,0,0.0287754916030347,-1.73472347597681e-18,0,0,0.0399164801817257,0,0.0939363504091493,0,0.0666772408996431,0.0344984308510997,0,0,0,0,-0.0910750560115617,0.140559100886788,0,0,0,0,0,0.283110889774644,0.0738924789689839,0,0,0,0,0,0,0,0.0199556768553067,0,0,0,0,0,0,0
