,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X601898.SH,X600688.SH,X600547.SH,X600795.SH,X300072.SZ,X601600.SH,X601991.SH,X600309.SH,X600660.SH,X600362.SH,X600886.SH,X600188.SH,X600027.SH,X000709.SZ,X002466.SZ,X600157.SH,X600339.SH,X600111.SH,X000898.SZ,X000959.SZ,X600489.SH,X600299.SH,X601158.SH,X600008.SH,X002460.SZ,X000883.SZ,X600352.SH,X600219.SH,X000408.SZ,X600160.SH,X600578.SH,X000630.SZ,X000539.SZ,X000792.SZ,X000723.SZ,X600583.SH,X600176.SH,X600021.SH,X000027.SZ,X002271.SZ,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0387365070362829,0,0,0,0.0183239358254614,0,0,0,0,0,0.130356141709395,-0.00658798688815288,-0.031984269573287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184073789397135,-0.0480018488983706,0,0,0,0,0,0,0,0,0,0,0.0877390500167577,0,0,0,0,0,0,-0.0124806272097209,0,0,0,0,0,0,0
X600028.SH,0.111450142819306,0,0,0,0,0,0,0.0119730786026513,0,0.051787866706986,0,0,0.0479865488380947,0,0,0.0328657059104225,0,0.0293698901733341,0,0.0184192981393106,0,0,0,0,0,0,0.079701967942902,0,-0.118444559699494,0,0,0,-0.0485552140384184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00421764967896775,0.00627664910075408,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.041815448303374,0,0,0,0,0,0,-0.00993809722735348,0.0251538737193349,0,0,0,0.0340445997562322,0,0,0,0,0.0954204838093318,0,0.187751140947041,0,0,0,0,0,-0.000514557122542943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00516771332804836,0,0,0.00247733614426407,-0.0153379928343101,0,0,0,0.0330798593534105,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405837685485926,-0.061442358805995,0.0588745587919739,0,0,-0.00888378310737947,0,0,0,0,0,0,0.102211497444854,0,0,0,0,0,0,0,0,0,0,0,0,-0.0162874919541675,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185192073477455,0,0,0,0,0,0.257145491390825,0.0459200092819732,0,0,-3.46944695195361e-18,0,0,0.03467439311131,0,0,0,0.0193050046291435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135973413880649,0,0,0.0392280470670076,-0.0217122252953215,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0638738298017682,0,0,0,0,0,0,-0.0555586514184251,0,0,0,0,0,0,0,0.142452192583067,0,0,0,0.201222542867956,0,-0.0390803209375999,0,0,-0.0335668763058532,0,0,0,0,0,-0.00871538795053045,-0.00908957257307104,0,0,0,0,0,0,0,0,0,-0.0639611458356495,0,0.00405078665987254,-0.00159276773866778,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723193640121418,0,0,-1.73472347597681e-18,0.0422760244368805,0.175435846800669,0,0,0,0,0.0608259161825082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203871559461875,0.0134208545445226,0,0,0,0,0,0
X601992.SH,0,0,0,-0.0244882373784999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630797254001147,-0.0742699229485764,0,0,0,0,0.370260152788439,0,0,0,0.256127124583719,0,0,0,0,0,0.0243472370470121,0,0,0,0,0,0,0,0,0,0.0587510365395989,0,0,0.0219854354460023,0,0,0,0,0,0,0
X601898.SH,0,0,0.166683767517111,0,0,0,0,0,0,0,0,0,0,0,0,0.0156420520514578,0,0.204674078936313,0,0.0850368875315261,0,0,0.0732758057050912,0,0.0462609256080126,0,0,0,0,0,0,0.00378921547685885,0,0,0,0,0,0,0.00404832942630879,0,0,0,0,0.241463401142477,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0.286345090886888,0.0595759628712808,0,0,0,0,0.00581020429946445,0,0,0,0,0,0,-0.0115456319379837,0,0,0.0852129906589502,0,0,0,0,0,0.0526117443060968,0.0510992430770852,0,0,0,0,0,0,0,-0.0420550349440962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133251742032764,0.0183538618265234,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0549500667176068,0,0,0,0,0,0,0,0.0171589469903188,-0.0749265030374178,-0.131870738877781,0,0,0,0,0,0,0,0,0,0,0,-0.0136401325815176,0.189591428135288,0,0,0,-0.039101707897387,0,0,0,0,0.0188864596849036,-0.0341288488067427,0,0,0,0,0,0,0,0,0.0334905256259597,-0.00713866779566941,0,0,-0.00456892738152913,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0148606804217375,0,0,0,0,0,0,0.0132906031853767,0.0527371679661894,0.026578265208859,0,0,0,0,0.0341820716511735,0.0446200445556508,-0.0569290601903028,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0370156251231597,0,0.0223982063706593,0,0.142850405743406,0,0,0,0,0,0,0,0,0,0.00513349280139443,-1.0842021724855e-19,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.494583548398079,0,0,0,0,0,0,0,0,0,0,0.0678810356502911,0,-0.0405243574703363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642322631257697,-0.153137341522488,0,0,0,0,0,-0.095432887685772,0,0.0623900353841782,0,0,-0.140135272888047,0,-0.025046740334005,0,0.336126466323417,0,0,0.0970834709297909,0.0277444396956071,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0436717056782934,0,0.0830185224856829,0,0,0,0,0,0,0.0191086927102311,0,0,0.472863636737696,0,0,0.202114138279083,0,0,0,0.126306924716805,0,0,0,0,0,0,0,-0.0665764839447724,0,0,0.0412741485486815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229793656207497,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.127804542218306,0,0,0,0,0,0,0.0590902252932019,0,0,0,0,0.096959562655022,0,0,0,0.110598898823698,0,0,0.0718037851641337,0,0,0,0,0,0.0772578521280505,0.029031460591614,0,0,0,0,0,0,0,0,0,0.145771379150506,0,0.0576607959979239,0,0,0,0,0,0,0
X600309.SH,0,0,0,-0.3330856938795,0,0,0,0,0,0,0,0,0,-0.102083413987304,0,0,0,0,0.0602778459855039,0.206976422016631,0,0.119423598574672,0,0,0,0,0,0,0.0540925555699961,0,0.278871246100541,0,-0.184398000033376,0,0,0,0,0,0.014744863884725,0,0,0.0422357163628137,0,0,0.255792029136244,0,0,0,0,0,-0.00469673549861381,0.039575889740821,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0479740979672938,0,0,0,0,0,0,0,0,0,0.121768284471345,0,0,0,0,0.00803823550213457,0,0,0,0.0925678915340213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961088047645055,0,0,0.0202486753157551,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936521279422677,-0.199836900828627,0,0,0,0,0.0374006540165157,0,0,0.139343931887625,0,0,0,0.262012886124763,0,0,0,0,0,0,0,0,0,0,0,0,0.185662995669482,0,0,0,0,0,0,0,0,0,0,-0.0122368840025989,0,0,0,0,0,0,0
X600886.SH,0,0,0,-0.0641442968752227,0,-0.144112230568028,0,0,0,0,0,0,0.0260441151009724,0,0.0336074758339975,0,0,0,0,0,0,0.0325021407378665,0,0,0,0,0,0,0,0,0,0.0728695417830661,0,0,0,0,0,-0.0446051339081933,0.0960334946385474,0,0,0,0,0,0,0,0,0,0,0,0.0422402116065128,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0779832381986976,0.101675149895596,0,0,0,0,0,0,0,0,0.00179319796397865,0,0,0,0.0962693475707523,0,0,-0.025787216687657,0,0,0,0,0,0,0.0683184973297312,0,0,0,0,0,0,0.0993123361238477,0,0,0,0,0,0,0,0,0,0,0,0.0340925409884303,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.0715540168392096,0,0,0,0,0,0,0,0,0.100162350130871,0.0257684730037147,0,0,0,0,0,0,0.0351758521287901,0,0,0,0,0,0,0,0,0,0.0169651347851583,-0.0236416219169623,0,0,0,0,-0.0182636950989132,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132484242082352,0.00554139627956948,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0.397601292125585,0,0,0,0,0,0,0,0,0,0,0,0.167954100591731,0,0,0,0,0,0,0.0260852434448223,0.183298015773484,0,0,0,0,0,0,0,0,0,0,0,0.0373171740407167,0.191693329917295,0,0,0,0,0,0,0,0,0,0.0572465646847907,0.00791440456674371,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302117106769652,-0.0216818717733223,0,0,0.176658113199446,0,0,0,0.0306447095331139,0,0,0.0078662066959635,0,0,0,0,0,0,0,0.498388910571584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00293777170278012,0,0,-0.0368245055818406,0.0539827207051484,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0174480037864025,0,0,0,0,0,0,0.0531830304468301,0.0759565351121769,0,0,0,0,0,0.106967537113767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224138179267245,0,0,0,0,0,0
X600339.SH,0,0,0,0,0,0,0.154152690239812,0,0,0,0,0,0,0.00939957463264077,0,0,0,0,0,0,0,0.0969303644804024,0,0,0,0,0,0.00758955345750592,0,0,0,0.110543857555581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286185922156955,0,0.0259521902937046,0.00715132216930075,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.00348259001100639,0,0,0,0,0,0,0,0,0,0.0121115830463272,0,0,0,0.0155201470921653,0.120585176498579,0,0.0976487791615472,0,0.0450523666802082,0,0.207528469400126,0,0,0.00239538208823941,0,0,0,0,0.0822766724616168,7.89973542110572e-05,0,0,0,0,0,0,0,0,0,0,0.0533585525874758,0,0,0.0190734503067389,0,0,0,0,0,0
X000898.SZ,0,0,0.0867066613909102,0.103165601890463,0,0,0,0.0566670737938659,0,0,0,0,0,0,0,0,0,0.438017948849017,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0948534062474676,0,0,0,0,0,0,0,0,0,0.132882006633113,0,0,0,0,0,0,0,0,0,0,0,0,0.0469226068617667,-0.0236111745956528,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166750430358019,0,0,0,0,0,0,0,0,0,0,0.120231931320939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192440680350374,0,0,0,0.0991387839578393,0,0,0,0,0,0
X600489.SH,0,0,0,0.108681980049701,0,0,0,-0.0396566119892514,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.114527152216938,0.0483409197822579,0,0,0.324958176527903,0,0,0,0,0,0,0,0.315727287548889,0,0,0,0.0425020553780008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401404081645398,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011591754721022,0.0556711874578799,0,0,0,0,0,-0.0241898430352257,0.0859678054836889,0,0.00195751102957826,0.107906931781267,0,0,0.203568892922731,0,0,0,0.0225089257957615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134336942184897,0,0,-0.0123468650999475,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0.00590029251847489,0,0,0,0,0,0,0,0,0,0,0,0.0548972642425976,0,0.0542887312885396,0.0528749051030293,0,0,0,0,0.0557197582228962,0,0,0,0,0,0,0,0,0,0.111122392591913,0,0,0,0,0,0,0.0566007852963087,0.151882733774461,0,0,0,0,-0.000771726906404205,0.0090641538625638,0,0,0,0,0,0
X600008.SH,0,0,0,0,0,0,0,0.66852584439902,0,0,0,0,0.151601559537832,0,0.0301525581997649,0,0,0,0,0,0,0.0245710240607146,0,0,0,0,0,0,0,0,0,0,0.226467241649014,0,0,0,0.542699563507625,-0.211156634838733,0.282309346405548,0,0,0,0,0,0,0,0,0,0,0,-0.0174761054684699,0.018914007143542,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758888613880548,0,0,0,0,-0.0096089019526556,0.0471316892964164,0,0,0,0,0,0,0,0.114966243885125,0,0.0692060345647055,0,0,0,0,0,0,0,0,0,0,0,0.0222170048790314,0.0121223047604501,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0.00561279863668595,0,-0.029257816063652,0,0,0,0,0,0,0,0.00157276252278108,0,0,0,0,0,0.0474345937354442,0,0,0,0.051828846521224,0,0,0.108194033626066,0,0,0,0,0,0,0,0,0,0,0.0740623872739375,0,0,0,0,0.217070372818019,0,0,0,0.0868354623049327,0,0.0160698644484313,0.00115679415635449,0,0,0,0,0,0
X600352.SH,0,0,0,-0.179502642589161,0,0,0,0.00532390945755295,0,0,0,0,0.0750022559130227,0,-0.0566744265728718,0,0,0.00836191513379296,0,0,0,0.0594004334254357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126938759630519,-0.0134265876917203,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245346080190184,-0.020063215951735,0,0,0.0367636801466698,0,0,0,-0.0364367866837032,0,0,0.0169937725978295,0,0,0,0,0,0,0.0237904105092196,0.0550882907726308,0,0,0,0,0.054083482867749,0,0,0,0,0.00943877130024335,0,0,0,0,0.0992123629697161,0,0,-0.017134915099381,0.00744792515177616,0,0,0,0,0,0
X000408.SZ,0,0,0,0.0720749002041634,0,0,0,0,0,0,0,0,0,0,0.0545675727123558,-0.0555616421492962,0,0.0060701039284827,0,0,0,0.0149529392376441,0,0,0.0185968196074775,0.111429054606817,0,0,0.166608670456853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229481588718697,0.0340770564831345,0,0,0,0,0,0
X600160.SH,0,0,0,0,0,0,0,0.00990637328938995,0,0,0,0,0,0.0094352223643392,0,0,0.214157823271745,0,-0.0333450635107144,0.0811398039350631,0,0,0.0990758476220409,0,0,0.062822751080893,0,0.0553807027878376,0.256298144893255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406084595576962,0,0.0130627892201685,-0.0243772610384931,0,0,0,0,0,0
